EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW		EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG11864	frvA	ECK3893	P32155	b3900	Null	g2367327	JW3871	12727	EB1810	aa	OK	148	Counterclockwise	4090400	4090846	88.16	yiiK	Fructose	Predicted fructose-like PTS system enzyme IIA	Null	16093.50		EG11864	frvA	ECK3893	P32155	b3900	Null	g2367327	JW3871	12727	EB1810	aa	OK	148	Counterclockwise	4090400	4090846	88.16	yiiK	Fructose	Predicted fructose-like PTS system enzyme IIA	Null	16093.50	
EG11865	rhaM	ECK3894	P32156	b3901	Null	g1790335	JW3872	12729	EB1811	aa	OK	104	Counterclockwise	4091147	4091461	88.18	yiiL	Rhamnose	L-Rhamnose mutarotase	Null	12264.90		EG11865	rhaM	ECK3894	P32156	b3901	Null	g1790335	JW3872	12729	EB1811	aa	OK	104	Counterclockwise	4091147	4091461	88.18	yiiL	Rhamnose	L-Rhamnose mutarotase	Null	12264.90	
EG11866	rhaD	ECK3895	P32169	b3902	CG289	g1790336	JW3873	12731	EB1812	aa	OK	274	Counterclockwise	4091471	4092295	88.18	Null	Rhamnose	Rhamnulose-1-phosphate aldolase; homotetrameric	Null	30145.49		EG11866	rhaD	ECK3895	P32169	b3902	CG289	g1790336	JW3873	12731	EB1812	aa	OK	274	Counterclockwise	4091471	4092295	88.18	Null	Rhamnose	Rhamnulose-1-phosphate aldolase; homotetrameric	Null	30145.49	
EG11867	rhaA	ECK3896	P32170	b3903	CG292	g48994990	JW5561	12736	EB1813	aa	OK	419	Counterclockwise	4092746	4094005	88.21	Null	Rhamnose	L-Rhamnose isomerase	RhaA also has L- lyxose isomerase activity and is needed for growth on L-lyxose (Badia, 1991).	47199.44		EG11867	rhaA	ECK3896	P32170	b3903	CG292	g48994990	JW5561	12736	EB1813	aa	OK	419	Counterclockwise	4092746	4094005	88.21	Null	Rhamnose	L-Rhamnose isomerase	RhaA also has L- lyxose isomerase activity and is needed for growth on L-lyxose (Badia, 1991).	47199.44	
EG11868	rhaB	ECK3897	P32171	b3904	CG291	g1790338	JW3875	12738	EB1814	aa	OK	489	Counterclockwise	4094002	4095471	88.24	Null	Rhamnose	Rhamnulokinase	Null	54069.04		EG11868	rhaB	ECK3897	P32171	b3904	CG291	g1790338	JW3875	12738	EB1814	aa	OK	489	Counterclockwise	4094002	4095471	88.24	Null	Rhamnose	Rhamnulokinase	Null	54069.04	
EG11869	kdgT	ECK3902	P0A712	b3909	CG589	g87082349	JW5560	12764	EB1815	aa	ALT_INIT[-3]	327	Clockwise	4099713	4100696	88.36	Null	Ketodeoxygluconate	2-keto-3-deoxygluconate permease	Null	33669.27		EG11869	kdgT	ECK3902	P0A712	b3909	CG589	g87082349	JW5560	12764	EB1815	aa	ALT_INIT[-3]	327	Clockwise	4099713	4100696	88.36	Null	Ketodeoxygluconate	2-keto-3-deoxygluconate permease	Null	33669.27	
EG11873	fieF	ECK3907	P69380	b3915	Null	g1790349	JW3886	12786	EB1819	aa	OK	300	Clockwise	4104492	4105394	88.47	yiiP	Ferrous iron efflux	Ferrous-iron and zinc efflux pump; cation diffusion facilitator family; dimeric	Relieves iron stress.	32927.26		EG11873	fieF	ECK3907	P69380	b3915	Null	g1790349	JW3886	12786	EB1819	aa	OK	300	Clockwise	4104492	4105394	88.47	yiiP	Ferrous iron efflux	Ferrous-iron and zinc efflux pump; cation diffusion facilitator family; dimeric	Relieves iron stress.	32927.26	
EG11882	yiiX	ECK3929	P32167	b3937	Null	g1790372	JW3908	12869	EB1828	aa	OK	202	Counterclockwise	4125309	4125917	88.91	Null	Systematic nomenclature	Function unknown, DUF830 family	YebB and YiiX are paralogs. First 18 aa are predicted to be a type I signal peptide.	23139.65		EG11882	yiiX	ECK3929	P32167	b3937	Null	g1790372	JW3908	12869	EB1828	aa	OK	202	Counterclockwise	4125309	4125917	88.91	Null	Systematic nomenclature	Function unknown, DUF830 family	YebB and YiiX are paralogs. First 18 aa are predicted to be a type I signal peptide.	23139.65	
EG11886	opgH	ECK1035	P62517	b1049	CG31852	g1787287	JW1037	3560	EB1832	aa	OK	847	Clockwise	1110086	1112629	23.93	mdoA;mdoH	Osmoregulated periplasmic glucans	Membrane glycosyltransferase, OPG biosynthesis	The opg genes were originally called mdo because the osmoregulated periplasmic glucans (OPGs) were originally called membrane-derived oligosaccharides. HT_Cmplx46_Mem: MdoH+PlsB.	96937.39		EG11886	opgH	ECK1035	P62517	b1049	CG31852	g1787287	JW1037	3560	EB1832	aa	OK	847	Clockwise	1110086	1112629	23.93	mdoA;mdoH	Osmoregulated periplasmic glucans	Membrane glycosyltransferase, OPG biosynthesis	The opg genes were originally called mdo because the osmoregulated periplasmic glucans (OPGs) were originally called membrane-derived oligosaccharides. HT_Cmplx46_Mem: MdoH+PlsB.	96937.39	
EG11892	sbmC	ECK2003	P33012	b2009	CG50396	g1788319	JW1991	6670	EB1838	aa	OK; Verified[0]	157	Counterclockwise	2078813	2079286	44.81	dgi;gyrI;yeeB	Sensitivity B17 microcin	DNA gyrase inhibitor; in high copy protects cells from replication inhibitor MccB17; SOS induced; blocks MccB17 export	sbmC has been demonstrated to to have a CRP-S promoter co-regulated by both Crp and Sxy (Cameron, 2006).	18081.46		EG11892	sbmC	ECK2003	P33012	b2009	CG50396	g1788319	JW1991	6670	EB1838	aa	OK; Verified[0]	157	Counterclockwise	2078813	2079286	44.81	dgi;gyrI;yeeB	Sensitivity B17 microcin	DNA gyrase inhibitor; in high copy protects cells from replication inhibitor MccB17; SOS induced; blocks MccB17 export	sbmC has been demonstrated to to have a CRP-S promoter co-regulated by both Crp and Sxy (Cameron, 2006).	18081.46	
EG11894	yeeD	ECK2006	P33014	b2012	Null	g1788322	JW1994	6688	EB1840	aa	OK	75	Counterclockwise	2082250	2082477	44.88	Null	Systematic nomenclature	Predicted sulfurtransferase, function unknown; TusA family	tusA, yedF and yeeD are paralogs.	8148.32		EG11894	yeeD	ECK2006	P33014	b2012	Null	g1788322	JW1994	6688	EB1840	aa	OK	75	Counterclockwise	2082250	2082477	44.88	Null	Systematic nomenclature	Predicted sulfurtransferase, function unknown; TusA family	tusA, yedF and yeeD are paralogs.	8148.32	
EG11895	yeeE	ECK2007	P33015	b2013	Null	g1788323	JW1995	6691	EB1841	aa	OK	352	Counterclockwise	2082491	2083549	44.88	Null	Systematic nomenclature	Inner membrane protein, UPF0394 family, function unknown	DUF395 domain. YeeE is encoded in an operon with predicted sulfurtransferase YeeD.	38100.40		EG11895	yeeE	ECK2007	P33015	b2013	Null	g1788323	JW1995	6691	EB1841	aa	OK	352	Counterclockwise	2082491	2083549	44.88	Null	Systematic nomenclature	Inner membrane protein, UPF0394 family, function unknown	DUF395 domain. YeeE is encoded in an operon with predicted sulfurtransferase YeeD.	38100.40	
EG11902	yijE	ECK3935	P0ABT8	b3943	Null	g87082351	JW5557	12906	EB1847	aa	ALT_INIT[-11]	301	Clockwise	4134131	4135036	89.10	Null	Systematic nomenclature	Predicted permease, inner membrane protein, function unknown	YijE belongs to the EamA/RhaT transporter family, DMT superfamily.	32865.56		EG11902	yijE	ECK3935	P0ABT8	b3943	Null	g87082351	JW5557	12906	EB1847	aa	ALT_INIT[-11]	301	Clockwise	4134131	4135036	89.10	Null	Systematic nomenclature	Predicted permease, inner membrane protein, function unknown	YijE belongs to the EamA/RhaT transporter family, DMT superfamily.	32865.56	
EG11906	ptsA	ECK3939	P32670	b3947	Null	g48994992	JW5555	12920	EB1851	aa	OK	833	Counterclockwise	4137743	4140244	89.18	frwA;yijH	Phosphotransferase system	Predicted fructose-like phosphotransferase system (PTS) enzyme I; also has N-terminal Hpr-like domain and C-terminal Enzyme IIA domain	Null	91773.63		EG11906	ptsA	ECK3939	P32670	b3947	Null	g48994992	JW5555	12920	EB1851	aa	OK	833	Counterclockwise	4137743	4140244	89.18	frwA;yijH	Phosphotransferase system	Predicted fructose-like phosphotransferase system (PTS) enzyme I; also has N-terminal Hpr-like domain and C-terminal Enzyme IIA domain	Null	91773.63	
EG11910	pflD	ECK3942	P32674	b3951	CG35843	g1790388	JW3923	12934	EB1854	aa	OK	765	Clockwise	4142018	4144315	89.27	yijL	Pyruvate formate lyase	Predicted formate acetyltransferase 2 (pyruvate formate lyase II)	Null	85959.77		EG11910	pflD	ECK3942	P32674	b3951	CG35843	g1790388	JW3923	12934	EB1854	aa	OK	765	Clockwise	4142018	4144315	89.27	yijL	Pyruvate formate lyase	Predicted formate acetyltransferase 2 (pyruvate formate lyase II)	Null	85959.77	
EG11914	yijP	ECK3946	P32678	b3955	Null	g1790392	JW3927	12947	EB1858	aa	OK	577	Counterclockwise	4146555	4148288	89.37	Null	Systematic nomenclature	Function unknown, EptAB family; required for invasion of K1 into brain microvascular endothelial cells	Null	66609.89		EG11914	yijP	ECK3946	P32678	b3955	Null	g1790392	JW3927	12947	EB1858	aa	OK	577	Counterclockwise	4146555	4148288	89.37	Null	Systematic nomenclature	Function unknown, EptAB family; required for invasion of K1 into brain microvascular endothelial cells	Null	66609.89	
EG11918	zraP	ECK3994	P0AAA9	b4002	CG81569	g87082358	JW5546	13081	EB1862	aa	ALT_INIT[-47]; Verified[26]	141	Counterclockwise	4199286	4199711	90.51	yjaI;zra	Zn resistance-associated	Zn-binding periplasmic protein; responsive to Zn(2+) and Pb(2+); regulated by zraSR two-component system; rpoN-dependent	Null	15199.37		EG11918	zraP	ECK3994	P0AAA9	b4002	CG81569	g87082358	JW5546	13081	EB1862	aa	ALT_INIT[-47]; Verified[26]	141	Counterclockwise	4199286	4199711	90.51	yjaI;zra	Zn resistance-associated	Zn-binding periplasmic protein; responsive to Zn(2+) and Pb(2+); regulated by zraSR two-component system; rpoN-dependent	Null	15199.37	
EG11921	rluF	ECK4014	P32684	b4022	Null	g1790453	JW3982	13150	EB1865	aa	OK	290	Clockwise	4228377	4229249	91.14	yjbC	rRNA, large, uridine	23S rRNA U2604 pseudouridine synthase	Null	32476.56		EG11921	rluF	ECK4014	P32684	b4022	Null	g1790453	JW3982	13150	EB1865	aa	OK	290	Clockwise	4228377	4229249	91.14	yjbC	rRNA, large, uridine	23S rRNA U2604 pseudouridine synthase	Null	32476.56	
EG11934	aphA	ECK4047	P0AE22	b4055	CG45401	g2367341	JW4015	13283	EB1878	aa	OK; Verified[25]	237	Clockwise	4267437	4268150	91.98	hobH;napA;yjbP	Acid phosphatase	Acid phosphatase, periplasmic, class B, nucleotidase; active on 3'- and 5'-mononucleotides and monodeoxynucleotides; glucose-repressed; monomeric	Mutants arrest cell division after hyperosmoshock and overexpress SeqA; also binds hemi-methylated oriC DNA in vitro. As a periplasmic DNA-binding protein, AphA may play a role during DNA transformation.	26103.54		EG11934	aphA	ECK4047	P0AE22	b4055	CG45401	g2367341	JW4015	13283	EB1878	aa	OK; Verified[25]	237	Clockwise	4267437	4268150	91.98	hobH;napA;yjbP	Acid phosphatase	Acid phosphatase, periplasmic, class B, nucleotidase; active on 3'- and 5'-mononucleotides and monodeoxynucleotides; glucose-repressed; monomeric	Mutants arrest cell division after hyperosmoshock and overexpress SeqA; also binds hemi-methylated oriC DNA in vitro. As a periplasmic DNA-binding protein, AphA may play a role during DNA transformation.	26103.54	
EG11935	yjbQ	ECK4048	P0AF48	b4056	Null	g1790491	JW4017	13286	EB1879	aa	OK	138	Clockwise	4268261	4268677	91.99	Null	Systematic nomenclature	Multicopy suppressor of thiE and pdxB; weak thiamin phosphate synthase activity	YjbQ has weak thiamin phosphate synthase activity in vitro, but this may not be its physiologicl function (Morett, 2008). yjbQ is a multi-copy suppressor of a pdxB deletion (Kim, 2010).	15655.79		EG11935	yjbQ	ECK4048	P0AF48	b4056	Null	g1790491	JW4017	13286	EB1879	aa	OK	138	Clockwise	4268261	4268677	91.99	Null	Systematic nomenclature	Multicopy suppressor of thiE and pdxB; weak thiamin phosphate synthase activity	YjbQ has weak thiamin phosphate synthase activity in vitro, but this may not be its physiologicl function (Morett, 2008). yjbQ is a multi-copy suppressor of a pdxB deletion (Kim, 2010).	15655.79	
EG11936	yjbR	ECK4049	P0AF50	b4057	Null	g2367342	JW4018	13288	EB1880	aa	OK; Verified[0]	118	Clockwise	4268681	4269037	92.00	Null	Systematic nomenclature	Function unknown	YjbR double wings NMR structure resembles the  phage T4 MotA DNA binding C-terminal domain (Singarapu, 2007).	13519.47		EG11936	yjbR	ECK4049	P0AF50	b4057	Null	g2367342	JW4018	13288	EB1880	aa	OK; Verified[0]	118	Clockwise	4268681	4269037	92.00	Null	Systematic nomenclature	Function unknown	YjbR double wings NMR structure resembles the  phage T4 MotA DNA binding C-terminal domain (Singarapu, 2007).	13519.47	
EG11941	yjcF	ECK4059	P32704	b4066	Null	g1790502	JW4027	13325	EB1885	aa	OK	430	Counterclockwise	4279806	4281098	92.24	Null	Systematic nomenclature	Pentapeptide repeat protein, function unknown	YgcF has 42 tandem pentapeptide repeats located from residues 162-371 (Bateman, 1998). OtherPDB: 2BM4 (M. tuberculosis), 2W7Z (E. faecalis), 3DU1 (Anabaena sp.). YjbI' and YjcF belongs to the COG1357 family; YjcF also belongs to Pfam PF00805 family. 	49378.33		EG11941	yjcF	ECK4059	P32704	b4066	Null	g1790502	JW4027	13325	EB1885	aa	OK	430	Counterclockwise	4279806	4281098	92.24	Null	Systematic nomenclature	Pentapeptide repeat protein, function unknown	YgcF has 42 tandem pentapeptide repeats located from residues 162-371 (Bateman, 1998). OtherPDB: 2BM4 (M. tuberculosis), 2W7Z (E. faecalis), 3DU1 (Anabaena sp.). YjbI' and YjcF belongs to the COG1357 family; YjcF also belongs to Pfam PF00805 family. 	49378.33	
EG11947	nrfD	ECK4066	P32709	b4073	CG34355	g1790509	JW4034	13348	EB1890	aa	OK	318	Clockwise	4288499	4289455	92.43	yjcK	Nitrite reductase, formate-dependent	Formate-dependent nitrite reduction; transmembrane protein similar to QOR	Null	35042.24		EG11947	nrfD	ECK4066	P32709	b4073	CG34355	g1790509	JW4034	13348	EB1890	aa	OK	318	Clockwise	4288499	4289455	92.43	yjcK	Nitrite reductase, formate-dependent	Formate-dependent nitrite reduction; transmembrane protein similar to QOR	Null	35042.24	
EG11952	mdtP	ECK4073	P32714	b4080	Null	g2367348	JW4041	13366	EB1895	aa	OK	488	Counterclockwise	4297587	4299053	92.63	sdsP;yjcP	Multidrug transporter	Outer membrane factor (OMF) of MdtNOP efflux pump; probable lipoprotein, Cys conserved; tolC homolog; mutants are sensitive to acriflavin and puromycin	TolC, MdtQ, MdtP and CusC are paralogs. First 23 aa are predicted type II signal peptide.	53453.15		EG11952	mdtP	ECK4073	P32714	b4080	Null	g2367348	JW4041	13366	EB1895	aa	OK	488	Counterclockwise	4297587	4299053	92.63	sdsP;yjcP	Multidrug transporter	Outer membrane factor (OMF) of MdtNOP efflux pump; probable lipoprotein, Cys conserved; tolC homolog; mutants are sensitive to acriflavin and puromycin	TolC, MdtQ, MdtP and CusC are paralogs. First 23 aa are predicted type II signal peptide.	53453.15	
EG11953	mdtO	ECK4074	P32715	b4081	Null	g87082367	JW4042	13368	EB1896	aa	ALT_INIT[+47]	683	Counterclockwise	4299050	4301101	92.66	sdsQ;yjcQ	Multidrug transporter	PET family membrane translocase (MDR) of MdtNOP efflux pump; mdtP mutants are sensitive to acriflavin and puromycin	Null	76150.81		EG11953	mdtO	ECK4074	P32715	b4081	Null	g87082367	JW4042	13368	EB1896	aa	ALT_INIT[+47]	683	Counterclockwise	4299050	4301101	92.66	sdsQ;yjcQ	Multidrug transporter	PET family membrane translocase (MDR) of MdtNOP efflux pump; mdtP mutants are sensitive to acriflavin and puromycin	Null	76150.81	
EG11954	mdtN	ECK4075	P32716	b4082	Null	g1790519	JW4043	13373	EB1897	aa	OK	343	Counterclockwise	4301101	4302132	92.70	sdsR;yjcR	Multidrug transporter	Membrane fusion protein (MFP) of MdtNOP efflux pump, signal anchor; mdtP mutants are sensitive to acriflavin and puromycin	Null	36908.29		EG11954	mdtN	ECK4075	P32716	b4082	Null	g1790519	JW4043	13373	EB1897	aa	OK	343	Counterclockwise	4301101	4302132	92.70	sdsR;yjcR	Multidrug transporter	Membrane fusion protein (MFP) of MdtNOP efflux pump, signal anchor; mdtP mutants are sensitive to acriflavin and puromycin	Null	36908.29	
EG11956	alsK	ECK4077	P32718	b4084	CG53345	g1790522	JW5724	13380	EB1899	aa	OK	309	Counterclockwise	4304893	4305822	92.78	yjcT	Allose	Allose kinase	Upregulated by GSNO in defined medium (aerobic).	33820.92		EG11956	alsK	ECK4077	P32718	b4084	CG53345	g1790522	JW5724	13380	EB1899	aa	OK	309	Counterclockwise	4304893	4305822	92.78	yjcT	Allose	Allose kinase	Upregulated by GSNO in defined medium (aerobic).	33820.92	
EG11957	alsE	ECK4078	P32719	b4085	CG53353	g1790523	JW4046	13382	EB1900	aa	OK	231	Counterclockwise	4305806	4306501	92.80	yjcU	Allose	Allulose-6-P 3-epimerase	Null	26109.19		EG11957	alsE	ECK4078	P32719	b4085	CG53353	g1790523	JW4046	13382	EB1900	aa	OK	231	Counterclockwise	4305806	4306501	92.80	yjcU	Allose	Allulose-6-P 3-epimerase	Null	26109.19	
EG11958	alsC	ECK4079	P32720	b4086	CG53357	g1790524	JW4047	13392	EB1901	aa	OK	326	Counterclockwise	4306512	4307492	92.82	yjcV	Allose	Allose transport, membrane component	Null	34315.69		EG11958	alsC	ECK4079	P32720	b4086	CG53357	g1790524	JW4047	13392	EB1901	aa	OK	326	Counterclockwise	4306512	4307492	92.82	yjcV	Allose	Allose transport, membrane component	Null	34315.69	
EG11970	yhdN	ECK3280	P36677	b3293	Null	g1789688	JW3255	10795	EB1913	aa	OK	122	Counterclockwise	3437163	3437531	74.08	Null	Systematic nomenclature	Heat shock protein, DUF1992 family, function unknown, 	YhdN has been shown to be a heat shock protein and to be in the RpoH regulon (Nonaka, 2006; Rasouly, 2009). YhdN is induced during an unfolded protein response initiated with canavanine treatment (Rasouly, 2009).	13944.76		EG11970	yhdN	ECK3280	P36677	b3293	Null	g1789688	JW3255	10795	EB1913	aa	OK	122	Counterclockwise	3437163	3437531	74.08	Null	Systematic nomenclature	Heat shock protein, DUF1992 family, function unknown, 	YhdN has been shown to be a heat shock protein and to be in the RpoH regulon (Nonaka, 2006; Rasouly, 2009). YhdN is induced during an unfolded protein response initiated with canavanine treatment (Rasouly, 2009).	13944.76	
EG11971	nupC	ECK2388	P0AFF2	b2393	CG443	g1788737	JW2389	7893	EB1914	aa	OK	400	Clockwise	2511064	2512266	54.12	cru	Nucleoside permease	Nucleoside transporter, except guanosine	CytR regulon. nupC, nupX, and yegT are paralogs. CNT family.	43475.75		EG11971	nupC	ECK2388	P0AFF2	b2393	CG443	g1788737	JW2389	7893	EB1914	aa	OK	400	Clockwise	2511064	2512266	54.12	cru	Nucleoside permease	Nucleoside transporter, except guanosine	CytR regulon. nupC, nupX, and yegT are paralogs. CNT family.	43475.75	
EG11980	rfbX	ECK2031	P37746	b2037	CG37353	g1788349	JW2022	6757	EB1923	aa	OK	415	Counterclockwise	2106361	2107608	45.40	wzx;wzxB	Rough	Predicted polisoprenol-linked O-antigen translocase; hyperlethality gene	Null	45382.62		EG11980	rfbX	ECK2031	P37746	b2037	CG37353	g1788349	JW2022	6757	EB1923	aa	OK	415	Counterclockwise	2106361	2107608	45.40	wzx;wzxB	Rough	Predicted polisoprenol-linked O-antigen translocase; hyperlethality gene	Null	45382.62	
EG11981	glf	ECK2030	P37747	b2036	CG54669	g1788348	JW2021	6755	EB1924	aa	OK; Verified[0]	367	Counterclockwise	2105250	2106353	45.37	yefE	Galactofuranose	UDP-galactopyranose mutase	Null	42965.88		EG11981	glf	ECK2030	P37747	b2036	CG54669	g1788348	JW2021	6755	EB1924	aa	OK; Verified[0]	367	Counterclockwise	2105250	2106353	45.37	yefE	Galactofuranose	UDP-galactopyranose mutase	Null	42965.88	
EG11982	rfc	ECK2029	P37748	b2035	CG53474	g1788347	JW2020	6753	EB1925	aa	OK	388	Counterclockwise	2104084	2105250	45.35	wbbH;yefF	Rough	O-antigen polymerase	Null	44744.31		EG11982	rfc	ECK2029	P37748	b2035	CG53474	g1788347	JW2020	6753	EB1925	aa	OK	388	Counterclockwise	2104084	2105250	45.35	wbbH;yefF	Rough	O-antigen polymerase	Null	44744.31	
EG11983	wbbI	ECK2028	P37749	b2034	Null	g1788346	JW2019	6751	EB1926	aa	OK	330	Counterclockwise	2103089	2104081	45.33	yefG	Systematic nomenclature	d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase; involved in lipopolysaccharide biosynthesis	6/80 WbbI peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	37757.22		EG11983	wbbI	ECK2028	P37749	b2034	Null	g1788346	JW2019	6751	EB1926	aa	OK	330	Counterclockwise	2103089	2104081	45.33	yefG	Systematic nomenclature	d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase; involved in lipopolysaccharide biosynthesis	6/80 WbbI peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	37757.22	
