Accession	ECK	Gene	Protein name	emPAI	mRNA	Copy number	Sequence	Number of	Mascot	Number of	GRAVY	GO cellular component
JW2508	ECK2521	yfhJ	conserved protein	3,64	4,43	165,27	60,61	2	141	0	-0.001	0
JW5735	ECK4132	dcuA	C4-dicarboxylate antiporter	2,98	001	136,13	5,66	3	141	9	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1001	ECK1006	putP	proline:sodium symporter	1,78	2,74	083	5,78	2	141	12	0,785	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5600	ECK3778	rffE	UDP-N-acetyl glucosamine-2-epimerase	0,82	0,27	38,96	16,76	5	141	0	-0,151	GO:0005737 cytoplasm
JW0673	ECK0674	ybfF	conserved protein	0,58	1,02	27,85	13,78	2	141	0	-0,213	0
JW3042	ECK3061	yqjI	predicted transcriptional regulator	0,93	0,32	44,02	12,56	3	138	0	-0.001	0
JW1093	ECK1093	nagZ	beta N-acetyl-glucosaminidase	0,62	3,14	29,71	12,32	4	138	0	-0,293	0
JW0712	ECK0711	sdhD	succinate dehydrogenase, membrane subunit, binds cytochrome b556	315,23	3,87	12491,64	17,39	3	137	3	1,369	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5157	ECK1091	ycfM	predicted outer membrane lipoprotein	1,68	1,15	078	22,54	3	137	0	-0,215	0
JW5127	ECK0943	ymbA	conserved protein	0,93	0,24	44,02	19,23	2	137	0	-0,158	0
JW3485	ECK3502	gadA	glutamate decarboxylase A, PLP-dependent	0,35	2,06	17,07	9,66	3	137	0	-0,278	GO:0005737 cytoplasm
JW3115	ECK3134	yraL	predicted methyltransferase	0,27	0,25	13,27	10,49	2	137	0	-0,168	0
JW0127	ECK0130	panD	aspartate 1-decarboxylase	16,78	0,99	727,17	21,43	3	136	0	-0,063	GO:0005737 cytoplasm
JW3147	ECK3169	yhbY	predicted RNA-binding protein	5,31	0,31	238,33	40,21	4	136	0	-0,182	0
JW4122	ECK4157	rsgA	ribosome small subunit-dependent GTPase A	0,83	0,95	39,42	17,43	4	136	0	-0,405	0
JW3478	ECK3494	hdeA	stress response protein acid-resistance protein	2,16	-	99,64	54,55	2	136	1	-0,208	0
JW3993	ECK4025	malF	maltose transporter subunit -!- membrane component of ABC superfamily	001	0,83	24,12	7,59	3	135	8	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5713	ECK4031	ubiC	chorismate pyruvate lyase	0,87	001	41,26	25,45	3	134	0	-0,155	GO:0005737 cytoplasm
JW1427	ECK1424	ydcL	predicted lipoprotein	0,72	002	34,35	26,58	4	134	0	-0,268	0
JW4011	ECK4043	qor	quinone oxidoreductase, NADPH-dependent	0,55	0,53	26,45	12,84	3	134	0	-0,059	0
JW3229	ECK3248	fis	global DNA-binding transcriptional dual regulator	009	1,31	398	32,65	2	133	0	-0,531	GO:0005737 cytoplasm
JW5733	ECK4129	yjdC	predicted transcriptional regulator	0,93	0,33	44,02	30,89	4	132	0	-0,305	0
JW2782	ECK2807	ygdK	predicted Fe-S metabolism protein	0,87	0,55	41,26	25,17	3	132	0	-0,086	0
JW0048	ECK0050	apaH	diadenosine tetraphosphatase	001	0,84	33,42	16,43	3	132	0	-0,246	GO:0005737 cytoplasm
JW2802	ECK2830	tas	predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase	0,31	0,57	15,17	6,36	2	132	0	-0,323	0
JW0622	ECK0620	tatE	TatABCE protein translocation system subunit	2,98	0,72	136,13	32,84	2	131	1	0,122	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5567	ECK3877	yihW	predicted DNA-binding transcriptional regulator	0,54	1,27	25,99	15,33	3	131	0	-0,054	0
JW2552	ECK2566	lepB	leader peptidase (signal peptidase I)	0,72	001	34,35	12,35	4	130	2	-0,156	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5604	ECK3770	rep	DNA helicase and single-stranded DNA-dependent ATPase	0,28	0,34	13,75	8,77	5	130	0	-0,408	GO:0005737 cytoplasm
JW1489	ECK1488	pqqL	predicted peptidase	0,07	-	3,59	4,19	2	130	1	-0,397	GO:0005737 cytoplasm
JW5588	ECK3814	yigI	conserved protein	1,37	-	64,08	19,35	3	129	0	-0,008	0
JW2986	ECK3009	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	1,03	000	049	010	3	128	1	0,073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3142	ECK3164	secG	preprotein translocase membrane subunit	009	0,92	398	27,27	2	127	2	0,375	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2894	ECK2923	epd	D-erythrose 4-phosphate dehydrogenase	0,39	2,31	18,96	9,73	3	127	0	-0,041	GO:0005737 cytoplasm
JW4360	ECK4389	creA	conserved protein	0,87	0,48	41,26	18,47	3	126	0	-0,032	0
JW0023	ECK0026	ribF	bifunctional riboflavin kinase -!- FAD synthetase	0,67	2,52	32,03	18,53	4	124	0	-0,067	GO:0005737 cytoplasm
JW3942	ECK3966	coaA	pantothenate kinase	0,44	0,36	21,31	11,39	3	124	0	-0,247	0
JW2944	ECK2971	glcG	conserved protein	1,51	32,51	70,42	26,87	2	123	0	0,158	0
JW5165	ECK1118	hflD	predicted lysogenization regulator	1,15	001	54,08	20,19	4	123	0	0,127	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3088	ECK3106	tdcB	catabolic threonine dehydratase, PLP-dependent	001	0,66	24,12	10,64	3	123	0	0,043	0
JW2175	ECK2181	yejL	conserved protein	2,98	-	136,13	028	2	123	0	-0,184	0
JW2861	ECK2888	dsbC	protein disulfide isomerase II	0,47	0,35	22,71	9,32	2	121	0	-0,103	GO:0042597 periplasmic space
JW0395	ECK0399	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0,31	0,59	15,17	8,99	2	121	0	-0,129	GO:0005737 cytoplasm
JW5794	ECK4349	mdoB	phosphoglycerol transferase I	0,28	1,71	13,75	5,64	4	121	4	-0,236	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2752	ECK2775	mazG	nucleoside triphosphate pyrophosphohydrolase	001	0,18	24,12	17,87	3	120	0	-0,515	0
JW5865	ECK3386	yrfG	predicted hydrolase	1,78	0,34	083	20,72	3	119	0	-0,309	0
JW0443	ECK0447	ybaY	predicted outer membrane lipoprotein	5,31	3,29	238,33	32,63	3	118	0	0,176	0
JW4220	ECK4256	yjgR	predicted ATPase	000	0,41	015	013	4	118	0	0.000	0
JW0870	ECK0878	cydD	fused cysteine transporter subunits -!- membrane component and ATP-binding component of ABC superfamily	0,28	0,49	13,75	8,67	3	118	5	0,162	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0864	ECK0871	cspD	cold shock protein homolog	20,54	11,08	884,64	78,38	3	117	0	-0,197	GO:0005737 cytoplasm
JW1202	ECK1199	prfA	peptide chain release factor RF-1	0,53	0,25	25,52	013	4	117	0	-0.001	GO:0005737 cytoplasm
JW4349	ECK4378	lplA	lipoate-protein ligase A	0,33	0,39	16,12	12,72	3	117	0	-0,328	GO:0005737 cytoplasm
JW0459	ECK0464	dnaX	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	0,16	2,11	7,99	6,22	3	117	0	-0,258	GO:0005737 cytoplasm
JW0602	ECK0603	rnk	regulator of nucleoside diphosphate kinase	2,16	0,25	99,64	34,56	2	116	0	-0,029	0
JW4013	ECK4045	alr	alanine racemase 1, PLP-binding, biosynthetic	0,35	0,34	17,07	13,65	3	116	0	-0,106	0
JW5330	ECK2008	yeeF	predicted amino-acid transporter	1,68	-	078	5,75	3	116	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0766	ECK0772	moaC	molybdopterin biosynthesis, protein C	001	0,95	47,23	19,25	3	115	0	-0,037	0
JW1842	ECK1854	yebK	predicted DNA-binding transcriptional regulator	0,72	1,32	34,35	013	3	115	0	-0,129	0
JW1801	ECK1810	pabB	aminodeoxychorismate synthase, subunit I	0,23	0,12	11,36	6,84	2	115	0	-0,289	0
JW3969	ECK3997	purD	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	0,78	004	37,12	20,05	5	114	0	-0,071	GO:0005737 cytoplasm
JW1814	ECK1823	yebO	predicted protein	2,98	0,64	136,13	31,58	3	113	1	-0,044	0
JW3428	ECK3447	ftsE	predicted transporter subunit -!- ATP-binding component of ABC superfamily	1,28	0,69	060	26,58	4	113	0	-0,077	GO:0005737 cytoplasm
JW2366	ECK2365	evgA	DNA-binding response regulator in two-component regulatory system with EvgS	0,54	0,51	25,99	20,59	3	113	0	-0,094	GO:0005737 cytoplasm
JW3506	ECK3523	bcsG	predicted inner membrane protein	0,33	0,66	16,12	6,98	2	113	4	0,022	0
JW2511	ECK2524	hscB	DnaJ-like molecular chaperone specific for IscU	001	-	33,42	25,15	3	113	0	-0,598	0
JW2421	ECK2423	yfeU	predicted PTS component	0,26	-	12,79	10,74	2	113	0	0,134	0
JW2050	ECK2059	dcd	2'-deoxycytidine 5'-triphosphate deaminase	1,78	2,11	083	17,62	3	112	0	-0,162	0
JW1899	ECK1913	uvrY	DNA-binding response regulator in two-component regulatory system with BarA	0,36	0,62	17,54	16,06	2	112	0	-0,056	0
JW1950	ECK1963	hchA	Hsp31 molecular chaperone	001	-	47,23	9,89	3	112	0	-0,224	0
JW2480	ECK2491	yfgD	predicted oxidoreductase	4,18	0,87	188,99	46,22	4	111	0	-0,361	0
JW4130	ECK4168	hfq	HF-I, host factor for RNA phage Q beta replication	2,16	25,05	99,64	23,53	2	111	0	-0,505	0
JW0174	ECK0178	lpxD	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	001	1,76	33,42	13,78	3	111	0	0,125	0
JW2284	ECK2283	lrhA	DNA-binding transcriptional repressor	0,36	0,88	17,54	9,62	2	111	0	-0,011	GO:0005737 cytoplasm
JW1759	ECK1768	ydjF	predicted DNA-binding transcriptional regulator	0,33	0,37	16,12	012	2	111	0	-0,189	0
JW0934	ECK0942	pqiB	paraquat-inducible protein B	0,23	0,45	11,36	7,69	3	111	1	0.000	0
JW3675	ECK3690	yidB	conserved protein	2,16	0,43	99,64	34,85	2	110	0	-0,006	0
JW2261	ECK2260	elaB	conserved protein	0,78	004	37,12	27,72	2	110	1	-0.001	0
JW0985	ECK0991	cbpA	curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK	0,58	2,23	27,85	10,46	2	110	0	-0,592	GO:0005737 cytoplasm
JW5831	ECK1858	znuA	zinc transporter subunit -!- periplasmic-binding component of ABC superfamily	0,36	0,86	17,54	13,87	2	110	0	-0,211	GO:0042597 periplasmic space
JW2992	ECK3015	ygiW	conserved protein	2,73	2,38	125,04	26,15	4	109	0	-0,272	0
JW2455	ECK2466	yffB	conserved protein	0,93	2,24	44,02	22,03	2	108	0	-0,338	0
JW2404	ECK2407	zipA	cell division protein involved in Z ring assembly	0,67	12,88	32,03	8,54	2	108	1	-0,606	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1694	ECK1702	aroH	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible	0,52	0,28	25,05	12,93	4	108	0	-0,315	0
JW1316	ECK1319	tyrR	DNA-binding transcriptional dual regulator, tyrosine-binding	0,47	0,33	22,71	012	4	108	0	-0,208	GO:0005737 cytoplasm
JW1042	ECK1040	yceA	conserved protein	0,23	0,11	11,36	7,71	2	108	0	-0,427	0
JW3979	ECK4011	metH	homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent	0,09	0,09	4,57	2,93	2	108	0	-0,249	0
JW5408	ECK2558	yfhB	conserved protein	0,52	0,25	25,05	10,43	2	107	1	0.000	0
JW2133	ECK2139	yeiT	predicted oxidoreductase	0,43	001	20,84	11,65	3	107	0	-0,089	0
JW5847	ECK2886	prfB	peptide chain release factor RF-2	000	2,05	9,92	4,64	2	107	0	-1,008	GO:0005737 cytoplasm
JW5535	ECK3180	yrbB	predicted protein	2,98	-	136,13	18,56	2	107	0	0,032	0
JW2927	ECK2955	yggH	tRNA (m7G46) methyltransferase, SAM-dependent	1,37	0,82	64,08	10,04	3	106	0	-0,397	0
JW2665	ECK2685	yqaB	predicted hydrolase	001	0,66	47,23	23,94	3	106	0	-0,027	0
JW0385	ECK0389	mak	manno(fructo)kinase	0,58	0,43	27,85	12,25	3	106	0	-0,202	0
JW0185	ECK0189	yaeP	conserved protein	009	0,88	398	080	3	105	0	0,026	0
JW1575	ECK1578	ynfB	predicted protein	1,15	4,35	54,08	27,43	2	105	0	-0,746	0
JW5155	ECK1072	yceF	predicted protein	001	1,82	47,23	22,68	3	105	0	-0,302	0
JW3460	ECK3478	pitA	phosphate transporter, low-affinity	2,98	0,83	136,13	9,62	5	104	10	0,523	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1756	ECK1765	ansA	cytoplasmic L-asparaginase I	0,58	0,36	27,85	8,28	2	104	0	-0,187	GO:0005737 cytoplasm
JW0461	ECK0466	recR	gap repair protein	0,67	13,57	32,03	10,95	2	102	0	-0,184	GO:0005737 cytoplasm
JW1236	ECK1238	oppB	oligopeptide transporter subunit -!- membrane component of ABC superfamily	2,73	3,28	125,04	013	3	100	6	0,767	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0801	ECK0807	mntR	transcriptional regulator of mntH	0,78	0,21	37,12	22,58	3	100	0	-0,377	0
JW3941	ECK3965	birA	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase -!- DNA-binding transcriptional repressor, bio-5'-AMP-binding	0,27	0,39	13,27	7,48	2	100	0	-0,031	GO:0005737 cytoplasm
JW4181	ECK4218	ytfP	conserved protein	1,51	0,65	70,42	31,86	2	99	0	-0,514	0
JW1409	ECK1405	azoR	NADH-azoreductase, FMN-dependent	0,78	0,63	37,12	25,87	3	99	0	0,067	0
JW5548	ECK3988	nudC	NADH pyrophosphatase	0,33	1,79	16,12	7,78	2	99	0	-0,337	0
JW5927	ECK3028	ygiB	conserved outer membrane protein	0,47	-	22,71	13,61	2	99	0	-0,601	0
JW2004	ECK2017	hisB	fused histidinol-phosphatase -!- imidazoleglycerol-phosphate dehydratase	0,41	-	020	8,45	3	99	0	-0,365	0
JW3248	ECK3273	def	peptide deformylase	1,37	1,03	64,08	19,53	3	98	0	0.000	0
JW0196	ECK0200	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	001	1,23	47,23	25,13	3	98	0	-0,251	0
JW0109	ECK0112	pdhR	DNA-binding transcriptional dual regulator	0,52	0,31	25,05	14,57	2	98	0	-0,551	GO:0005737 cytoplasm
JW3391	ECK3414	glgP	glycogen phosphorylase	0,16	1,59	7,99	5,77	3	98	0	-0,339	GO:0005737 cytoplasm
JW2773	ECK2797	fucI	L-fucose isomerase	0,19	0,18	9,44	5,08	2	97	0	0.000	0
JW3783	ECK3805	yigA	conserved protein	0,31	000	15,17	14,47	2	96	0	-0,149	0
JW5492	ECK2983	yghU	predicted S-transferase	0,54	-	25,99	13,19	3	96	1	-0,403	0
JW0904	ECK0912	smtA	S-adenosylmethionine-dependent methyltransferase	1,03	1,19	049	16,86	4	94	0	-0,402	0
JW0768	ECK0774	moaE	molybdopterin synthase, large subunit	0,78	0,16	37,12	29,33	3	94	0	-0,497	0
JW1859	ECK1871	yecO	predicted methyltransferase	0,72	0,35	34,35	21,86	3	94	0	-0,145	0
JW2018	ECK2027	wbbJ	predicted acyl transferase	001	1,54	33,42	18,37	3	94	0	0,103	0
JW1217	ECK1220	narJ	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	0,64	1,75	30,64	16,53	3	94	0	-0,259	0
JW3929	ECK3948	argE	acetylornithine deacetylase	0,36	0,27	17,54	8,88	2	94	0	-0,181	GO:0005737 cytoplasm
JW0855	ECK0862	poxB	pyruvate dehydrogenase (pyruvate oxidase), thiamin-dependent, FAD-binding	0,29	1,86	14,22	7,69	3	94	0	0,008	GO:0005737 cytoplasm
JW2301	ECK2298	yfcH	conserved protein with NAD(P)-binding Rossmann-fold domain	0,27	001	13,27	12,79	2	94	0	0.000	0
JW3822	ECK3838	fadB	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase -!- 3-hydroxyacyl-CoA dehydrogenase	0,19	0,88	9,44	6,31	3	94	0	-0,094	0
JW0105	ECK0108	nadC	quinolinate phosphoribosyltransferase	0,44	0,86	21,31	010	3	93	0	-0,234	0
JW3904	ECK3925	ftsN	essential cell division protein	0,25	0,48	12,32	6,58	2	93	1	-1,024	GO:0019866 inner membrane
JW2487	ECK2498	ppx	exopolyphosphatase	0,22	0,47	10,88	8,19	3	93	0	-0,239	0
JW5952	ECK4284	yjhU	"KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"	0,44	-	21,31	8,84	3	93	0	-0,025	0
JW2666	ECK2691	csrA	pleiotropic regulatory protein for carbon source metabolism	1,51	11,23	70,42	31,15	2	92	0	-0,257	GO:0005737 cytoplasm
JW3546	ECK3563	yiaJ	predicted DNA-binding transcriptional repressor	001	000	24,12	13,83	3	92	0	-0,162	0
JW0848	ECK0855	artP	arginine transporter subunit -!- ATP-binding component of ABC superfamily	1,15	1,09	54,08	12,81	3	91	0	-0,134	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0512	ECK0516	purE	N5-carboxyaminoimidazole ribonucleotide mutase	0,67	3,85	32,03	31,36	2	91	0	0,086	GO:0005737 cytoplasm
JW0084	ECK0087	murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	0,33	0,77	16,12	9,07	2	91	0	0,165	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5453	ECK2842	yqeF	predicted acyltransferase	0,25	0,06	12,32	8,65	2	91	0	0,109	0
JW2988	ECK3011	ygiS	predicted transporter subunit -!- periplasmic-binding component of ABC superfamily	0,17	0,27	8,47	8,04	2	91	0	-0,374	GO:0042597 periplasmic space
JW5533	ECK3159	yhbC	conserved protein	2,16	0,96	99,64	16,67	3	90	0	0,047	0
JW4126	ECK4164	yjeE	ATPase with strong ADP affinity	1,68	0,46	078	18,95	2	90	0	-0,086	0
JW2870	ECK2897	ygfF	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	0,67	000	32,03	15,38	2	90	0	0,118	0
JW5599	ECK3779	rffD	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	0,41	0,23	020	007	2	90	0	0,065	GO:0009274 cell wall (sensu Bacteria)
JW1905	ECK1919	fliY	cystine transporter subunit -!- periplasmic-binding component of ABC superfamily	0,35	2,72	17,07	11,28	3	90	0	-0,302	GO:0042597 periplasmic space
JW0847	ECK0854	artI	arginine transporter subunit -!- periplasmic-binding component of ABC superfamily	0,33	7,04	16,12	15,23	2	90	0	-0,329	GO:0042597 periplasmic space
JW1179	ECK1178	dadX	alanine racemase 2, PLP-binding	0,55	001	26,45	12,08	3	89	0	-0,026	0
JW0939	ECK0947	ycbG	conserved protein	0,78	0,82	37,12	18,67	2	88	0	-0,779	0
JW1714	ECK1723	yniA	predicted phosphotransferase/kinase	0,64	1,67	30,64	15,03	3	88	0	-0,314	0
JW5598	ECK3780	rffG	dTDP-glucose 4,6-dehydratase	0,25	-	12,32	7,89	2	88	0	0.000	0
JW3781	ECK3803	yifL	predicted lipoprotein	009	1,52	398	50,75	2	87	1	-0,437	GO:00016020 membrane
JW4250	ECK4280	fecB	"KpLE2 phage-like element; iron-dicitrate transporter subunit -!- periplasmic-binding component of ABC superfamily"	1,05	3,23	49,52	010	3	87	0	0,026	GO:0042597 periplasmic space
JW3227	ECK3246	prmA	methylase for 50S ribosomal subunit protein L11	001	0,37	33,42	15,02	3	87	0	-0,065	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3132	ECK3151	nlpI	conserved protein	0,36	-	17,54	012	2	87	0	-0,321	0
JW2965	ECK2991	hybO	hydrogenase 2, small subunit	1,15	2,28	54,08	6,72	3	86	1	-0,194	GO:0019866 inner membrane
JW4110	ECK4145	blc	outer membrane lipoprotein (lipocalin)	0,93	0,34	44,02	24,86	4	86	0	-0,214	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW4015	ECK4047	aphA	acid phosphatase/phosphotransferase, class B, non-specific	0,67	1,76	32,03	17,72	2	86	0	-0,283	GO:0005737 cytoplasm
JW3204	ECK3224	degS	serine endoprotease, periplasmic	0,43	0,38	20,84	009	2	86	1	0,115	GO:0042597 periplasmic space
JW3832	ECK3852	dsbA	periplasmic protein disulfide isomerase I	0,39	5,24	18,96	9,62	2	86	0	-0,131	GO:0042597 periplasmic space
JW0869	ECK0877	cydC	fused cysteine transporter subunits -!- membrane component and ATP-binding component of ABC superfamily	0,32	0,55	15,65	4,89	2	86	6	0,244	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0654	ECK0649	lnt	apolipoprotein N-acyltransferase	0,26	0,14	12,79	6,64	2	86	6	0,273	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0088	ECK0091	murG	N-acetylglucosaminyl transferase	0,26	1,46	12,79	9,86	2	86	0	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5020	ECK0222	fadE	acyl coenzyme A dehydrogenase	0,17	0,54	8,47	6,76	3	86	2	0,006	0
JW0786	ECK0790	ybiC	predicted dehydrogenase	0,39	0,24	18,96	11,36	2	85	0	-0,084	0
JW5946	ECK3423	gntR	DNA-binding transcriptional repressor	0,67	-	32,03	10,57	3	85	0	-0,104	GO:0005737 cytoplasm
JW1707	ECK1715	rpmI	50S ribosomal subunit protein L35	3,64	23,05	165,27	30,77	2	84	0	-0,617	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5041	ECK0305	ykgE	predicted oxidoreductase	0,36	2,53	17,54	9,62	2	84	0	0,037	0
JW2770	ECK2794	fucO	L-1,2-propanediol oxidoreductase	0,29	0,37	14,22	8,62	2	84	0	0,086	0
JW0086	ECK0089	murD	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase	0,22	1,11	10,88	10,05	2	84	1	0,005	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1420	ECK1418	mdoD	glucan biosynthesis protein, periplasmic	0,15	0,36	7,51	8,32	2	84	0	-0,414	GO:0042597 periplasmic space
JW5566	ECK3878	yihX	predicted hydrolase	0,67	-	32,03	11,56	2	84	0	-0,158	0
JW5008	ECK0101	yacG	conserved protein	2,16	0,76	99,64	44,62	2	83	0	-0,615	0
JW5309	ECK1876	yecM	predicted metal-binding enzyme	0,58	0,44	27,85	18,09	2	83	0	0.000	0
JW0119	ECK0122	cueO	multicopper oxidase (laccase)	0,58	0,47	27,85	7,95	3	83	0	-0,165	0
JW3146	ECK3168	rrmJ	23S rRNA methyltransferase	0,43	0,87	20,84	013	2	83	0	-0,244	0
JW3784	ECK3806	xerC	site-specific tyrosine recombinase	0,31	001	15,17	8,39	2	83	0	-0,379	0
JW3982	ECK4014	yjbC	23S rRNA pseudouridine synthase	0,26	1,71	12,79	8,28	2	83	0	-0,522	0
JW3157	ECK3179	yrbA	predicted DNA-binding transcriptional regulator	009	0,78	398	038	3	82	0	-0,265	0
JW0795	ECK0799	glnP	glutamine transporter subunit -!- membrane component of ABC superfamily	0,58	0,44	27,85	9,13	2	82	3	0,877	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2543	ECK2557	tadA	tRNA-specific adenosine deaminase	0,52	-	25,05	14,61	2	82	0	-0,135	0
JW3811	ECK3828	yigP	conserved protein	0,78	0,73	37,12	13,43	2	81	0	0,021	0
JW0177	ECK0181	lpxB	tetraacyldisaccharide-1-P synthase	0,45	0,77	21,78	012	3	81	0	-0,007	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1643	ECK1647	gloA	glyoxalase I, Ni-dependent	0,67	9,54	32,03	10,37	2	80	0	-0,346	0
JW4311	ECK4338	hsdS	specificity determinant for hsdM and hsdR	0,35	0,52	17,07	010	3	80	0	-0,261	GO:0005737 cytoplasm
JW0762	ECK0768	uvrB	excinulease of nucleotide excision repair, DNA damage recognition component	0,18	1,05	8,96	5,65	3	80	0	-0,358	GO:0005737 cytoplasm
JW2796	ECK2824	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	0,78	-	37,12	9,28	2	80	5	0,444	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0345	ECK0351	yaiL	nucleoprotein/polynucleotide-associated enzyme	0,47	-	22,71	15,64	2	80	0	-0,473	GO:0005737 cytoplasm
JW1441	ECK1440	ydcY	predicted protein	1,15	0,78	54,08	51,95	2	79	0	-0,636	0
JW1447	ECK1446	yncE	conserved protein	0,37	001	18,01	19,26	3	79	0	-0,269	0
JW3840	ECK3862	glnL	sensory kinase in two-component regulatory system with GlnG	0,44	0,78	21,31	10,03	2	78	0	-0,174	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5895	ECK0261	insH	IS5 element protein	0,27	-	13,27	6,44	2	78	0	-0,585	0
JW3640	ECK3656	ade	cryptic adenine deaminase	0,17	-	8,47	4,08	2	78	0	-0,035	0
JW2765	ECK2789	yqcD	conserved protein	0,41	0,67	020	13,48	3	77	0	-0.001	0
JW2308	ECK2305	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	0,52	-	25,05	013	2	77	0	0,244	0
JW1298	ECK1300	pspB	transcriptional regulator of psp operon	3,64	1,88	165,27	35,14	2	76	1	-0,223	GO:0005737 cytoplasm
JW3002	ECK3025	nudF	ADP-ribose pyrophosphatase	0,39	0,45	18,96	15,31	2	76	0	-0,216	0
JW0404	ECK0408	ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase -!- 5-amino-6-(5-phosphoribosylamino) uracil reductase	0,21	0,36	010	6,54	2	76	0	-0,229	0
JW5107	ECK0796	ybiN	predicted SAM-dependent methyltransferase	0,36	-	17,54	6,17	2	76	0	-0,382	0
JW0952	ECK0960	yccK	predicted sulfite reductase subunit	0,93	0,83	44,02	37,61	2	75	0	-0,304	0
JW5769	ECK4270	yjhC	"KpLE2 phage-like element; predicted oxidoreductase"	0,33	001	16,12	9,95	2	75	0	-0,266	0
JW2146	ECK2152	nfo	endonuclease IV with intrinsic 3'-5' exonuclease activity	0,31	0,61	15,17	11,58	2	75	0	-0,204	0
JW2777	ECK2801	ygdE	predicted methyltransferase	0,23	0,19	11,36	5,19	2	75	0	-0,292	0
JW5126	ECK0938	ycbX	predicted 2Fe-2S cluster-containing protein	0,18	0,48	8,96	008	2	75	0	0.000	0
JW2919	ECK2947	yggT	predicted inner membrane protein	2,16	0,47	99,64	16,49	2	74	4	1,191	0
JW2713	ECK2738	pcm	L-isoaspartate protein carboxylmethyltransferase type II	0,87	1,39	41,26	10,58	3	74	0	-0,158	0
JW1247	ECK1249	yciC	predicted inner membrane protein	0,93	001	44,02	6,88	2	73	6	1,068	GO:0009274 cell wall (sensu Bacteria)
JW4336	ECK4365	yjjG	predicted hydrolase	0,78	0,65	37,12	25,78	2	73	0	-0,157	0
