Accession number	OLN	ECK	Gene	Protein name	emPAI Value	Copy number per cell	mRNA	ABS_CALL	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
P15005	JW5871	ECK4336	mcrB	5-methylcytosine-specific restriction enzyme McrBC. subunit McrB	0.19	9.44	0.43	2	5.66	2	32	0	-0.456	GO:0005737 cytoplasm
P30850	JW1279	ECK1281	rnb	ribonuclease II	5.38	241.38	0.42	2	57.14	30	1368	0	-0.277	0
P23721	JW0890	ECK0898	serC	3-phosphoserine/phosphohydroxythreonine aminotransferase	3.81	172.75	0.42	2	46.69	13	637	0	-0.113	GO:0005737 cytoplasm
P08331	JW4171	ECK4209	cpdB	2':3'-cyclic-nucleotide 2'-phosphodiesterase	0	19.43	0.42	2	14	6	327	0	-0.285	GO:0005737 cytoplasm
P22106	JW0660	ECK0662	asnB	asparagine synthetase B	0.41	20	0.42	2	16.43	6	236	0	-0.356	GO:0005737 cytoplasm
P69801	JW2797	ECK2825	ptsP	fused PEP-protein phosphotransferase (enzyme I) of PTS system	0.12	6.05	0.42	2	4.14	2	64	0	-0.094	0
P00370	JW1750	ECK1759	gdhA	glutamate dehydrogenase. NADP-specific	0.19	9.44	0.42	2	4.47	2	47	0	-0.158	GO:0005737 cytoplasm
P0AB26	JW1050	ECK1048	yceB	predicted lipoprotein	0.58	27.85	0.42	2	20.43	2	41	0	-0.142	0
P0AFI5	JW5355	ECK2127	pbpG	D-alanyl-D-alanine endopeptidase	0.25	12.32	0.42	2	9.68	2	33	0	-0.056	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
P0ACQ4	JW3933	ECK3953	oxyR	DNA-binding transcriptional dual regulator	3.64	165.27	0.41	2	32	8	347	0	-0.088	GO:0005737 cytoplasm
P22188	JW0083	ECK0086	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	1.22	57.27	0.41	2	23.23	8	301	0	-0.051	GO:0009274 cell wall (sensu Bacteria)
P77247	JW1716	ECK1725	yniC	predicted hydrolase	1.93	89.34	0.41	2	35.14	6	267	0	0.102	0
P76055	JW1338	ECK1341	ydaO	predicted C32 tRNA thiolase	0.87	41.26	0.41	2	18.97	5	239	0	-0.455	0
P37634	JW3466	ECK3484	yhiR	predicted DNA (exogenous) processing protein	1.07	50.43	0.41	2	23.57	5	182	0	-0.361	0
P0ADT8	JW3027	ECK3045	htrG	predicted signal transduction protein (SH3 domain)	1.03	49	0.41	2	24.27	3	154	1	0.000	GO:0009274 cell wall (sensu Bacteria)
P33643	JW2576	ECK2592	rluD	23S rRNA pseudouridine synthase	0.93	44.02	0.41	2	16.26	5	153	0	-0.416	GO:0005737 cytoplasm
P0AG00	JW5601	ECK3777	wzzE	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	0.78	37.12	0.41	2	14.37	4	142	2	-0.354	GO:0019866 inner membrane
P39342	JW4220	ECK4256	yjgR	predicted ATPase	0	15	0.41	2	13	4	118	0	0.000	0
P77338	JW0454	ECK0459	kefA	fused mechanosensitive channel proteins	0.08	4.08	0.41	2	1.88	2	57	12	-0.031	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P24192	JW2699	ECK2724	hypD	protein required for maturation of hydrogenases	0.31	15.17	0.41	2	6	2	30	0	-0.092	0
P0A9U3	JW0804	ECK0810	ybiT	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	1.11	52.26	0.39	2	29.81	11	479	0	-0.381	GO:0005737 cytoplasm
P23909	JW2703	ECK2728	mutS	methyl-directed mismatch repair protein	0.45	21.78	0.39	2	14.07	8	408	0	-0.238	GO:0005737 cytoplasm
P0AE12	JW1963	ECK1977	amn	AMP nucleosidase	0.58	27.85	0.39	2	19	5	243	0	-0.295	GO:0042597 periplasmic space
P61316	JW4349	ECK4378	lplA	lipoate-protein ligase A	0.33	16.12	0.39	2	12.72	3	117	0	-0.328	GO:0005737 cytoplasm
P06709	JW3941	ECK3965	birA	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase -!- DNA-binding transcriptional repressor. bio-5'-AMP-binding	0.27	13.27	0.39	2	7.48	2	100	0	-0.031	GO:0005737 cytoplasm
P0A9Q1	JW4364	ECK4393	arcA	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA	12.59	550	0.38	2	51.68	13	626	0	-0.487	GO:0005737 cytoplasm
P0AEE3	JW3204	ECK3224	degS	serine endoprotease. periplasmic	0.43	20.84	0.38	2	9	2	86	1	0.115	GO:0042597 periplasmic space
P75728	JW0659	ECK0654	ubiF	2-octaprenyl-3-methyl-6-methoxy-1.4-benzoquinol oxygenase	0.47	22.71	0.38	2	5.88	2	71	0	0.027	0
P45395	JW3164	ECK3186	kdsD	D-arabinose 5-phosphate isomerase	1.25	58.63	0.37	2	31	6	255	0	0.223	GO:0030113 capsule (sensu Bacteria)
P77721	JW1759	ECK1768	ydjF	predicted DNA-binding transcriptional regulator	0.33	16.12	0.37	2	12	2	111	0	-0.189	0
P0A8T1	JW3227	ECK3246	prmA	methylase for 50S ribosomal subunit protein L11	1	33.42	0.37	2	15.02	3	87	0	-0.065	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0A9S1	JW2770	ECK2794	fucO	L-1.2-propanediol oxidoreductase	0.29	14.22	0.37	2	8.62	2	84	0	0.086	0
P63386	JW3162	ECK3184	yrbF	predicted toluene transporter subunit -!- ATP-binding component of ABC superfamily	0.78	37.12	0.37	2	26.02	3	63	0	0.133	GO:0005737 cytoplasm
P21170	JW2905	ECK2933	speA	biosynthetic arginine decarboxylase. PLP-binding	6.94	308.96	0.36	2	45.44	23	1088	0	-0.296	GO:0042597 periplasmic space
P0A817	JW2909	ECK2937	metK	methionine adenosyltransferase 1	12.69	554.63	0.36	2	60.68	20	1009	0	-0.189	GO:0005737 cytoplasm
P00561	JW0001	ECK0002	thrA	fused aspartokinase I -!- homoserine dehydrogenase I	1	28.78	0.36	2	18.05	10	521	0	0.035	GO:0005737 cytoplasm
P30958	JW1100	ECK1100	mfd	transcription-repair coupling factor	0.58	27.85	0.36	2	13.85	12	355	0	-0.292	GO:0005737 cytoplasm
P0AGG0	JW0407	ECK0411	thiL	thiamin-monophosphate kinase	0.58	27.85	0.36	2	13.23	3	189	0	0.075	0
P0A720	JW1084	ECK1084	tmk	thymidylate kinase	0.85	40.34	0.36	2	24.88	4	149	0	-0.202	0
P0A6I3	JW3942	ECK3966	coaA	pantothenate kinase	0.44	21.31	0.36	2	11.39	3	124	0	-0.247	0
P0A962	JW1756	ECK1765	ansA	cytoplasmic L-asparaginase I	0.58	27.85	0.36	2	8.28	2	104	0	-0.187	GO:0005737 cytoplasm
P40120	JW1420	ECK1418	mdoD	glucan biosynthesis protein. periplasmic	0.15	7.51	0.36	2	8.32	2	84	0	-0.414	GO:0042597 periplasmic space
P25539	JW0404	ECK0408	ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase -!- 5-amino-6-(5-phosphoribosylamino) uracil reductase	0.21	10	0.36	2	6.54	2	76	0	-0.229	0
P03023	JW0336	ECK0342	lacI	DNA-binding transcriptional repressor	0.29	14.22	0.36	2	5	2	70	0	0.032	GO:0005737 cytoplasm
P76291	JW1860	ECK1872	yecP	predicted methyltransferase	0.22	10.88	0.36	2	8.05	2	42	0	-0.241	0
P0AEI4	JW0819	ECK0825	yliG	predicted SAM-dependent methyltransferase	1.47	68.61	0.35	2	34.01	11	463	0	0.000	0
P16095	JW1803	ECK1812	sdaA	L-serine deaminase I	2.55	117.04	0.35	2	28.19	10	455	0	-0.051	0
P0A7D1	JW1195	ECK1192	pth	peptidyl-tRNA hydrolase	5.11	229.62	0.35	2	57.73	10	444	0	-0.124	GO:0005737 cytoplasm
P21179	JW1721	ECK1730	katE	hydroperoxidase HPII(III) (catalase)	0.53	25.52	0.35	2	12.48	7	385	0	-0.498	GO:0005737 cytoplasm
P27833	JW3765	ECK3783	rffA	TDP-4-oxo-6-deoxy-D-glucose transaminase	0.78	37.12	0.35	2	15.16	5	223	0	-0.067	0
P0AEG6	JW2861	ECK2888	dsbC	protein disulfide isomerase II	0.47	22.71	0.35	2	9.32	2	121	0	-0.103	GO:0042597 periplasmic space
P76290	JW1859	ECK1871	yecO	predicted methyltransferase	0.72	34.35	0.35	2	21.86	3	94	0	-0.145	0
P0A6L0	JW4344	ECK4373	deoC	2-deoxyribose-5-phosphate aldolase. NAD(P)-linked	1.85	85.75	0.34	2	56	10	524	0	-0.014	GO:0005737 cytoplasm
P15770	JW3242	ECK3268	aroE	dehydroshikimate reductase. NAD(P)-binding	1.03	49	0.34	2	20.96	4	213	0	0.088	0
P0CB39	JW3927	ECK3946	yijP	conserved inner membrane protein	0.53	25.52	0.34	2	9.53	5	172	5	-0.323	GO:0009274 cell wall (sensu Bacteria)
P0AG93	JW0399	ECK0403	secF	SecYEG protein translocase auxillary subunit	1.78	83	0.34	2	12.69	4	167	6	0.401	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P03856	JW5604	ECK3770	rep	DNA helicase and single-stranded DNA-dependent ATPase	0.28	13.75	0.34	2	8.77	5	130	0	-0.408	GO:0005737 cytoplasm
P64636	JW5865	ECK3386	yrfG	predicted hydrolase	1.78	83	0.34	2	20.72	3	119	0	-0.309	0
P0A6B4	JW4013	ECK4045	alr	alanine racemase 1. PLP-binding. biosynthetic	0.35	17.07	0.34	2	13.65	3	116	0	-0.106	0
P0A901	JW4110	ECK4145	blc	outer membrane lipoprotein (lipocalin)	0.93	44.02	0.34	2	24.86	4	86	0	-0.214	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P0ADG4	JW2517	ECK2530	suhB	inositol monophosphatase	21.54	926.36	0.33	2	62	20	953	0	-0.171	GO:0005737 cytoplasm
P06129	JW3938	ECK3958	btuB	vitamin B12/cobalamin outer membrane transporter	1.97	91.13	0.33	2	36.64	15	695	0	-0.534	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P0A6I0	JW0893	ECK0901	cmk	cytidylate kinase	6	276.96	0.33	2	66.08	10	400	0	0.000	GO:0005737 cytoplasm
P20083	JW2998	ECK3021	parE	DNA topoisomerase IV. subunit B	0.87	41.26	0.33	2	19.68	8	394	0	-0.345	GO:0005737 cytoplasm
P03018	JW3786	ECK3808	uvrD	DNA-dependent ATPase I and helicase II	0.33	16.12	0.33	2	10.28	6	197	0	-0.458	GO:0005737 cytoplasm
P0AD57	JW3154	ECK3176	ispB	octaprenyl diphosphate synthase	0.93	44.02	0.33	2	14.55	3	182	0	-0.095	0
P0A7C6	JW3981	ECK4013	pepE	(alpha)-aspartyl dipeptidase	2.16	99.64	0.33	2	24.89	4	174	0	0.124	0
P25740	JW3606	ECK3621	rfaG	glucosyltransferase I	0	15	0.33	2	9.63	3	165	0	-0.341	GO:0019866 inner membrane
P0ACU7	JW5733	ECK4129	yjdC	predicted transcriptional regulator	0.93	44.02	0.33	2	30.89	4	132	0	-0.305	0
P07604	JW1316	ECK1319	tyrR	DNA-binding transcriptional dual regulator. tyrosine-binding	0.47	22.71	0.33	2	12	4	108	0	-0.208	GO:0005737 cytoplasm
P65367	JW2761	ECK2784	yqcA	predicted flavoprotein	1.15	54.08	0.33	2	18.79	2	42	0	-0.117	0
P00562	JW3911	ECK3932	metL	fused aspartokinase II -!- homoserine dehydrogenase II	0.54	25.99	0.32	2	12.22	9	444	0	-0.101	0
P0A9F3	JW1267	ECK1269	cysB	DNA-binding transcriptional dual regulator. O-acetyl-L-serine-binding	1.08	50.89	0.32	2	23.77	6	265	0	-0.077	GO:0005737 cytoplasm
P69811	JW3895	ECK3916	fpr	ferredoxin-NADP reductase	0.87	41.26	0.32	2	13	3	167	0	-0.194	0
P45748	JW3243	ECK3269	yrdC	dsRNA-binding protein	0.58	27.85	0.32	2	15.79	3	166	0	-0.057	0
P64588	JW3042	ECK3061	yqjI	predicted transcriptional regulator	0.93	44.02	0.32	2	12.56	3	138	0	-0.001	0
P52108	JW1600	ECK1603	rstA	DNA-bindng response regulator in two-component regulatory system with RstB	0.47	22.71	0.32	2	10.33	2	52	0	-0.064	GO:0005737 cytoplasm
P21189	JW0059	ECK0061	polB	DNA polymerase II	0	5.07	0.32	2	2.04	2	24	0	-0.451	GO:0005737 cytoplasm
P04425	JW2914	ECK2942	gshB	glutathione synthetase	4.46	201.25	0.31	2	57.28	12	709	0	-0.261	0
P0A9V1	JW3168	ECK3190	yhbG	predicted transporter subunit -!- ATP-binding component of ABC superfamily	3.22	146.75	0.31	2	40.25	9	413	0	-0.124	GO:0005737 cytoplasm
P39160	JW4286	ECK4314	uxuB	D-mannonate oxidoreductase. NAD-binding	0.91	43	0.31	2	19.96	6	274	0	-0.141	0
P67080	JW2918	ECK2946	yggS	predicted enzyme	3.39	154.25	0.31	2	44.87	7	271	0	0.000	0
P22939	JW0411	ECK0415	ispA	geranyltranstransferase	2.16	99.64	0.31	2	24.08	5	258	0	-0.121	GO:0005737 cytoplasm
P0AGK4	JW3147	ECK3169	yhbY	predicted RNA-binding protein	5.31	238.33	0.31	2	40.21	4	136	0	-0.182	0
P0ACL9	JW0109	ECK0112	pdhR	DNA-binding transcriptional dual regulator	0.52	25.05	0.31	2	14.57	2	98	0	-0.551	GO:0005737 cytoplasm
P24171	JW1531	ECK1531	dcp	dipeptidyl carboxypeptidase II	2.05	94.72	0.29	2	25.55	12	600	0	-0.331	0
P0A6E4	JW3140	ECK3161	argG	argininosuccinate synthetase	0.65	31	0.29	2	19.69	7	251	0	-0.371	GO:0005737 cytoplasm
P76256	JW1796	ECK1805	yeaZ	predicted peptidase	1.15	54.08	0.29	2	25.11	3	228	0	-0.071	0
P18775	JW5118	ECK0885	dmsA	dimethyl sulfoxide reductase. anaerobic. subunit A	0.11	5.56	0.29	2	3.32	2	67	0	-0.436	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P31808	JW1263	ECK1265	yciK	predicted oxoacyl-(acyl carrier protein) reductase. EmrKY-TolC system	0.58	27.85	0.29	2	17.06	3	63	0	-0.321	0
P05852	JW3036	ECK3054	ygjD	predicted peptidase	1	24.12	0.29	2	11.28	2	39	0	0.015	0
P0A749	JW3156	ECK3178	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.78	127.26	0.28	2	35.56	13	543	0	0.000	GO:0009274 cell wall (sensu Bacteria)
P37765	JW1261	ECK1263	rluB	23S rRNA pseudouridylate synthase	6.08	271.77	0.28	2	44.33	15	538	0	-0.585	0
P0AC13	JW3144	ECK3166	folP	7.8-dihydropteroate synthase	2.41	110.81	0.28	2	29.79	8	489	0	-0.022	0
P0A884	JW2795	ECK2823	thyA	thymidylate synthetase	4.88	220	0.28	2	34.85	8	333	0	-0.382	GO:0005737 cytoplasm
P00887	JW1694	ECK1702	aroH	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase. tryptophan repressible	0.52	25.05	0.28	2	12.93	4	108	0	-0.315	0
P13669	JW0719	ECK0718	mngR	DNA-binding transcriptional dual regulator. fatty-acyl-binding	0.58	27.85	0.28	2	8.75	3	43	0	-0.563	GO:0005737 cytoplasm
P0A6U3	JW3719	ECK3734	gidA	glucose-inhibited cell-division protein	0.86	41	0.27	2	23.05	10	429	0	-0.308	0
P39099	JW3203	ECK3223	degQ	serine endoprotease. periplasmic	1.02	48.14	0.27	2	25.71	6	413	1	0.055	0
P27828	JW5600	ECK3778	rffE	UDP-N-acetyl glucosamine-2-epimerase	0.82	38.96	0.27	2	16.76	5	141	0	-0.151	GO:0005737 cytoplasm
P23908	JW3929	ECK3948	argE	acetylornithine deacetylase	0.36	17.54	0.27	2	8.88	2	94	0	-0.181	GO:0005737 cytoplasm
Q46863	JW2988	ECK3011	ygiS	predicted transporter subunit -!- periplasmic-binding component of ABC superfamily	0.17	8.47	0.27	2	8.04	2	91	0	-0.374	GO:0042597 periplasmic space
P24205	JW1844	ECK1856	lpxM	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	0.33	16.12	0.27	2	9.91	2	69	1	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P09053	JW5652	ECK3561	avtA	valine-pyruvate aminotransferase	0.29	14.22	0.27	2	4	2	43	0	-0.065	0
P00963	JW3722	ECK3738	asnA	asparagine synthetase A	2.16	99.64	0.26	2	51.21	11	544	0	-0.289	GO:0005737 cytoplasm
P0AG20	JW2755	ECK2778	relA	(p)ppGpp synthetase I/GTP pyrophosphokinase	0.46	22.25	0.26	2	17.07	9	304	0	-0.337	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0ACL0	JW3386	ECK3409	glpR	DNA-binding transcriptional repressor	2.83	129.48	0.26	2	30.56	6	226	0	-0.213	GO:0005737 cytoplasm
P0ABV2	JW2973	ECK2998	exbD	membrane spanning protein in TonB-ExbB-ExbD complex	5.81	260.06	0.26	2	52.48	5	159	1	0.013	0
P0AF24	JW0661	ECK0663	nagD	UMP phosphatase	2.51	115.26	0.25	2	38	5	350	0	0.109	0
P31063	JW1913	ECK1927	yedD	predicted protein	2.16	99.64	0.25	2	46.72	5	350	0	-0.195	0
P75915	JW1018	ECK1021	ycdY	conserved protein	4.99	224.39	0.25	2	35.33	5	281	0	-0.166	0
P67087	JW3115	ECK3134	yraL	predicted methyltransferase	0.27	13.27	0.25	2	10.49	2	137	0	-0.168	0
P0A7I0	JW1202	ECK1199	prfA	peptide chain release factor RF-1	0.53	25.52	0.25	2	13	4	117	0	-0.001	GO:0005737 cytoplasm
P0AFW4	JW0602	ECK0603	rnk	regulator of nucleoside diphosphate kinase	2.16	99.64	0.25	2	34.56	2	116	0	-0.029	0
Q9JMR4	JW5408	ECK2558	yfhB	conserved protein	0.52	25.05	0.25	2	10.43	2	107	1	0.000	0
P13036	JW4251	ECK4281	fecA	"KpLE2 phage-like element; ferric citrate outer membrane transporter"	1.82	84	0.24	2	25.84	14	668	0	-0.517	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P76506	JW2343	ECK2340	vacJ	predicted lipoprotein	2.46	113.03	0.24	2	45.02	7	331	0	-0.291	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0ABZ4	JW3165	ECK3187	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	0.78	37.12	0.24	2	26.06	3	153	0	0.239	0
P0AB10	JW5127	ECK0943	ymbA	conserved protein	0.93	44.02	0.24	2	19.23	2	137	0	-0.158	0
P30178	JW0786	ECK0790	ybiC	predicted dehydrogenase	0.39	18.96	0.24	2	11.36	2	85	0	-0.084	0
P0AB58	JW1272	ECK1275	yciM	conserved protein	0	15	0.24	2	11.05	3	45	0	-0.365	0
P0AFI2	JW2987	ECK3010	parC	DNA topoisomerase IV. subunit A	0.78	37.12	0.23	2	18.88	10	377	0	-0.369	GO:0005737 cytoplasm
P37349	JW5185	ECK1186	dhaH	fused predicted dihydroxyacetone-specific PTS enzyme HPr component -!- EI component	1.23	57.72	0.23	2	23.31	6	327	0	-0.017	0
P76014	JW5186	ECK1187	dhaL	dihydroxyacetone kinase. C-terminal domain	0.93	44.02	0.23	2	33.81	4	241	0	-0.106	0
P27829	JW5599	ECK3779	rffD	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	0.41	20	0.23	2	7	2	90	0	0.065	GO:0009274 cell wall (sensu Bacteria)
P77718	JW0413	ECK0417	thiI	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis	2.65	121.49	0.22	2	48.34	17	673	0	-0.222	0
P42641	JW3150	ECK3172	obgE	GTPase involved in cell partioning and DNA repair	1.85	85.75	0.22	2	34.62	9	445	0	-0.452	0
P17993	JW2226	ECK2224	ubiG	bifunctional 3-demethylubiquinone-9 3-methyltransferase -!- 2-octaprenyl-6-hydroxy phenol methylase	2.16	99.64	0.22	2	37.08	6	289	0	-0.226	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P21893	JW2860	ECK2887	recJ	ssDNA exonuclease. 5' --> 3'-specific	0.23	11.36	0.22	2	9.53	3	68	0	-0.069	0
P36999	JW1811	ECK1820	rrmA	23S rRNA m1G745 methyltransferase	0.33	16.12	0.22	2	10.41	2	39	0	-0.284	GO:0005737 cytoplasm
P0A9P6	JW5531	ECK3150	deaD	ATP-dependent RNA helicase	7	307.23	0.21	2	61.69	30	1481	0	-0.586	GO:0005737 cytoplasm
P09831	JW3179	ECK3202	gltB	glutamate synthase. large subunit	0.31	15.17	0.21	2	10.28	11	435	0	-0.224	0
P0A9F1	JW0801	ECK0807	mntR	transcriptional regulator of mntH	0.78	37.12	0.21	2	22.58	3	100	0	-0.377	0
P0AGI8	JW3251	ECK3276	trkA	NAD-binding component of TrK potassium transporter	0.32	15.65	0.21	2	5.68	2	26	0	-0.015	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P08244	JW1273	ECK1276	pyrF	orotidine-5'-phosphate decarboxylase	6.36	283.89	0.19	2	58.37	12	551	0	0.057	0
P08245	JW1274	ECK1277	yciH	conserved protein	0.58	27.85	0.19	2	24.07	2	146	0	-0.419	0
P0ADR6	JW2777	ECK2801	ygdE	predicted methyltransferase	0.23	11.36	0.19	2	5.19	2	75	0	-0.292	0
P08660	JW3984	ECK4016	lysC	aspartokinase III	0.35	17.07	0.19	2	6.24	2	40	0	0.000	GO:0005737 cytoplasm
P06961	JW3028	ECK3046	cca	fused tRNA nucleotidyl transferase -!- 2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	0.19	9.44	0.19	2	6.55	2	35	0	-0.313	GO:0005737 cytoplasm
P0AF98	JW4218	ECK4254	yjgP	conserved inner membrane protein	1.31	61.36	0.18	2	11.48	3	170	6	0.465	GO:0009274 cell wall (sensu Bacteria)
P0A8G3	JW3063	ECK3083	uxaC	uronate isomerase	0.38	18.48	0.18	2	9.79	4	160	0	-0.429	0
P0AEY3	JW2752	ECK2775	mazG	nucleoside triphosphate pyrophosphohydrolase	1	24.12	0.18	2	17.87	3	120	0	-0.515	0
P69922	JW2773	ECK2797	fucI	L-fucose isomerase	0.19	9.44	0.18	2	5.08	2	97	0	0.000	0
P0A9H3	JW4092	ECK4125	cadA	lysine decarboxylase 1	0.18	8.96	0.18	2	4.06	3	59	0	0.000	GO:0005737 cytoplasm
P39334	JW4208	ECK4244	yjgJ	predicted transcriptional regulator	0.52	25.05	0.18	2	15.23	2	53	0	-0.167	0
P0A6F3	JW3897	ECK3918	glpK	glycerol kinase	46.71	1961.97	0.17	2	76	36	2162	0	-0.292	0
P42632	JW5522	ECK3103	tdcE	pyruvate formate-lyase 4/2-ketobutyrate formate-lyase	0	19.43	0.17	2	14.01	7	287	0	-0.294	GO:0005737 cytoplasm
P05706	JW2673	ECK2699	srlB	glucitol/sorbitol-specific enzyme IIA component of PTS	4.62	208.24	0.17	2	65.85	5	215	0	0.002	0
P63389	JW3315	ECK3340	yheS	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	0.55	26.45	0.17	2	12.87	7	203	0	-0.463	GO:0005737 cytoplasm
P14407	JW4083	ECK4115	fumB	anaerobic class I fumarate hydratase (fumarase B)	0.13	6.53	0.17	2	6.39	2	31	0	-0.316	0
P65870	JW2735	ECK2760	ygcM	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	3.64	165.27	0.16	2	66.12	5	178	0	-0.174	0
P0AB67	JW1594	ECK1597	pntB	pyridine nucleotide transhydrogenase. beta subunit	2.16	99.64	0.16	2	10.82	5	162	9	0.602	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P30749	JW0768	ECK0774	moaE	molybdopterin synthase. large subunit	0.78	37.12	0.16	2	29.33	3	94	0	-0.497	0
P23003	JW3937	ECK3957	trmA	tRNA (uracil-5-)-methyltransferase	1.23	57.72	0.15	2	31.97	8	356	0	-0.322	GO:0005737 cytoplasm
P00811	JW4111	ECK4146	ampC	beta-lactamase/D-alanine carboxypeptidase	0.21	10	0.15	2	5.04	2	23	0	-0.184	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
P0ABU7	JW2974	ECK2999	exbB	membrane spanning protein in TonB-ExbB-ExbD complex	1.37	64.08	0.14	2	16.39	3	232	3	0.265	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P23930	JW0654	ECK0649	lnt	apolipoprotein N-acyltransferase	0.26	12.79	0.14	2	6.64	2	86	6	0.273	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P40874	JW1046	ECK1044	solA	N-methyltryptophan oxidase. FAD-binding	0.52	25.05	0.12	2	13.98	3	166	0	-0.234	0
P05041	JW1801	ECK1810	pabB	aminodeoxychorismate synthase. subunit I	0.23	11.36	0.12	2	6.84	2	115	0	-0.289	0
P0A7A2	JW4358	ECK4387	ytjC	phosphoglyceromutase 2. co-factor independent	0.47	22.71	0.12	2	10.23	2	63	1	-0.371	GO:0005737 cytoplasm
P24228	JW3149	ECK3171	dacB	D-alanyl-D-alanine carboxypeptidase	0	9.92	0.12	2	7.76	2	58	0	-0.051	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
P0A9J8	JW2580	ECK2596	pheA	fused chorismate mutase P -!- prephenate dehydratase	0.96	45	0.11	2	18.13	6	252	0	-0.168	GO:0005737 cytoplasm
P64554	JW2748	ECK2771	ygcF	conserved protein	2.16	99.64	0.11	2	22.42	5	232	0	0.000	0
P0ABB8	JW4201	ECK4237	mgtA	magnesium transporter	0.18	8.96	0.11	2	5.68	3	150	7	0.159	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P24188	JW1042	ECK1040	yceA	conserved protein	0.23	11.36	0.11	2	7.71	2	108	0	-0.427	0
P09099	JW3536	ECK3553	xylB	xylulokinase	0.22	10.88	0.11	2	7.64	2	21	0	-0.092	0
P0AES0	JW2956	ECK2982	gss	fused glutathionylspermidine amidase -!- glutathionylspermidine synthetase	0.58	27.85	0.09	2	17.12	7	396	1	-0.342	0
P13009	JW3979	ECK4011	metH	homocysteine-N5-methyltetrahydrofolate transmethylase. B12-dependent	0.09	4.57	0.09	2	2.93	2	108	0	-0.249	0
P77467	JW1389	ECK1391	paaG	acyl-CoA hydratase	0.33	16.12	0.09	2	13	2	22	0	-0.094	0
P08395	JW1755	ECK1764	sppA	protease IV (signal peptide peptidase)	0.42	20.37	0.08	2	9.22	4	261	1	-0.111	0
P33231	JW3578	ECK3593	lldP	L-lactate permease	1	47.23	0.08	2	9.44	3	220	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
Q46939	JW5453	ECK2842	yqeF	predicted acyltransferase	0.25	12.32	0.06	2	8.65	2	91	0	0.109	0
P0A853	JW3686	ECK3701	tnaA	tryptophanase/L-cysteine desulfhydrase. PLP-dependent	43.17	1817.64		2	80.25	36	2150	0	-0.216	0
P13035	JW3389	ECK3412	glpD	sn-glycerol-3-phosphate dehydrogenase. aerobic. FAD/NAD(P)-binding	12.77	558.02		2	79.44	33	1856	0	-0.384	GO:0005737 cytoplasm
P35340	JW0599	ECK0600	ahpF	alkyl hydroperoxide reductase. F52a subunit. FAD/NAD(P)-binding	10	431.71		2	61.04	26	1220	0	-0.123	0
P31120	JW3143	ECK3165	glmM	phosphoglucosamine mutase	9	398		2	61.35	24	1166	0	0.013	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
