Accession number	ECK	Gene	Protein name	emPAI Value	mRNA expression level	Copy number per cell	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
JW1654	ECK1658	ribC	riboflavin synthase, alpha subunit	3,64	0,79	165,27	37,56	6	318	0	0.000	0
JW1964	ECK1978	yeeN	conserved protein	2,46	1,44	113,03	34,03	6	314	0	-0,258	0
JW2066	ECK2077	yegQ	predicted peptidase	1,65	0,75	76,75	30,46	10	314	0	0.000	0
JW1653	ECK1657	cfa	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	0,86	3,37	41	18,32	6	313	0	-0,313	0
JW3153	ECK3175	rplU	50S ribosomal subunit protein L21	18,31	6,88	791,36	70	7	311	0	-0,369	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2309	ECK2306	purF	amidophosphoribosyltransferase	0,86	5,63	41	18,42	6	311	0	-0,243	GO:0005737 cytoplasm
JW2194	ECK2198	napA	nitrate reductase, periplasmic, large subunit	0,36	-	17,54	13	7	311	0	-0,438	GO:0042597 periplasmic space
JW1212	ECK1215	narL	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)	11,92	1,57	521,98	55,09	10	310	0	-0,153	GO:0005737 cytoplasm
JW2516	ECK2529	yfhQ	predicted methyltransferase	2,83	4	129,48	30,89	6	310	0	-0,133	0
JW2484	ECK2495	purM	phosphoribosylaminoimidazole synthetase	1,89	2,74	87,54	26,96	5	310	0	0,034	GO:0005737 cytoplasm
JW3907	ECK3928	rpmE	50S ribosomal subunit protein L31	45,42	18,13	1909,42	72,86	6	308	0	-0,649	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3351	ECK3375	damX	predicted protein	1,68	1,13	78	25,93	9	306	1	-0,935	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2512	ECK2525	iscA	FeS cluster assembly protein	9	6	398	80,37	7	305	0	-0,103	0
JW0895	ECK0903	ihfB	integration host factor (IHF), DNA-binding protein, beta subunit	25,83	8,45	1104,73	73	7	304	0	-0,784	GO:0005737 cytoplasm
JW3311	ECK3336	slyD	FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)	16,78	3,43	727,17	35,71	4	304	0	-0,383	0
JW2755	ECK2778	relA	(p)ppGpp synthetase I/GTP pyrophosphokinase	0,46	0,26	22,25	17,07	9	304	0	-0,337	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1818	ECK1828	htpX	predicted endopeptidase	2,51	0,63	115,26	27,65	6	303	4	0,344	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2424	ECK2426	yfeX	conserved protein	1	-	65,44	35,45	7	302	0	-0,322	0
JW0083	ECK0086	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	1,22	0,41	57,27	23,23	8	301	0	-0,051	GO:0009274 cell wall (sensu Bacteria)
JW2408	ECK2410	ptsH	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	55,23	22,92	2308,02	78,82	5	300	0	-0,166	0
JW0897	ECK0905	msbA	fused lipid transporter subunits -!- membrane component and ATP-binding component of ABC superfamily	0,91	0,45	43	20,62	9	300	5	0,113	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3381	ECK3405	malT	DNA-binding transcriptional activator, maltotriose-ATP-binding	0,33	3,32	16,12	11,21	6	300	0	-0,273	GO:0005737 cytoplasm
JW3269	ECK3294	rpsN	30S ribosomal subunit protein S14	50,79	15,83	2.128	47,52	8	299	0	-0,795	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2501	ECK2513	yfgB	predicted enzyme	1,15	0,47	54,08	21,09	8	299	0	-0,291	0
JW0146	ECK0149	fhuA	ferrichrome outer membrane transporter	0,56	0,94	26,92	22,89	10	299	0	-0,481	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW2660	ECK2679	emrA	multidrug efflux system	0,86	1,13	41	23,85	7	297	1	-0,129	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5362	ECK2165	yeiP	predicted elongtion factor	4,01	1,78	181,53	34,21	6	296	0	-0,379	0
JW2636	ECK2655	gabD	succinate-semialdehyde dehydrogenase I, NADP-dependent	1,35	8,84	63,18	33	9	296	0	-0,071	0
JW1646	ECK1650	ydhD	conserved protein	5,31	2,24	238,33	46,09	4	295	0	-0,272	0
JW1051	ECK1049	grxB	glutaredoxin 2 (Grx2)	2,65	1,82	121,49	47,44	8	294	0	-0,264	0
JW0849	ECK0856	ybjP	predicted lipoprotein	1,85	3,63	85,75	36,84	4	294	0	-0,459	0
JW2051	ECK2060	udk	uridine/cytidine kinase	2,73	1,34	125,04	31,92	7	293	0	-0,258	0
JW3160	ECK3182	yrbD	predicted ABC-type organic solvent transporter	7,11	0,59	316,29	57,38	7	292	1	-0,068	0
JW2226	ECK2224	ubiG	bifunctional 3-demethylubiquinone-9 3-methyltransferase -!- 2-octaprenyl-6-hydroxy phenol methylase	2,16	0,22	99,64	37,08	6	289	0	-0,226	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5522	ECK3103	tdcE	pyruvate formate-lyase 4/2-ketobutyrate formate-lyase	0	0,17	19,43	14,01	7	287	0	-0,294	GO:0005737 cytoplasm
JW3584	ECK3599	secB	protein export chaperone	62	9,85	2585,84	64,52	6	286	0	-0,188	GO:0005737 cytoplasm
JW3280	ECK3305	rplW	50S ribosomal subunit protein L23	38,81	9,98	1639,38	59	7	286	0	-0,373	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3963	ECK3991	yjaG	conserved protein	3,33	1,74	152	42,35	6	286	0	-0,241	0
JW3679	ECK3694	dnaA	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	0,48	2,49	23,18	17,13	6	286	0	-0,364	GO:0005737 cytoplasm
JW2403	ECK2406	ligA	DNA ligase, NAD(+)-dependent	0,28	0,57	13,75	8,64	5	286	0	-0,137	GO:0005737 cytoplasm
JW0162	ECK0165	glnD	uridylyltransferase	0,26	0,45	12,79	9,21	6	286	0	-0,294	GO:0005737 cytoplasm
JW3525	ECK3543	cspA	major cold shock protein	9	0,67	398	81,43	5	284	0	-0,251	GO:0005737 cytoplasm
JW0230	ECK0241	crl	DNA-binding transcriptional regulator	4,01	1,44	181,53	49,62	7	284	0	-0,511	GO:0009289 fimbria -!- GO:0005737 cytoplasm
JW2924	ECK2952	ansB	periplasmic L-asparaginase II	1,24	6,61	58,18	27,87	7	284	1	-0,114	GO:0042597 periplasmic space
JW2550	ECK2564	era	membrane-associated, 16S rRNA-binding GTPase	1,96	1	90,69	32,23	7	282	0	-0,192	0
JW3152	ECK3174	rpmA	50S ribosomal subunit protein L27	214,44	4,59	8598,07	48,24	6	281	0	-0,638	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1018	ECK1021	ycdY	conserved protein	4,99	0,25	224,39	35,33	5	281	0	-0,166	0
JW3009	ECK3032	ribB	3,4 dihydroxy-2-butanone-4-phosphate synthase	4,01	0,54	181,53	52,53	7	281	0	-0,147	0
JW3623	ECK3638	gmk	guanylate kinase	2,83	1,36	129,48	32,37	7	280	0	0.000	GO:0005737 cytoplasm
JW0755	ECK0761	ybhC	predicted pectinesterase	1,51	2,15	70,42	17	6	280	0	-0,358	GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW3006	ECK3029	ygiC	predicted enzyme	1,46	1,14	68,16	21,76	8	280	0	-0,389	0
JW1074	ECK1074	yceD	conserved protein	20,54	5,11	884,64	36,42	7	279	0	-0,192	0
JW0885	ECK0893	pflA	pyruvate formate lyase activating enzyme 1	1,57	1,29	73,13	32,52	7	279	0	-0,361	GO:0005737 cytoplasm
JW0145	ECK0148	mrcB	fused glycosyl transferase -!- transpeptidase	0,32	0,86	15,65	10,66	6	279	1	-0,419	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3349	ECK3373	rpe	D-ribulose-5-phosphate 3-epimerase	4,88	1,36	220	47,11	7	277	0	0,066	0
JW2171	ECK2177	rsuA	16S rRNA pseudouridylate 516 synthase	2,51	-	115,26	39,39	5	277	0	-0,363	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0732	ECK0731	ybgF	predicted protein	1,15	1,51	54,08	24,71	4	276	0	-0,468	GO:0042597 periplasmic space
JW0028	ECK0031	rihC	ribonucleoside hydrolase 3	2,59	1,59	118,82	29,28	5	275	0	0,289	0
JW4291	ECK4319	iadA	isoaspartyl dipeptidase	1,98	0,55	91,58	26,15	7	275	0	0,127	0
JW1667	ECK1673	lpp	murein lipoprotein	9	17,76	398	57,69	4	274	0	-0,314	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5280	ECK1721	pfkB	6-phosphofructokinase II	1,05	3,08	49,52	18,77	5	274	0	0,012	GO:0005737 cytoplasm
JW4286	ECK4314	uxuB	D-mannonate oxidoreductase, NAD-binding	0,91	0,31	43	19,96	6	274	0	-0,141	0
JW0005	ECK0006	yaaA	conserved protein	1,25	0,69	58,63	39,15	6	273	0	-0,403	0
JW3702	ECK3717	phoU	DNA-binding transcriptional regulator	1,15	0,43	54,08	29,46	6	273	0	-0,272	0
JW1728	ECK1737	osmE	DNA-binding transcriptional regulator	16,78	3,11	727,17	38	4	272	1	-0,265	GO:0005737 cytoplasm
JW3709	ECK3724	atpC	F1 sector of membrane-bound ATP synthase, epsilon subunit	9	3,67	398	58,99	5	271	0	-0,095	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2918	ECK2946	yggS	predicted enzyme	3,39	0,31	154,25	44,87	7	271	0	0.000	0
JW2280	ECK2279	nuoE	NADH:ubiquinone oxidoreductase, chain E	12,89	9,83	563,11	42,77	6	270	0	-0,392	GO:0005737 cytoplasm
JW2659	ECK2678	mprA	DNA-binding transcriptional regulator	4,34	1,29	196	38	6	270	0	-0,638	GO:0005737 cytoplasm
JW0914	ECK0922	pncB	nicotinate phosphoribosyltransferase	0,74	0,63	35,27	18,75	6	269	0	-0,298	GO:0042597 periplasmic space
JW3838	ECK3860	hemN	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	0,71	1,02	33,88	18,82	7	269	0	-0,346	0
JW4359	ECK4388	rob	DNA-binding transcriptional activator	4,41	0,81	199,06	34,26	9	268	0	-0,355	GO:0005737 cytoplasm
JW1754	ECK1763	ydjA	predicted oxidoreductase	2,51	0,56	115,26	35,52	6	268	0	-0,168	0
JW5740	ECK4158	orn	oligoribonuclease	2,83	-	129,48	35,36	7	268	0	-0,372	0
JW1716	ECK1725	yniC	predicted hydrolase	1,93	0,41	89,34	35,14	6	267	0	0,102	0
JW0250	ECK0261	insH	"CP4-6 prophage; IS5 transposase and trans-activator"	1,24	2	58,18	16,86	5	267	0	-0,534	0
JW5377	ECK2294	yfcE	predicted phosphatase	13,68	1,61	596,53	54,89	6	266	0	0,024	0
JW5090	ECK0630	ybeB	predicted protein	9	0,65	398	78	5	266	0	0,034	0
JW1200	ECK1197	lolB	chaperone for lipoproteins	1,05	1,52	49,52	38,65	5	266	0	-0,644	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW1267	ECK1269	cysB	DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding	1,08	0,32	50,89	23,77	6	265	0	-0,077	GO:0005737 cytoplasm
JW0987	ECK0993	agp	glucose-1-phosphatase/inositol phosphatase	1,02	4,94	48,14	28,57	7	265	0	-0,325	GO:0042597 periplasmic space
JW1772	ECK1781	yeaG	conserved protein with nucleoside triphosphate hydrolase domain	0,58	2,07	27,85	14,44	9	265	0	-0,529	0
JW2078	ECK2087	gatA	galactitol-specific enzyme IIA component of PTS	13,68	24,44	596,53	62,26	4	264	0	-0,056	0
JW5060	ECK0429	bolA	regulator of penicillin binding proteins and beta lactamase transcription (morphogene)	9	0,75	398	57,14	4	264	0	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3585	ECK3600	grxC	glutaredoxin 3	9	5,67	398	85,54	6	264	0	-0,314	0
JW2500	ECK2512	yfgA	conserved protein	4,01	2,61	181,53	23,15	7	263	1	-0,391	0
JW5668	ECK3511	kdgK	ketodeoxygluconokinase	1,68	-	78	25,24	5	263	0	-0,195	0
JW1755	ECK1764	sppA	protease IV (signal peptide peptidase)	0,42	0,08	20,37	9,22	4	261	1	-0,111	0
JW2674	ECK2700	srlD	sorbitol-6-phosphate dehydrogenase	1,15	-	54,08	20,85	4	261	0	0.000	0
JW2322	ECK2319	yfcL	predicted protein	16,78	0,62	727,17	66	4	259	0	-0,148	0
JW1767	ECK1776	yeaA	methionine sulfoxide reductase B	12,34	2,97	540	61,31	7	259	0	-0,738	0
JW3883	ECK3905	cpxR	DNA-binding response regulator in two-component regulatory system with CpxA	7,11	0,59	316,29	34,91	7	258	0	-0,344	GO:0005737 cytoplasm
JW0411	ECK0415	ispA	geranyltranstransferase	2,16	0,31	99,64	24,08	5	258	0	-0,121	GO:0005737 cytoplasm
JW0628	ECK0626	rlpA	minor lipoprotein	0,93	0,64	44,02	17,68	4	258	0	-0,245	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3496	ECK3513	dctA	C4-dicarboxylic acid, orotate and citrate transporter	1,78	2,35	83	10,05	4	257	8	0,872	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4019	ECK4050	uvrA	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	0,23	1	11,36	10	5	257	0	-0,289	GO:0005737 cytoplasm
JW5130	ECK0956	yccU	predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain	3,64	1,38	165,27	58,39	5	256	0	0,096	0
JW3903	ECK3924	hslV	peptidase component of the HslUV protease	3,22	2,43	146,75	28,41	4	256	0	-0,034	GO:0005737 cytoplasm
JW0047	ECK0049	folA	dihydrofolate reductase	4,62	0,85	208,24	54,72	6	255	0	-0,294	0
JW3164	ECK3186	kdsD	D-arabinose 5-phosphate isomerase	1,25	0,37	58,63	31	6	255	0	0,223	GO:0030113 capsule (sensu Bacteria)
JW3159	ECK3181	yrbC	predicted ABC-type organic solvent transporter	1,25	0,49	58,63	35,55	6	254	0	-0,416	GO:0005737 cytoplasm
JW3192	ECK3212	nanE	predicted N-acetylmannosamine-6-P epimerase	3,33	0,59	152	44,98	7	253	0	0,162	GO:0005737 cytoplasm
JW2580	ECK2596	pheA	fused chorismate mutase P -!- prephenate dehydratase	0,96	0,11	45	18,13	6	252	0	-0,168	GO:0005737 cytoplasm
JW2243	ECK2242	yfaY	conserved protein	0,52	0	25,05	17	4	252	0	-0,055	0
JW0099	ECK0102	yacF	conserved protein	1,68	-	78	34,82	6	252	0	-0,155	0
JW5253	ECK1544	gnsB	"Qin prophage; predicted protein"	9	0,82	398	71,93	5	251	0	-0,481	0
JW3140	ECK3161	argG	argininosuccinate synthetase	0,65	0,29	31	19,69	7	251	0	-0,371	GO:0005737 cytoplasm
JW1627	ECK1631	gst	glutathionine S-transferase	2,83	0,89	129,48	54,23	6	250	0	0.000	0
JW0029	ECK0032	dapB	dihydrodipicolinate reductase	0,67	1,11	32,03	18,68	4	250	0	0,019	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2156	ECK2162	fruB	fused fructose-specific PTS enzyme IIA component -!- HPr component	0,62	1	29,71	15,69	4	249	0	-0,029	GO:0005737 cytoplasm
JW2197	ECK2201	eco	ecotin, a serine protease inhibitor	2,59	-	118,82	31,48	5	249	0	-0,257	GO:0042597 periplasmic space
JW5427	ECK2653	ygaT	predicted protein	1,07	-	50,43	23,38	5	249	0	-0,375	0
JW0421	ECK0425	cyoB	cytochrome o ubiquinol oxidase subunit I	3,92	5,12	177,58	12,22	7	246	14	0,658	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5642	ECK3629	dfp	fused 4'-phosphopantothenoylcysteine decarboxylase -!- phosphopantothenoylcysteine synthetase, FMN-binding	1,24	1,92	58,18	30	7	246	0	0.000	GO:0005737 cytoplasm
JW0027	ECK0030	ispH	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein	1,07	0,49	50,43	24,37	6	246	0	-0,173	GO:0005737 cytoplasm
JW5063	ECK0452	ylaC	predicted inner membrane protein	2,98	0,51	136,13	37,18	5	245	2	0,103	0
JW3611	ECK3626	rpmG	50S ribosomal subunit protein L33	176,83	5,67	7.132	61,82	6	244	0	-0,804	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0867	ECK0875	infA	translation initiation factor IF-1	55,23	2	2308,02	88	5	243	0	-0,354	GO:0005737 cytoplasm
JW1089	ECK1089	hinT	purine nucleoside phosphoramidase	9	4,03	398	66,39	5	243	0	-0,062	0
JW0727	ECK0726	tolQ	membrane spanning protein in TolA-TolQ-TolR complex	1,85	0,86	85,75	30	5	243	3	0,226	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1963	ECK1977	amn	AMP nucleosidase	0,58	0,39	27,85	19	5	243	0	-0,295	GO:0042597 periplasmic space
JW3564	ECK3580	selA	selenocysteine synthase	0,47	-	22,71	20,73	5	243	0	-0,055	GO:0005737 cytoplasm
JW1431	ECK1429	ydcP	predicted peptidase	0,32	-	15,65	12,56	5	243	0	-0,311	0
JW4107	ECK4141	efp	Elongation factor EF-P	4,62	2,74	208,24	32,98	6	242	0	-0,221	GO:0005737 cytoplasm
JW0347	ECK0353	frmA	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	1,58	0,87	73,59	30,35	7	242	0	-0,012	GO:0005737 cytoplasm
JW0152	ECK0155	yadR	conserved protein	5,31	2,68	238,33	42,98	4	241	0	-0,089	0
JW5186	ECK1187	dhaL	dihydroxyacetone kinase, C-terminal domain	0,93	0,23	44,02	33,81	4	241	0	-0,106	0
JW2198	ECK2202	mqo	malate dehydrogenase, FAD/NAD(P)-binding domain	0,64	-	30,64	14,78	6	240	0	-0,255	0
JW1338	ECK1341	ydaO	predicted C32 tRNA thiolase	0,87	0,41	41,26	18,97	5	239	0	-0,455	0
JW2996	ECK3019	mdaB	NADPH quinone reductase	2,51	-	115,26	31,61	6	239	0	-0,356	0
JW0089	ECK0092	murC	UDP-N-acetylmuramate:L-alanine ligase	0,69	0,51	32,96	13,65	5	238	0	-0,161	GO:0009274 cell wall (sensu Bacteria)
JW0427	ECK0431	clpP	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	18,31	3	791,36	36,23	6	237	0	-0,154	GO:0005737 cytoplasm
JW5808	ECK0142	pcnB	poly(A) polymerase I	0,39	1	18,96	13,98	5	237	0	-0,531	GO:0005737 cytoplasm
JW4160	ECK4198	rpsR	30S ribosomal subunit protein S18	55,23	6,38	2308,02	50,67	5	236	0	-0,775	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0660	ECK0662	asnB	asparagine synthetase B	0,41	0,42	20	16,43	6	236	0	-0,356	GO:0005737 cytoplasm
JW5538	ECK3211	nanK	predicted N-acetylmannosamine kinase	1,03	-	49	21,65	4	235	0	0,272	GO:0005737 cytoplasm
JW4193	ECK4229	yjgA	conserved protein	2,16	1,34	99,64	27,87	5	234	0	-0,905	0
JW0785	ECK0789	ybiB	predicted transferase/phosphorylase	1,07	1,99	50,43	24,38	6	234	0	-0,165	0
JW1054	ECK1052	yceH	conserved protein	1,15	1,18	54,08	27,44	4	233	0	-0,424	0
JW3819	ECK3835	ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	0,71	2,35	33,88	21,93	6	233	0	-0,248	0
JW2926	ECK2954	yggL	predicted protein	4,18	4,52	188,99	42,59	4	232	0	-0,678	0
JW0403	ECK0407	ybaD	conserved protein	3,33	1,18	152	53,02	6	232	0	-0,395	0
JW2748	ECK2771	ygcF	conserved protein	2,16	0,11	99,64	22,42	5	232	0	0.000	0
JW2974	ECK2999	exbB	membrane spanning protein in TonB-ExbB-ExbD complex	1,37	0,14	64,08	16,39	3	232	3	0,265	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2878	ECK2905	zapA	protein that localizes to the cytokinetic ring	2,73	0,61	125,04	44,95	4	231	0	-0,733	0
JW5431	ECK2703	gutQ	predicted phosphosugar-binding protein	1,64	0,93	76,29	37,69	8	231	0	0,144	GO:0030113 capsule (sensu Bacteria)
JW0700	ECK0699	ybgI	conserved metal-binding protein	2,16	2,32	99,64	25,51	4	230	0	-0,125	0
JW3065	ECK3085	exuR	DNA-binding transcriptional repressor	1,24	0,58	58,18	19,77	6	230	0	-0,524	GO:0005737 cytoplasm
JW1611	ECK1614	hdhA	7alpha-hydroxysteroid dehydrogenase, NAD-dependent	1,61	1,04	74,94	23,53	5	229	0	0,139	GO:0005737 cytoplasm
JW3250	ECK3275	rsmB	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent	0,82	-	38,96	15,15	5	229	0	-0,394	GO:0005737 cytoplasm
JW2077	ECK2086	gatB	galactitol-specific enzyme IIB component of PTS	99	36,48	4064,14	71,28	4	228	0	0,306	GO:0005737 cytoplasm
JW3899	ECK3920	yiiU	conserved protein	18,31	4	791,36	77,78	6	228	0	-0.001	0
JW3618	ECK3633	rph	ribonuclease PH (pseudogene)	1,61	0,62	74,94	39,04	5	228	0	-0,146	0
JW1796	ECK1805	yeaZ	predicted peptidase	1,15	0,29	54,08	25,11	3	228	0	-0,071	0
JW3386	ECK3409	glpR	DNA-binding transcriptional repressor	2,83	0,26	129,48	30,56	6	226	0	-0,213	GO:0005737 cytoplasm
JW0448	ECK0453	maa	maltose O-acetyltransferase	2,59	-	118,82	50,82	5	226	0	-0,056	GO:0005737 cytoplasm
JW0494	ECK0499	allR	DNA-binding transcriptional regulator	1,74	1	81	16,61	6	225	0	0,073	GO:0005737 cytoplasm
JW0008	ECK0009	mog	predicted molybdochelatase	1,51	1	70,42	24,62	4	225	0	-0,013	GO:0005737 cytoplasm
JW0080	ECK0083	mraW	S-adenosyl-dependent methyltransferase activity on membrane-located substrates	0,39	0,89	18,96	15,34	3	224	0	-0,397	0
JW3765	ECK3783	rffA	TDP-4-oxo-6-deoxy-D-glucose transaminase	0,78	0,35	37,12	15,16	5	223	0	-0,067	0
JW0638	ECK0636	ybeL	conserved protein	0,78	2,37	37,12	18,13	3	223	0	-0,604	0
JW5473	ECK2904	ygfB	predicted protein	9	2,93	398	32,81	4	222	0	-0,362	0
JW3577	ECK3592	yibL	conserved protein	3,22	0,92	146,75	54,17	5	221	0	-0,628	0
JW0636	ECK0634	rlpB	minor lipoprotein	2,16	0,96	99,64	30,05	6	221	0	-0,252	GO:0019866 inner membrane
JW0410	ECK0414	dxs	1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring	0,53	0,64	25,52	11,94	5	221	0	-0,081	0
JW2076	ECK2085	gatC	galactitol-specific enzyme IIC component of PTS	2,59	12,75	118,82	6,87	4	220	11	0,824	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3578	ECK3593	lldP	L-lactate permease	1	0,08	47,23	9,44	3	220	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5608	ECK3749	yieP	predicted transcriptional regulator	2,16	0,84	99,64	29,13	4	217	0	-0,079	0
JW5057	ECK0418	yajL	conserved protein	1,51	-	70,42	37,24	4	217	0	0,323	0
JW3273	ECK3298	rpsQ	30S ribosomal subunit protein S17	99	1,31	4064,14	70,24	6	216	0	-0,293	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5187	ECK1188	dhaK	dihydroxyacetone kinase, N-terminal domain	1,58	1,32	73,59	25,84	5	216	0	-0,113	0
JW4012	ECK4044	dnaB	replicative DNA helicase	0,47	2,54	22,71	11,46	5	216	0	-0,415	GO:0005737 cytoplasm
JW0988	ECK0994	yccJ	predicted protein	9	6,79	398	69,33	4	215	0	-0,649	0
JW2673	ECK2699	srlB	glucitol/sorbitol-specific enzyme IIA component of PTS	4,62	0,17	208,24	65,85	5	215	0	0,002	0
JW1639	ECK1643	ydhF	predicted oxidoreductase	1,37	0,64	64,08	31,21	5	215	0	0.000	0
JW2306	ECK2303	hisJ	histidine/lysine/arginine/ornithine transporter subunit -!- periplasmic-binding component of ABC superfamily	1,15	5	54,08	29,23	5	215	1	-0,299	GO:0042597 periplasmic space
JW3748	ECK3767	ppiC	peptidyl-prolyl cis-trans isomerase C (rotamase C)	12,89	0,63	563,11	70,97	7	214	0	-0,105	0
JW2716	ECK2741	ispF	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2,16	1	99,64	41,51	3	214	0	0,089	GO:0005737 cytoplasm
JW0397	ECK0401	yajC	SecYEG protein translocase auxillary subunit	30,62	1,51	1302,81	27,27	5	213	1	0,395	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3615	ECK3630	dut	deoxyuridinetriphosphatase	2,16	1	99,64	44,37	3	213	0	0,005	0
JW3242	ECK3268	aroE	dehydroshikimate reductase, NAD(P)-binding	1,03	0,34	49	20,96	4	213	0	0,088	0
JW0377	ECK0381	proC	pyrroline-5-carboxylate reductase, NAD(P)-binding	1,51	5,53	70,42	17,84	4	212	0	0,318	GO:0005737 cytoplasm
JW3395	ECK3418	glgB	1,4-alpha-glucan branching enzyme	0,44	0,53	21,31	10,85	6	212	0	-0,509	GO:0005737 cytoplasm
JW1037	ECK1035	mdoH	glucan biosynthesis: glycosyl transferase	1	0,57	28,78	15,58	8	210	6	-0,046	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0192	ECK0196	rcsF	predicted outer membrane protein, signal	4,62	0,67	208,24	54,48	4	209	0	0.000	GO:0030113 capsule (sensu Bacteria)
JW0744	ECK0750	modE	DNA-binding transcriptional dual regulator	1,51	0,53	70,42	24,43	4	209	0	-0,021	GO:0005737 cytoplasm
JW1109	ECK1109	potD	polyamine transporter subunit -!- periplasmic-binding component of ABC superfamily	1,15	1,89	54,08	18,97	5	209	0	-0,445	GO:0042597 periplasmic space
JW3582	ECK3597	cysE	serine acetyltransferase	0,93	1,07	44,02	17,95	4	209	0	0,002	GO:0005737 cytoplasm
JW3348	ECK3372	gph	phosphoglycolate phosphatase	1,51	1,63	70,42	31,35	4	208	0	-0,133	0
JW2784	ECK2809	mltA	membrane-bound lytic murein transglycosylase A	1,07	0,46	50,43	25,75	5	207	0	-0,409	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW3058	ECK3077	ygjR	predicted NAD(P)-binding dehydrogenase	1,28	0,79	60	19,76	5	206	0	0,046	0
JW1210	ECK1213	ychN	conserved protein	9	1,05	398	57,26	4	203	0	0.000	0
