EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG11215	yjjB	ECK4353	P0ADD2	b4363	Null	g1790825	JW4327	14310	EB1199	aa	ALT_INIT[+49]	157	Counterclockwise	4599647	4600120	99.14	Null	Systematic nomenclature	Function unknown; expressed P14 protein upstream of dnaTC; putative membrane protein with 4 TM helices	The original sequence had a C-terminal frameshift extending YjjB, but homology analysis suggests that the extension is artifactual. No protein seen in minicells, but a LacZ fusion indicates this gene is expressed. Homology extends upstream to end of yjjP gene, but the predicted MW is a little higher than observed. A GTG alternate start at codon 3  has a better apparent RBS and would be coupled with the motif GTGA to the upstream gene stop codon. However the GTG start is not conserved in Salmonella and Yersinia, while the ATG start is conserved.	17046.55
EG11217	creA	ECK4389	P0AE91	b4397	CG34809	g1790859	JW4360	14426	EB1200	aa	OK	157	Clockwise	4633544	4634017	99.87	yjjD	Catabolite regulation	Predicted secreted protein, function unknown	First 21 aa are predicted to be a type I signal peptide. 	17107.89
EG11218	creB	ECK4390	P08368	b4398	CG34803	g1790860	JW4361	14428	EB1201	aa	OK	229	Clockwise	4634030	4634719	99.88	ORF2;yjjE	Catabolite regulation	Response regulator for CreBC regulon; induced by growth in minimal medium	Null	26125.27
EG11219	ydcA	ECK1411	P0ACW4	b1419	Null	g1787688	JW1416	4736	EB1202	aa	OK	57	Clockwise	1489701	1489874	32.11	Null	Systematic nomenclature	Function unknown	First 20 aa are predicted to be a type I signal peptide.	5859.87
EG11221	zwf	ECK1853	P0AC53	b1852	CG2	g1788158	JW1841	6171	EB1203	aa	OK	491	Counterclockwise	1932863	1934338	41.66	Null	Zwischenferment	Glucose-6-phosphate 1-dehydrogenase	Residues 199-203 of zwf encode a NNWDN peptide Extracellular Death Factor (EDF) involved in ChpA(MazF) toxicity that is likely converted to NNWNN by AsnA; a zwf deletion prevents NNWNN activity (Kolodkin-Gal, 2007). ClpXP is probably involved in producing EDF from Zwf (Kolodkin-Gal, 2008). HT_Cmplx19_Cyt: PepD+Pgm+Zwf.	55704.44
EG11222	alkA	ECK2062	P04395	b2068	CG1035	g1788383	JW2053	6848	EB1204	aa	OK; Verified[0]	282	Counterclockwise	2144716	2145564	46.23	aidA	Alkylation	3-methyl-adenine DNA glycosylase II, inducible; repairs by single-and double-strand excision of 3-methyl adenine	Null	31393.30
EG11223	argH	ECK3951	P11447	b3960	CG1014	g1790398	JW3932	12969	EB1205	aa	OK	457	Clockwise	4154873	4156246	89.55	Null	Arginine	Argininosuccinate lyase	Null	50318.22
EG11224	fliO	ECK1945	P22586	b1947	CG17510	g87082005	JW5316	6473	EB1206	aa	ALT_INIT[+20]	121	Clockwise	2019528	2019893	43.53	flbD	Flagella	Flagellin export apparatus, integral membrane protein	Flagellar regulon.	12669.85
EG11225	dcuA	ECK4132	P0ABN5	b4138	CG34476	g1790580	JW5735	13546	EB1207	aa	OK	433	Counterclockwise	4363495	4364796	94.05	genA	Dicarboxylate uptake	C4-dicarboxylate transporter, anaerobic	IT (Ion Transporter) superfamily (Prakash, 2003). ST(3) structural class based on hydropathy profile (Lolkema, 2003).	45750.71
EG11226	leuA	ECK0076	P09151	b0074	CG572	g1786261	JW0073	267	EB1208	aa	OK; Verified[1]	523	Counterclockwise	81958	83529	1.77	Null	Leucine (biosynthesis)	alpha-Isopropylmalate synthase	LeuA catalyzes the first step of leucine biosynthesis.	57297.91
EG11227	fdnG	ECK1468	P24183	b1474	CG32160	g3868719	JW1470	4917	EB1209	aa	EXCEP	1015	Clockwise	1545425	1548472	33.31	Null	Formate dehydrogenase-N	Formate dehydrogenase-N, selenopeptide, anaerobic; periplasmic	Verified Tat substrate: FdnG has a Tat-only (Class I) predicted 37 aa signal peptide (Tullman-Ercek, 2007). Bound FdnH is co-exported. HT_Cmplx12_Mem: FdnG+FdnH. The UGA stop codon 196 is translated as selenocysteine in vivo and indicated as a "U" in the protein sequence.	112813.31
EG11228	fdnH	ECK1469	P0AAJ3	b1475	CG32164	g1787749	JW1471	4919	EB1210	aa	OK	294	Clockwise	1548485	1549369	33.37	Null	Formate dehydrogenase-N	Formate dehydrogenase-N, Fe-S subunit, anaerobic; periplasmic	FdnH is co-exported bound to Tat substrate FdnG. HT_Cmplx12_Mem: FdnG+FdnH. 	32238.72
EG11229	fdnI	ECK1470	P0AEK7	b1476	CG32168	g1787750	JW1472	4921	EB1211	aa	OK	217	Clockwise	1549362	1550015	33.39	Null	Formate dehydrogenase-N	Formate dehydrogenase-N, cytochrome subunit, anaerobic	Null	25368.49
EG11230	melR	ECK4111	P0ACH8	b4118	CG18166	g1790559	JW4079	13486	EB1212	aa	OK	302	Counterclockwise	4338743	4339651	93.51	Null	Melibiose	Transcriptional activator for melAB, AraC family; autoregulatory repressor in absence of co-activator melibiose	The C-terminal domain of the RNA polymerase alpha subunit is important for MelR-dependent activation of the melAB promoter. An 18 base pair MelR binding site is necessary for MelR transcription activation because it ensures correct interactions with RNA polymerase sigma subunit.	34927.88
EG11231	rpmI	ECK1715	P0A7Q1	b1717	CG17602	g1788010	JW1707	5732	EB1213	aa	OK; Verified[1]	65	Counterclockwise	1797826	1798023	38.75	Null	Ribosomal protein, large	50S ribosomal subunit protein A (L35)	Null	7288.93
EG11232	rpmJ	ECK3286	P0A7Q6	b3299	CG17599	g1789695	JW3261	10812	EB1214	aa	OK; Verified[0]	38	Counterclockwise	3440640	3440756	74.16	secX	Ribosomal protein, large	50S ribosomal subunit protein X (L36)	Non-essential gene; mutant cells grow slowly. Not in archael ribosomes. Penetrates and organizes 50S subunit.	4364.33
EG11233	rstB	ECK1604	P18392	b1609	CG53462	g1787894	JW1601	5372	EB1215	aa	OK	433	Clockwise	1680906	1682207	36.23	uspT	Regulator and sensor homologs near terminus	Sensory histidine kinase in two-component regulatory system with RstA	Mg(2+) stimulon-PhoPQ regulon, EvgAS-PhoPQ cascade enhanced-expression subset.	49282.88
EG11234	ydiB	ECK1690	P0A6D5	b1692	Null	g1787983	JW1682	5651	EB1216	aa	OK	288	Clockwise	1771813	1772679	38.19	Null	Systematic nomenclature	Quinate/shikimate dehydrogenase, NAD(P)-dependent	YdiB is paralogous to AroE.  Low catalytic efficiency may indicate a different in vivo substrate.	31227.80
EG11235	rhlE	ECK0786	P25888	b0797	CG33907	g1787016	JW0781	2719	EB1217	aa	OK	454	Clockwise	830095	831459	17.89	Null	RNA helicase like	ATP-dependent RNA helicase, in RNA degradasome	RNA-stimulated ATPase activity and ATP-dependent RNA helciase activities have been demonstrated in vitro for RhlE (Bizebard, 2004). rhlE is transiently after a cold shock, dependent on the presence of PNPase. RhlE binds RNaseE. RhlE is in the RNA degradosome. DEAD-box protein family.	49989.32
EG11236	yahA	ECK0313	P21514	b0315	Null	g1786507	JW0307	1086	EB1218	aa	OK	362	Clockwise	331595	332683	7.15	Null	Systematic nomenclature	c-di-GMP-specific phosphodiesterase, PDE-A; reaction product is 5'pGpG; dependent on Mg+2 or Mn+2, Ca+2 inhibitory; optimum pH 9.35; monomeric	YahA has a C-terminal EAL domain, however, it lacks the GGDEF motif.  The EAL domain can independently perform PDE-A activity.  YahA has an N-terminal LuxR putative regulator domain.	40724.90
EG11237	chiA	ECK3325	P13656	b3338	CG67547	g1789736	JW3300	10909	EB1219	aa	OK	897	Counterclockwise	3465182	3467875	74.69	yheB	Chitin	Periplasmic endochitinase/lysozyme, Hns-repressible	First 24 aa are predicted to be a type I signal peptide.	97057.67
EG11238	ybhB	ECK0762	P12994	b0773	Null	g1786990	JW0756	2632	EB1220	aa	OK	158	Counterclockwise	806656	807132	17.39	Null	Systematic nomenclature	Raf kinase inhibitor RKIP homolog, function unknown; UPF0098 family; cyoplasmic protein	The YbhB N-terminus with Met was identified by MS/MS sequencing (Tao, 2009).	17085.12
EG11239	ybhA	ECK0755	P21829	b0766	Null	g1786982	JW0749	2607	EB1221	aa	OK	272	Counterclockwise	796836	797654	17.17	modD	Systematic nomenclature	Pyridoxal phosphate (PLP) phosphatase; phosphoramidase; physiological role unknown; HAD14	HAD superfamily. In vitro activities demonstrated by Kuznetsova et al. (2005, 2006). ybhA is a non-essential gene.	30201.31
EG11240	hokB	ECK1412	P77494	b4428	Null	g48994884	JW5225	47283	EB1222	aa	OK	49	Counterclockwise	1489946	1490095	32.11	ydcB	Host killing	Small toxic membrane polypeptide; homologous to plasmid-encoded plasmid stabilization toxins regulated by antisense RNA; functional relevance of chromosomal homologs is unknown	Null	5625.81
EG11241	ycaC	ECK0888	P21367	b0897	Null	g1787124	JW0880	3050	EB1223	aa	OK; Verified[0]	208	Counterclockwise	944154	944780	20.35	Null	Systematic nomenclature	Predicted hydrolase, isochorismatase family, function unknown; homologous to pyrazinamidase and carbamoylsarcosine amidohydrolase; homooctamer	Leu-155 is a Met-155 in the crystallized protein, a commercial GAD prep from Worthington.	23100.31
EG11242	ycaD	ECK0889	P21503	b0898	Null	g1787126	JW0881	3056	EB1224	aa	OK	382	Clockwise	945094	946242	20.37	Null	Systematic nomenclature	Predicted transporter, MFS-type, inner membrane protein; function unknown	Major Facilitator Superfamily (MFS).	41431.55
EG11244	yggE	ECK2918	P0ADS6	b2922	Null	g1789289	JW2889	9588	EB1225	aa	OK	246	Counterclockwise	3065362	3066102	66.07	Null	Systematic nomenclature	Oxidative stress defense, DUF541 family, mechanism unknown	Null	26635.26
EG11245	yggF	ECK2926	P21437	b2930	Null	g1789298	JW2897	9615	EB1226	aa	OK	321	Counterclockwise	3073239	3074204	66.24	yggK	Systematic nomenclature	Fructose 1,6 bisphosphatase activity	YggF and GlpX are paralogs.	34323.43
EG11246	uspE	ECK1329	P0AAC0	b1333	CG77032	g1787594	JW1327	4472	EB1227	aa	OK; Verified[1]	316	Counterclockwise	1395696	1396646	30.08	ydaA	Universal stress protein	Stress-induced protein; UV-resistance; tandem Usp domains	Null	35706.88
EG11247	rlmC	ECK2779	P55135	b2785	CG75780	g1789148	JW2756	9127	EB1228	aa	OK	433	Counterclockwise	2911721	2913022	62.76	rumA;ygcA	rRNA large-subunit methylation	23S rRNA m(5)U1939 methyltransferase, SAM-dependent	Although this purified proten had its N-terminus sequenced (reported in Medline 21883956, Agarwalla et al.) it is not included in the Verified set since translation was forced at the predicted start codon.  All other evidence does point to this being the correct start.  The initial Met is cleaved off.	48052.22
EG11249	mazF	ECK2776	P0AE70	b2782	CG33287	g1789145	JW2753	9119	EB1229	aa	OK	111	Counterclockwise	2908778	2909113	62.69	chpA;chpAK	Chromosomal homolog of pem	mRNA interferase toxin, antitoxin is MazE; inhibitor of translation by mRNA cleavage	MazF is a sequence-specific (ACA) endoribonuclease, induced by amino acid starvation, but in a lon-dependent, ppGpp-independent fashion. MazE homodimer binds two homodimers of MazF. MazF inhibitory effects on translation is reversed by tmRNA. MazF-mediated cell death requires the NNWNN pentapeptide (called EFD for Extracellular Death Factor) appears to be derived from the zwf gene (residues 199-203) and ClpXP is implicated in its production; AsnA appears to be responsible for the NNWDN to NNWNN conversion; ygeO was thought to be required to generate the pentapeptide (in MC4100) but subsequent work demonstrated that overproduction of Zwf could suppresss the YgeO' mutant defect, indicating a secondary role for YgeO' (Kolodkin-Gal, 2007; 2008). ygeO' is an apparent pseudogene in MG1655 and in MC4100 as well, so the ygeO' pseudogene is not responsible for the failure of MG1655 to produce or respond to normal levels of ECD. The MazF ortholog of M. xanthus mediates programmed cell death during fruiting body formation (Nariya, 2008).	12098.04
EG11250	chpS	ECK4220	P08365	b4224	CG33293	g87082393	JW5750	13820	EB1230	aa	ALT_INIT[-2]	83	Clockwise	4446470	4446721	95.84	chpBI;yjfB	Chromosomal homolog of pem	ChpS antitoxin, toxin is ChpB	Null	9271.58
EG11251	ychA	ECK1202	P0AGM5	b1214	Null	g1787465	JW1205	4074	EB1231	aa	OK	269	Clockwise	1266543	1267352	27.30	sirB1(S.t.)	Systematic nomenclature	Salmonella sirB1 ortholog, function unknown	YchA(SirB1) of Salmonella upregulates sirC expression, but E. coli K-12 does not have sirC ortholog (Rakeman, 1999).	30841.37
EG11252	mukE	ECK0914	P22524	b0923	CG31751	g1787153	JW0906	3136	EB1232	aa	OK	234	Clockwise	974845	975549	21.01	kicA;ycbA	Mukaku (anucleate)	Chromosome condensin MukBEF, MukE subunit	Condensin is required for chromosome partitioning and compaction. Null mutants die above 30C and produce some anucleate cells at permissive temperatures.	26974.50
EG11253	ycbB	ECK0916	P22525	b0925	Null	g1787155	JW0908	3142	EB1233	aa	OK	615	Clockwise	980270	982117	21.13	Null	Systematic nomenclature	Murein L,D-transpeptidase, periplasmic	YcbB catalyzes the rare meso-DAP(3)-->meso-DAP(3) murein cross-links (Magnet, 2008).The first 30 aa are predicted to be a type I signal peptide. ErfK family.	67812.49
EG11254	rlmH	ECK0629	P0A8I8	b0636	Null	g1786855	JW0631	2180	EB1234	aa	OK	155	Counterclockwise	667471	667938	14.39	ybeA	rRNA large-subunit methylation	23S rRNA m(3)Psi1915 pseudouridine methyltransferase; SAM-dependent	AFMB Structural Genomics target No. 125 (http://afmb.cnrs-mrs.fr/article171.html). SPOUT family methyltransferase. Founding function member of UPF0247.	17341.11
EG11255	ybeB	ECK0630	P0AAT6	b0637	Null	g87081768	JW5090	2183	EB1235	aa	ALT_INIT[+36]	105	Counterclockwise	667942	668259	14.40	slm3	Systematic nomenclature	Ribosome-associated protein, Iojap family, function unknown	ybeB is a non-essential gene as shown by the tolerence of an insertion; this polar slm3 insertion is a synthetic lethal with minCD and causes a wide-cell phenotype in min+ cells; the ybeB phenotypes are attributed to reduced expression of downstream genes mrdA(pbpA) and/or mrdB(rodA), not ybeB itself, as shown with complementing plasmids (Bernhardt, 2004).  AFMB Structural Genomics target No. 126 (http://afmb.cnrs-mrs.fr/article171.html). YbeB is homologous to the iojap pattern-striping gene of maize.	11582.23
EG11256	iraP	ECK0377	P0AAN9	b0382	Null	g1786581	JW0373	1313	EB1236	aa	OK	86	Clockwise	400610	400870	8.63	yaiB	Inhibitor of RssB activity during phosphate starvation	Anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein	IraP interferes with RssB, ClpXP-dependent degradation of RpoS by interacting directly with RssB.	9937.48
EG11257	adrA	ECK0380	P0AAP1	b0385	CG81115	g1786584	JW0376	1336	EB1237	aa	OK	371	Clockwise	402927	404042	8.68	yaiC	AgfD-regulated	Cellulose, biofilm, motility regulator, diguanylate cyclase; CsgD-regulated; membrane protein	AdrA contains a GGDEF domain. RpoS regulon (Weber, 2006). AdrAB may be a c-di-GMP synthesis/degradation module regulated by CsgA involved in controlling cellulose biosynthesis (Brombacher, 2006).	41537.50
EG11258	focA	ECK0895	P0AC23	b0904	CG31732	g1787132	JW0887	3073	EB1238	aa	OK	285	Counterclockwise	952832	953689	20.54	ycaE	Formate channel	Formate channel; mutants are hypophosphite resistance and have elevated intracellular formate and reduced excreted formate	FocA is a membrane protein with six TM regions.  GUG start codon confirmed by mutagenesis.	30990.73
EG11259	rnr	ECK4175	P21499	b4179	CG34417	g87082383	JW5741	13678	EB1239	aa	ALT_INIT[-14]; Verified[1]	813	Clockwise	4404677	4407118	94.94	vacB;yjeC	RNase R	Exoribonuclease R, RNase R	Rnr is specifically required for SsrA-SmpB-dependent decay of non-stop aberrant mRNAs (Richards, 2006). The N-terminal cold shock domains are required for an intrinsic Rnr RNA unwinding (helicase) activity (Awano, 2009). The cold shock domains are dispensible for Rnr RNase activity on structured RNAs (Vincent, 2009). rnr is transiently induced after a cold shock. rnr is orthologous with Shigella virulence gene vacB	92109.19
EG11260	yifB	ECK3758	P22787	b3765	Null	g1790201	JW3738	12300	EB1240	aa	ALT_INIT[-10]	506	Counterclockwise	3946472	3947992	85.06	Null	Systematic nomenclature	Competence Mg chelatase ComM homolog, function unknown	ComM homolog. yifB is predicted to have a CRP-S promoter co-regulated by both Crp and Sxy (Cameron, 2006).	55146.35
EG11261	nfsA	ECK0842	P17117	b0851	CG454	g1787075	JW0835	2900	EB1241	aa	OK	240	Clockwise	890407	891129	19.19	mda18;mdaA;snrA(S.t.);ybjB	Nitrofurazone sensitivity	Nitroreductase A; oxygen-insensitive, NADPH, FMN-dependent, major; reduces a variety of nitroaromatics, e.g. dihydropteridine, nitrofurantoin, nitrofurazone, quinones; SoxS regulon; homodimeric	NfsA overexpression results in resistance to cytotoxic drugs includingAdriamycin and the tumoricidal agent DMP 840. nfsA is co-transcribed with ybjC. nfsA, nfsB, rutE, and ydjA are paralogs. 16/258 NfsA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	26800.69
EG11262	tsgA	ECK3352	P60778	b3364	Null	g1789764	JW3327	10997	EB1242	aa	OK	393	Clockwise	3490590	3491771	75.23	gutS;yhfC;yhfH	Tellurite-, selenite-responsive gene	Putative transporter, tellurite-inducible, function unknown; also induced by selenite	Major Facilitator Superfamily (MFS).	43166.40
EG11263	gspB	ECK3309	P03825	b3322	CG53557	g1789719	JW3284	10865	EB1243	aa	OK	139	Counterclockwise	3451530	3451949	74.39	pinO;pioO	General secretory pathway	Part of H-NS-silenced gsp divergon, type II protein secretion; cloned gsp divergon secretes ChiA, requires gspAB operon	GspB is a distant homolog or convergent analog of exeB of A. hydrophila, which is required for protein export , specifically for the export and assembly of secretin (ExeD/GspD) into the outer membrane. GspB has a single predicted N-terminal transmembrane segment (28-50), followed by a predicted periplasmic domain, which may interact with GspA. GspA may interact with GspB. A divergon is a regulon comprised of two adjacent divergent operons or genes. gspB was initially identified as an ORF that might be the 11.3 kDa PinO protein synthesized in the absence of isoleucine in relA stains (Guzman, 1991). But GspB is predicted to be 15.9 kDa and has isoleucine residues and there is no evidence that gspB encodes the PinO peptide or that it binds calcium. No homology to calmodulin or other calcium-binding proteins is predicted. gspB may have been mistaken for pinO due to use of a downstream ATG as start codon, but the 11 kD C-terminal fragment does have an Ile reside in it, making gspB inconsistent with pinO. pioO was the prior gene name assigned to pinO since the gene name pin was already taken.	15876.00
EG11265	cmk	ECK0901	P0A6I0	b0910	CG31736	g1787139	JW0893	3101	EB1244	aa	OK	227	Clockwise	960424	961107	20.70	mssA;ycaF;ycaG	CMP kinase	Cytidylate kinase; multicopy suppressor of UMP kinase mutations	8/82 Cmk peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed; 5/82 peptide masses also indicate the Met is occasionally not clipped (Maillet, 2007).	24746.34
EG11266	yibD	ECK3605	P11290	b3615	Null	g1790044	JW3590	11826	EB1245	aa	OK	344	Counterclockwise	3787070	3788104	81.62	Null	Systematic nomenclature	Predicted glycosyltransferase, function unknown; basRS regulon	PhoB regulon (Baek, 2006).	40524.37
