EG	GN	SP	GI	JW	ASAP	EB	Len	Description	MW
EG10540	livK	P04816	g1789867	JW3423	11292	EB0535	369	"Leucine-specific binding protein, periplasmic, high-affinity transport for leucine; LS system; also involved in isoleucine, valine, and phenylalanine accumulation"	39378,68
EG10541	livM	P22729	g1789865	JW3421	11287	EB0536	425	High-affinity branched-chain amino acid transport, permease membrane protein	46269,31
EG10542	lon	P0A9M0	g1786643	JW0429	1521	EB0537	784	"DNA-binding, ATP-dependent protease LA; lon mutants form long cells"	87438,12
EG10543	lpd	P0A9P0	g1786307	JW0112	404	EB0538	474	"Lipoamide dehydrogenase, NADH-dependent; E3 component of pyruvate and 2-oxoglutarate dehydrogenase complexes; also functions as glycine cleavage system L protein; binds Zn(II)"	50688,49
EG10544	lpp	P69776	g1787967	JW1667	5603	EB0539	78	"Murein lipoprotein; Braun's lipoprotein"	8323,48
EG10545	lpxA	P0A722	g1786378	JW0176	618	EB0540	262	Lipid A synthesis, UDP-N-acetylglucosamine acyltransferase	28080
EG10546	lpxB	P10441	g1786379	JW0177	620	EB0541	382	Lipid A disaccharide synthase	42382,45
EG10547	lrp	P0ACJ0	g1787116	JW0872	3023	EB0542	164	"Global regulatory protein, Leu responsive; regulator of high-affinity branched-chain amino acid transport system; octameric or hexadecameric functional state"	18886,78
EG10548	lspA	P00804	g1786210	JW0025	96	EB0543	164	"Prolipoprotein signal peptidase; signal peptidase II; SPII"	18156,32
EG10549	lysA	P00861	g1789203	JW2806	9309	EB0544	420	Diaminopimelate decarboxylase	46177,26
EG10550	lysC	P08660	g1790455	JW3984	13156	EB0545	449	Aspartokinase III	48531,73
EG10551	lysR	P03030	g1789204	JW2807	9313	EB0546	311	"Transcriptional activator of lysA gene; auto-repressor"	34364,66
EG10552	lysS	P0A8N3	g1789256	JW2858	9486	EB0547	505	Lysine--tRNA ligase, constitutive	57603,42
EG10553	lysU	P0A8N5	g1790571	JW4090	13520	EB0548	505	"Lysine--tRNA ligase, heat inducible; Ap4A and Ap3A synthase"	57826,57
EG10554	malE	P0AEX9	g1790466	JW3994	13200	EB0549	396	"Maltose-binding protein, periplasmic; MBP; substrate recognition for active transport of and chemotaxis toward maltose and maltodextrin"	43387,64
EG10555	malF	P02916	g1790465	JW3993	13195	EB0550	514	Maltose transport complex, inner membrane-spanning subunit	57013,4
EG10556	malG	P68183	g1790464	JW3992	13193	EB0551	296	Maltose transport complex, inner membrane-spanning subunit	32225,42
EG10557	malI	P18811	g1787906	JW1612	5421	EB0552	342	Regulatory gene whose product has homology to repressors LacI, GalR, CytR	36624,76
EG10558	malK	P68187	g1790467	JW3995	13216	EB0553	371	Maltose transport complex, ATP-binding subunit	40990,45
EG10559	malM	P03841	g1790470	JW3997	13221	EB0554	306	Periplasmic protein in malK operon, function unknown	31943,5
EG10560	malP	P00490	g48994936	JW5689	11154	EB0555	797	Maltodextrin phosphorylase	90522,4
EG10561	malQ	P15977	g1789821	JW3379	11151	EB0556	694	Amylomaltase	78503,49
EG10562	malT	P06993	g2367223	JW3381	11162	EB0557	901	ATP-dependent transcriptional activator for the mal regulon	103118,46
EG10563	malX	P19642	g1787908	JW1613	5429	EB0558	530	"PTS enzyme II homolog; malI regulated"	56627
EG10564	malY	P23256	g1787909	JW1614	5432	EB0559	390	"Antagonist of MalT transcriptional activator of maltose regulon, binds MalT in absence of maltotriose; cysteine desulfhydrase"	43641,85
EG10565	malZ	P21517	g1786604	JW0393	1402	EB0560	605	Maltodextrin glucosidase	69172,2
EG10566	manA	P00946	g1787899	JW1605	5398	EB0561	391	Mannosephosphate isomerase	42849,95
EG10567	manX	P69797	g1788120	JW1806	6054	EB0562	323	"Mannose permease, EIIAB component; phosphotransferase system"	35047,55
EG10568	manY	P69801	g1788121	JW1807	6056	EB0563	266	"Mannose permease, EIIC component; phosphotransferase system"	27635,78
EG10569	manZ	P69805	g1788122	JW1808	6058	EB0564	286	"Mannose permease, EIID component; phosphotransferase system"	31302,87
EG10570	map	P0AE18	g1786364	JW0163	571	EB0565	264	Methionine aminopeptidase	29330,8
EG10571	mazE	P0AE72	g1789146	JW2754	9122	EB0566	82	MazE antitoxin, toxin is MazF	9355,74
EG10572	mazG	P0AEY3	g1789144	JW2752	9117	EB0567	263	"Nucleoside triphosphate pyrophosphohydrolase, non-specific; binds Era"	30412,3
EG10573	mcrA	P24200	g1787406	JW1145	3891	EB0568	277	"5-methylcytosine-specific DNA binding protein; restriction endonuclease B homolog, e14; prophage gene"	31389,82
EG10574	mcrB	P15005	g87082429	JW5871	14250	EB0569	459	"McrBC restriction endonuclease, catalytic subunit; 5-methylcytosine-specific; requires GTP, inhibited by ATP"	53157,29
EG10575	mcrC	P15006	g1790804	JW5789	14248	EB0570	348	"McrBC restriction endonuclease, specificity subunit; 5-methylcytosine-specific; requires GTP, inhibited by ATP"	40589,7
EG10576	mdh	P61889	g1789632	JW3205	10613	EB0571	312	Malate dehydrogenase, NAD-dependent	32337,3
EG10577	melA	P06720	g1790560	JW4080	13493	EB0572	451	alpha-Galactosidase	50657,07
EG10578	melB	P02921	g1790561	JW4081	13495	EB0573	469	"Melibiose permease; thiomethylgalactoside permease II"	52217,91
EG10579	menD	P17109	g1788599	JW5374	7482	EB0574	556	SEPHCHC synthase, menaquinone biosynthesis	61367,06
EG10580	mepA	P0C0T5	g1788668	JW2325	7691	EB0575	274	Murein DD-endopeptidase, penicillin-insensitive	30136,67
EG10581	metA	P07623	g1790443	JW3973	13121	EB0576	309	"Homoserine O-transsuccinylase; also called homoserine O-succinyltransferase"	35727,3
EG10582	metB	P00935	g1790375	JW3910	12887	EB0577	386	"Cystathionine gamma-synthase; homotetrameric"	41550,4
EG10583	metC	P06721	g1789383	JW2975	9878	EB0578	395	"Cystathionine beta-lyase; homotetrameric; cysteine desulfhydrase"	43212,38
EG10584	metE	P25665	g2367304	JW3805	12520	EB0579	753	"Methionine synthase, cobalamin-independent; 5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase; binds Zn(II)"	84673,54
EG10585	metF	P0AEZ1	g1790377	JW3913	12897	EB0580	296	5,10-Methylenetetrahydrofolate reductase	33102,73
EG10586	metG	P00959	g1788432	JW2101	6991	EB0581	677	Methionine--tRNA ligase	76254,73
EG10587	metH	P13009	g1790450	JW3979	13140	EB0582	1227	"Methionine synthase, cobalamin-dependent; 5-methyltetrahydrofolate-homocysteine methyltransferase; binds Zn(II)"	135997,04
EG10588	metJ	P0A8U6	g1790373	JW3909	12874	EB0583	105	"Methionine regulon repressor, SAM co-repressor; sulfoximine and methylmethionine sensitivity"	12140,75
EG10589	metK	P0A817	g1789311	JW2909	9650	EB0584	384	"S-adenosylmethionine synthase; methionine adenosyltransferase; ethionine sensitivity; essential gene"	41951,63
EG10590	metL	P00562	g1790376	JW3911	12889	EB0585	810	Aspartokinase II-homoserine dehydrogenase II	88887,69
EG10591	metR	P0A9F9	g1790262	JW3804	12506	EB0586	317	"Positive regulatory gene for metE and metH; autogenous regulation"	35629,01
EG10592	mglA	P0AAG8	g1788472	JW2136	7103	EB0587	506	Methyl-galactoside transporter	56415,25
EG10593	mglB	P0AEE5	g1788473	JW2137	7108	EB0588	332	"D-galactose, D-glucose binding protein, periplasmic; substrate recognition for transport and chemotaxis; binds calcium"	35712,57
EG10594	mglC	P23200	g1788471	JW2135	7101	EB0589	336	Methyl-galactoside transport and galactose taxis	35550,18
EG10595	miaA	P16384	g1790613	JW4129	13657	EB0590	316	"Dimethylallyl diphosphate:tRNA dimethylallyltransferase; 2-methylthio-N6-(dimethylallyl)adenosine tRNA hypermodification"	35065,15
EG10596	minC	P18196	g1787424	JW1165	3941	EB0591	231	"Inhibition of FtsZ ring polymerization; forms membrane-associated coiled arrays, more concentrated at the poles"	24775,52
EG10597	minD	P0AEZ3	g1787423	JW1164	3938	EB0592	270	"Inhibition of FtsZ ring polymerization; membrane ATPase that activates MinC; forms membrane-associated coiled arrays on the cytoplasmic face of the inner membrane, more concentrated at the poles"	29614,03
EG10598	minE	P0A734	g1787422	JW1163	3935	EB0593	88	"Blocks MinCD inhibition of FtsZ polymerization at cell center; forms membrane-associated coiled arrays in a ring at the cell center"	10234,91
EG10599	groL	P0A6F5	g1790586	JW4103	13568	EB0594	548	"Chaperonin Cpn60; phage morphogenesis; GroESL large subunit GroEL, weak ATPase; binds Ap4A"	57328,85
EG10600	groS	P0A6F9	g1790585	JW4102	13566	EB0595	97	"Chaperonin Cpn10; GroESL small subunit GroES; phage morphogenesis"	10386,95
EG10601	motA	P09348	g1788199	JW1879	6299	EB0596	295	H+-driven stator protein of flagellar rotation	32011,43
EG10602	motB	P0AF06	g1788198	JW1878	6297	EB0597	308	H+-driven stator protein of flagellar rotation	34186,08
EG10603	mprA	P0ACR9	g1789040	JW2659	8834	EB0598	176	"emrAB repressor, also regulates microcin synthesis; binds uncouplers DNP, CCCP, FCCP"	20563,45
EG10604	mraY	P0A6W3	g1786275	JW0085	316	EB0599	360	UDP-N-acetylmuramoyl-pentapeptide:undecaprenyl-PO4 phosphatase	39874,75
EG10605	mrcB	P02919	g1786343	JW0145	516	EB0600	844	"Murein polymerase, PBP1B; bifunctional murein transglycosylase and transpeptidase; penicillin-binding protein 1B; dimeric"	94292,55
EG10606	mrdA	P0AD65	g1786854	JW0630	2178	EB0601	633	"Penicillin-binding protein PBP2; transpeptidase recruited by cognate SEDS protein MrdB; mecillinam resistance"	70856,61
EG10607	mrdB	P0ABG7	g1786853	JW0629	2173	EB0602	370	"Affects cell shape, mecillinam sensitivity; recruits cognate transpetidase MrdA; SEDS protein"	40475,98
EG10608	mreB	P0A9X4	g87082236	JW3220	10661	EB0603	347	"MreB filaments participate in directional chromosome movement and segregation; mecillinam resistance; forms membrane-associated coiled arrays; actin homolog; morphology"	36952,4
EG10609	mreC	P16926	g1789648	JW3219	10658	EB0604	367	"Cell division and growth; mecillinam resistance; rod shape-determining protein"	39530,38
EG10610	mreD	P0ABH4	g1789647	JW3218	10656	EB0605	162	"Mecillinam resistance; rod shape-determining protein"	18787,81
EG10611	mrp	P0AF08	g87082045	JW2100	6987	EB0606	369	"Function unknown; putative ATPase of the MinD/MRP superfamily, divergently transcribed from metG; in Salmonella, homolog is part of alternative pyrimidine pathway to thiamine"	39938,08
EG10612	mrr	P24202	g1790811	JW4314	14271	EB0607	304	Restriction of DNA with certain methylated adenine or cytosine residues	33519,92
EG10613	msbA	P60752	g1787143	JW0897	3113	EB0608	582	"Lipid exporter to the outer membrane; exports LPS, phospholipids, and lipid A; drug export and resistance; ABC transporter flippase; biogenesis of outer membrane; lipid-activated ATPase"	64460,71
EG10614	lpxM	P24205	g1788161	JW1844	6185	EB0609	323	Lipid A synthesis, KDO2-lauroyl-lipid IVA myristoyl-ACP acyltransferase	37410,38
EG10615	mtlA	P00550	g1790027	JW3573	11761	EB0610	637	Mannitol-specific enzyme IIABC of PTS transport system	67972,26
EG10616	mtlD	P09424	g1790028	JW3574	11767	EB0611	382	Mannitol-1-phosphate dehydrogenase	41139,02
EG10617	mtr	P0AAD2	g1789552	JW3130	10387	EB0612	414	Tryptophan/indole:H+ symport permease, high affinity for Trp	44332,57
EG10618	mukB	P22523	g1787154	JW0907	3138	EB0613	1486	Chromosome condensin MukBEF, ATPase and DNA-binding subunit	170230,18
EG10619	murC	P17952	g1786279	JW0089	324	EB0614	491	"UDP-N-acetylmuramate:L-alanine ligase; L-alanine adding enzyme"	53625,96
EG10620	murD	P14900	g1786276	JW0086	318	EB0615	438	"D-glutamic acid adding enzyme; UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase"	46973,62
EG10621	murE	P22188	g1786273	JW0083	311	EB0616	495	"meso-diaminopimelate adding enzyme; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase"	53343,6
EG10622	murF	P11880	g1786274	JW0084	313	EB0617	452	"D-alanyl:D-alanine adding enzyme; UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase"	47447,15
EG10623	murG	P17443	g1786278	JW0088	322	EB0618	355	"N-acetylglucosaminyl transferase; UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; murein synthesis peripheral membrane protein interacting with cardiolipin"	37814,73
EG10624	mutH	P06722	g1789196	JW2799	9287	EB0619	229	Methyl-directed mismatch repair	25527,46
EG10625	mutS	P23909	g1789089	JW2703	8977	EB0620	853	"Methyl-directed mismatch repair protein; dimeric/tetrameric"	95246,9
EG10626	mutT	P08337	g1786288	JW0097	346	EB0621	129	"8-oxo-dGTPase, antimutator; prevents AT-to-GC transversions; dGTP pyrophosphohydrolase"	14927,07
EG10627	mutY	P17802	g1789331	JW2928	9720	EB0622	350	"GC to TA transversions; adenine glycosylase, G-A repair; 2-hydroxyadenine DNA glycosylase"	39149,12
EG10629	emrE	P23895	g1786755	JW0531	1863	EB0623	110	"Multidrug resistance pump, DLP12 prophage; methylviologen sensitivity"	11958,37
EG10630	nadA	P11458	g1786964	JW0733	2541	EB0624	347	"Quinolinate synthase, A protein; has one [4Fe-4S] cluster per chain"	38240,8
EG10631	nadB	P10902	g1788928	JW2558	8471	EB0625	540	Quinolinate synthase, B protein	60337,41
EG10632	nagA	P0AF18	g1786892	JW0663	2301	EB0626	382	N-acetylglucosamine-6-phosphate deacetylase	40949,1
EG10633	nagB	P0A759	g1786893	JW0664	2304	EB0627	266	"Glucosamine-6-phosphate deaminase; hexameric trimer of dimers"	29774,2
EG10634	nagD	P0AF24	g1786890	JW0661	2296	EB0628	250	"UMP phosphatase; HAD23"	27163,1
EG10635	nagE	P09323	g1786894	JW0665	2312	EB0629	648	N-acetylglucosamine-specific enzyme II of phosphotransferase system	68346,89
EG10636	nagC	P0AF20	g1786891	JW0662	2299	EB0630	406	Transcriptional regulator of nag operon	44541,25
EG10637	nanA	P0A6L4	g1789620	JW3194	10579	EB0631	297	N-Acetylneuraminate lyase (aldolase)	32593,47
EG10638	narG	P09152	g1787477	JW1215	4119	EB0632	1247	Nitrate reductase I (NRA), alpha subunit	140489,39
EG10639	narH	P11349	g1787478	JW1216	4121	EB0633	512	Nitrate reductase I (NRA), beta subunit	58066,41
EG10640	narI	P11350	g1787480	JW1218	4125	EB0634	225	Nitrate reductase I (NRA), gamma subunit	25497,36
EG10641	narJ	P0AF26	g1787479	JW1217	4123	EB0635	236	"Redox enzyme maturation protein (REMP) for NarG; facilitates molybdenum insertion; binds NarG"	26448,86
EG10642	narK	P10903	g1787475	JW1214	4111	EB0636	463	"Nitrate/nitrite antiporter; promotes nitrite extrusion and uptake"	49693,44
EG10643	narL	P0AF28	g1787473	JW1212	4097	EB0637	216	"Two-component regulator protein for nitrate/nitrite response; cognate sensor is NarX"	23926,79
EG10644	narV	P0AF32	g1787738	JW1460	4889	EB0638	226	Nitrate reductase II (NRZ), gamma-subunit	26017,92
EG10645	narW	P19317	g1787739	JW1461	4892	EB0639	231	"Redox enzyme maturation protein (REMP) for for NarZYV, molybdenum insertion; binds NarZ"	26160,59
EG10646	narX	P0AFA2	g1787474	JW1213	4099	EB0640	598	"Two-component nitrate/nittrite sensor-transmitter protein; NarL is cognate regulator; functional redundance with narQ"	67083,92
EG10647	narY	P19318	g1787740	JW1462	4896	EB0641	514	Nitrate reductase II (NRZ), beta subunit	58557,87
EG10648	narZ	P19319	g1787741	JW1463	4898	EB0642	1246	Nitrate reductase II (NRZ), alpha subunit	140226,65
EG10649	ndh	P00393	g1787352	JW1095	3746	EB0643	434	"Respiratory NADH dehydrogenase II; NADH:ubiquinone oxidoreductase II; membrane-bound flavoprotein; cupric reductase"	47358,67
EG10650	ndk	P0A763	g1788866	JW2502	8291	EB0644	143	Nucleoside diphosphate kinase	15463,44
EG10651	nfo	P0A6C1	g1788483	JW2146	7146	EB0645	285	"AP endodeoxyribonuclease IV; member of soxRS regulon; endonuclease IV"	31479,53
EG10652	nhaA	P13738	g1786201	JW0018	68	EB0646	388	"Na+/H+ antiporter 1, strongly pH-dependent; helps regulate intracellular pH and extrude lithium; nhaA_P1 activated by NhaR, repressed by H-NS and stimulated by Na(+)"	41355,7
EG10653	nirB	P08201	g1789765	JW3328	11003	EB0647	847	Nitrite reductase [NAD(P)H] subunit	93121,32
EG10654	nirC	P0AC26	g87082249	JW3330	11008	EB0648	268	"Nitrite uptake transporter; membrane protein"	28562,52
EG10655	nirD	P0A9I8	g1789766	JW3329	11005	EB0649	108	Nitrite reductase [NAD(P)H] subunit	12284
EG10656	sfsB	P0ACH1	g1789579	JW3155	10477	EB0650	92	"Overexpression increases maltose and lactose utilization; stimulates MalQ, MalP and LacZ"	10495,02
EG10657	nlpA	P04846	g1790093	JW3635	11964	EB0651	272	Lipoprotein-28, inner membrane protein, function unknown	29423,59
EG10658	bamC	P0A903	g87082112	JW2462	8161	EB0652	344	"Lipoprotein required for OM biogenesis; in BamABCD OM complex; mutant is rifampin-sensitive"	36842,43
EG10659	nmpC	P21420	g1786765	JW5078	1888	EB0653	365	"Pseudogene reconstruction, OM porin, DLP12 prophage; interrupted by IS5B"	40302,38
EG10660	nrdA	P00452	g2367133	JW2228	7383	EB0654	761	"Ribonucleoside diphosphate reductase, subunit alpha; class I, aerobic; ribonucleotide reductase; B1 protein, R1 subunit"	85775,28
EG10661	nrdB	P69924	g1788567	JW2229	7386	EB0655	376	"Ribonucleoside diphosphate reductase, subunit beta; class I, aerobic; ribonucleotide reductase; B2 protein, R2 subunit"	43517,27
EG10662	nth	P0AB83	g1787920	JW1625	5463	EB0656	211	Endonuclease III, DNA glycosylase/apyrimidinic (AP) lyase	23562,39
EG10663	nadE	P18843	g1788036	JW1729	5803	EB0657	275	NAD synthase, ammonia dependent	30636,83
EG10664	nupG	P0AFF4	g87082192	JW2932	9728	EB0658	418	Nucleoside transporter	46389,24
EG10665	nusA	P0AFF6	g1789560	JW3138	10413	EB0659	495	"Transcription termination/antitermination L factor; mutant survives lambda induction"	54870,92
EG10666	nusB	P0A780	g1786618	JW0406	1447	EB0660	139	"Transcription termination/antitermination factor; mutant survives lambda induction"	15689,06
EG10667	nusG	P0AFG0	g1790414	JW3945	13026	EB0661	181	Stabilizes phage lambda protein N-NusA-RNAP antitermination complex	20531,51
EG10668	ogt	P0AFH0	g1787596	JW1329	4486	EB0662	171	O6-methylguanine-DNA methyltransferase, constitutive	19179,08
EG10669	ompA	P0A910	g1787191	JW0940	3240	EB0663	346	"Outer membrane protein A; Outer membrane porin A; T-even phage receptor; weak porin; homodimer, abundant cell surface protein"	37200,76
EG10670	ompC	P06996	g1788544	JW2203	7321	EB0664	367	Outer membrane porin C	40368,12
EG10671	ompF	P02931	g1787160	JW0912	3153	EB0665	362	Outer membrane porin F	39333,31
EG10672	ompR	P0AA16	g1789809	JW3368	11110	EB0666	239	"Response regulator for osmoregulation; regulates production of outer membrane proteins"	27353,62
EG10673	ompT	P09169	g1786777	JW0554	1931	EB0667	317	"Outer membrane protease VII, DLP12 prophage; OM protein 2b; omptin"	35562,31
EG10674	oppA	P23843	g1787495	JW1235	4172	EB0668	543	Oligopeptide transport, periplasmic oligopeptide binding protein	60898,93
EG10675	oppB	P0AFH2	g1787497	JW1236	4174	EB0669	306	Oligopeptide transport, permease	33443,2
EG10676	oppC	P0AFH6	g1787498	JW1237	4176	EB0670	302	Oligopeptide transport, permease	33021,92
EG10677	oppD	P76027	g48994883	JW1238	4178	EB0671	337	Oligopeptide transport, ATP-binding protein	37188,43
EG10678	oppF	P77737	g1787500	JW1239	4182	EB0672	334	Oligopeptide transpor, ATP-binding protein	37197,55
EG10679	osmB	P0ADA7	g1787539	JW1275	4309	EB0673	72	"Osmotically and stress inducible lipoprotein; function unknown; mutation confers partial resistance to osmotic stress"	6948,06
EG10680	osmC	P0C0L2	g1787757	JW1477	4944	EB0674	143	"Osmotically inducible, stress-inducible membrane protein; involved in defense against oxidative compounds; required for long-term survival in stationary phase"	15088,14
EG10681	oxyR	P0ACQ4	g1790399	JW3933	12973	EB0675	305	Bifunctional regulatory protein sensor for oxidative stress	34275,93
EG10682	pabA	P00903	g1789760	JW3323	10983	EB0676	187	"Sulfonamide resistance; p-aminobenzoate biosynthesis"	20771,86
EG10683	pabB	P05041	g1788114	JW1801	6031	EB0677	453	"Sulfonamide resistance; p-aminobenzoate biosynthesis"	50969,55
EG10684	pal	P0A912	g1786962	JW0731	2521	EB0678	173	"Lipoprotein associated with peptidoglycan; involved in maintaining cell membrane integrity"	18824,19
