Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
P05100	tag b3549 JW3518	tag		b3549 JW3518	3MG1_ECOLI		Evidence at protein level		DNA-3-methyladenine glycosylase 1 (EC 3.2.2.20) (3-methyladenine-DNA glycosylase I, constitutive) (TAG I) (DNA-3-methyladenine glycosidase I) (DNA-3-methyladenine glycosylase I)	"GO:0008725; GO:0006284; GO:0046872; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; Direct protein sequencing; Hydrolase; Metal-binding; Zinc"	187	
P04395	alkA aidA b2068 JW2053	alkA	aidA	b2068 JW2053	3MG2_ECOLI		Evidence at protein level	Alkylbase DNA glycosidase alkA family	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21) (3-methyladenine-DNA glycosylase II, inducible) (TAG II) (DNA-3-methyladenine glycosidase II) (DNA-3-methyladenine glycosylase II)	"GO:0003677; GO:0006307; GO:0003905; GO:0006284; GO:0005737; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; Direct protein sequencing; Hydrolase"	282	
P00350	gnd b2029 JW2011	gnd		b2029 JW2011	6PGD_ECOLI		Evidence at protein level	6-phosphogluconate dehydrogenase family	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	"GO:0019521; GO:0050661; GO:0055114; GO:0006098; GO:0004616; GO:0042803"	"3D-structure; Complete proteome; Gluconate utilization; NADP; Oxidoreductase; Pentose shunt"	468	
C4ZXT8	pgl BWG_0619	pgl		BWG_0619	6PGL_ECOBW		Inferred from homology	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
B1X797	pgl ECDH10B_0835	pgl		ECDH10B_0835	6PGL_ECODH		Inferred from homology	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
P52697	pgl ybhE b0767 JW0750	pgl	ybhE	b0767 JW0750	6PGL_ECOLI		Evidence at protein level	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (Pgl) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"3D-structure; Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
C4ZSX9	aaeA BWG_2942	aaeA		BWG_2942	AAEA_ECOBW	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
B1XHL3	aaeA ECDH10B_3418	aaeA		ECDH10B_3418	AAEA_ECODH	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
P46482	aaeA yhcQ b3241 JW3210	aaeA	yhcQ	b3241 JW3210	AAEA_ECOLI	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0046942; GO:0016021; GO:0005886; GO:0009306; GO:0008565; GO:0042221"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
C4ZSX8	aaeB BWG_2941	aaeB		BWG_2941	AAEB_ECOBW	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level	Aromatic acid exporter ArAE (TC 2.A.85) family	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	"GO:0016021; GO:0005886; GO:0006810"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	655	
P46481	aaeB yhcP b3240 JW3209	aaeB	yhcP	b3240 JW3209	AAEB_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Aromatic acid exporter ArAE (TC 2.A.85) family	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	"GO:0046942; GO:0016021; GO:0005886; GO:0042221"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	655	
P67662	aaeR yhcS b3243 JW3212	aaeR	yhcS	b3243 JW3212	AAER_ECOLI		Predicted		HTH-type transcriptional activator AaeR	"GO:0003677; GO:0006355; GO:0003700; GO:0006350; GO:0016563"	"Activator; Complete proteome; DNA-binding; Transcription; Transcription regulation"	309	
C4ZSY0	aaeX BWG_2943	aaeX		BWG_2943	AAEX_ECOBW	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
B1XHL4	aaeX ECDH10B_3419	aaeX		ECDH10B_3419	AAEX_ECODH	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
P46478	aaeX yhcR b3242 JW5541	aaeX	yhcR	b3242 JW5541	AAEX_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
B1XAY4	xseA ECDH10B_2675	xseA		ECDH10B_2675	EX7L_ECODH	Cytoplasm. 	Inferred from homology	XseA family	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	"GO:0006308; GO:0005737; GO:0008855; GO:0009318; GO:0003676"	"Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease"	456
P04994	xseA b2509 JW2493	xseA		b2509 JW2493	EX7L_ECOLI	Cytoplasm. 	Evidence at protein level	XseA family	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	"GO:0006308; GO:0005737; GO:0008855; GO:0009318; GO:0003676; GO:0005515"	"Complete proteome; Cytoplasm; Direct protein sequencing; Exonuclease; Hydrolase; Nuclease"	456
C4ZTH9	xseB BWG_0304	xseB		BWG_0304	EX7S_ECOBW	Cytoplasm. 	Inferred from homology	XseB family	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	"GO:0006308; GO:0005737; GO:0008855; GO:0009318"	"Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease"	80
B1XF10	xseB ECDH10B_0378	xseB		ECDH10B_0378	EX7S_ECODH	Cytoplasm. 	Inferred from homology	XseB family	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	"GO:0006308; GO:0005737; GO:0008855; GO:0009318"	"Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease"	80
P0A8G9	xseB yajE b0422 JW0412	xseB	yajE	b0422 JW0412	EX7S_ECOLI	Cytoplasm. 	Evidence at protein level	XseB family	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	"GO:0006308; GO:0005737; GO:0008855; GO:0009318"	"Complete proteome; Cytoplasm; Direct protein sequencing; Exonuclease; Hydrolase; Nuclease"	80
P0ABU7	exbB b3006 JW2974	exbB		b3006 JW2974	EXBB_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	ExbB/tolQ family	Biopolymer transport protein exbB	"GO:0043213; GO:0016021; GO:0005886; GO:0008565"	"Bacteriocin transport; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Protein transport; Transmembrane; Transmembrane helix; Transport"	244
P0ABV2	exbD b3005 JW2973	exbD		b3005 JW2973	EXBD_ECOLI	"Cell inner membrane; Single-pass type II membrane protein. "	Evidence at protein level	ExbD/tolR family	Biopolymer transport protein exbD	"GO:0043213; GO:0016021; GO:0005886; GO:0005215"	"3D-structure; Bacteriocin transport; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Protein transport; Signal-anchor; Transmembrane; Transmembrane helix; Transport"	141
P0AEK0	exoX yobC b1844 JW1833	exoX	yobC	b1844 JW1833	EXOX_ECOLI		Evidence at protein level		Exodeoxyribonuclease 10 (EC 3.1.11.-) (Exodeoxyribonuclease X) (Exo X) (Exonuclease X)	"GO:0006281; GO:0004527; GO:0005622; GO:0003676"	"Complete proteome; DNA damage; DNA repair; Exonuclease; Hydrolase; Magnesium; Nuclease"	220
P0ACL2	exuR b3094 JW3065	exuR		b3094 JW3065	EXUR_ECOLI		Predicted		Exu regulon transcriptional regulator	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Repressor; Transcription; Transcription regulation"	258
P0AA78	exuT b3093 JW3064	exuT		b3093 JW3064	EXUT_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Major facilitator superfamily, Phthalate permease family	Hexuronate transporter	"GO:0019698; GO:0016021; GO:0005886; GO:0055085; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	472
B1XEL4	fbp ECDH10B_4427	fbp		ECDH10B_4427	F16PA_ECODH	Cytoplasm. 	Inferred from homology	FBPase class 1 family	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	"GO:0005975; GO:0005737; GO:0042132; GO:0046872"	"Carbohydrate metabolism; Complete proteome; Cytoplasm; Hydrolase; Magnesium; Metal-binding"	332
P0A993	fbp fdp b4232 JW4191	fbp	fdp	b4232 JW4191	F16PA_ECOLI	Cytoplasm. 	Evidence at protein level	FBPase class 1 family	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	"GO:0005975; GO:0005737; GO:0042132; GO:0046872; GO:0000166"	"3D-structure; Allosteric enzyme; Carbohydrate metabolism; Complete proteome; Cytoplasm; Direct protein sequencing; Hydrolase; Magnesium; Metal-binding; Nucleotide-binding"	332
C4ZQ80	fabA BWG_0806	fabA		BWG_0806	FABA_ECOBW	Cytoplasm. 	Inferred from homology	Thioester dehydratase family, FabA subfamily	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60) (Beta-hydroxydecanoyl thioester dehydrase)	"GO:0008693; GO:0005737; GO:0006633"	"Complete proteome; Cytoplasm; Fatty acid biosynthesis; Lipid synthesis; Lyase"	172
B1X8Q8	fabA ECDH10B_1024	fabA		ECDH10B_1024	FABA_ECODH	Cytoplasm. 	Inferred from homology	Thioester dehydratase family, FabA subfamily	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60) (Beta-hydroxydecanoyl thioester dehydrase)	"GO:0008693; GO:0005737; GO:0006633"	"Complete proteome; Cytoplasm; Fatty acid biosynthesis; Lipid synthesis; Lyase"	172
P0A6Q3	fabA b0954 JW0937	fabA		b0954 JW0937	FABA_ECOLI	Cytoplasm. 	Evidence at protein level	Thioester dehydratase family, FabA subfamily	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60) (Beta-hydroxydecanoyl thioester dehydrase)	"GO:0008693; GO:0005737; GO:0006633"	"3D-structure; Complete proteome; Cytoplasm; Direct protein sequencing; Fatty acid biosynthesis; Lipid synthesis; Lyase"	172
P0A953	fabB fabC b2323 JW2320	fabB	fabC	b2323 JW2320	FABB_ECOLI	Cytoplasm. 	Evidence at protein level	Beta-ketoacyl-ACP synthases family	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I) (KAS I)	"GO:0004315; GO:0005829; GO:0006633"	"3D-structure; Acyltransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Fatty acid biosynthesis; Lipid synthesis; Transferase"	406
P0AAI9	fabD tfpA b1092 JW1078	fabD	tfpA	b1092 JW1078	FABD_ECOLI		Evidence at protein level	FabD family	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	"GO:0004314; GO:0005488; GO:0006633"	"3D-structure; Acyltransferase; Complete proteome; Direct protein sequencing; Fatty acid biosynthesis; Lipid synthesis; Transferase"	309
P0AAI5	fabF fabJ b1095 JW1081	fabF	fabJ	b1095 JW1081	FABF_ECOLI		Evidence at protein level	Beta-ketoacyl-ACP synthases family	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	"GO:0008415; GO:0033817; GO:0005829; GO:0006633; GO:0005515"	"3D-structure; Acyltransferase; Complete proteome; Direct protein sequencing; Fatty acid biosynthesis; Lipid synthesis; Transferase"	413
P0AEK2	fabG b1093 JW1079	fabG		b1093 JW1079	FABG_ECOLI		Evidence at protein level	Short-chain dehydrogenases/reductases (SDR) family	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)	"GO:0004316; GO:0051287; GO:0006633; GO:0055114"	"3D-structure; Complete proteome; Fatty acid biosynthesis; Lipid synthesis; NADP; Oxidoreductase"	244
P0A6R0	fabH b1091 JW1077	fabH		b1091 JW1077	FABH_ECOLI	Cytoplasm. 	Evidence at protein level	FabH family	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III) (EcFabH)	"GO:0004315; GO:0033818; GO:0005737; GO:0006633"	"3D-structure; Acyltransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Fatty acid biosynthesis; Lipid synthesis; Multifunctional enzyme; Transferase"	317
P0AEK4	fabI envM b1288 JW1281	fabI	envM	b1288 JW1281	FABI_ECOLI	"Cell inner membrane; Peripheral membrane protein. "	Evidence at protein level	Short-chain dehydrogenases/reductases (SDR) family, FabI subfamily	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	"GO:0004318; GO:0006633; GO:0055114; GO:0005886; GO:0005515; GO:0046677"	"3D-structure; Antibiotic resistance; Cell inner membrane; Cell membrane; Complete proteome; Direct protein sequencing; Fatty acid biosynthesis; Lipid synthesis; Membrane; NAD; Oxidoreductase"	262
C5A0R2	fabR BWG_3631	fabR		BWG_3631	FABR_ECOBW	Cytoplasm. 	Inferred from homology		HTH-type transcriptional repressor fabR	"GO:0003677; GO:0005737; GO:0006633; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; Cytoplasm; DNA-binding; Fatty acid biosynthesis; Lipid synthesis; Repressor; Transcription; Transcription regulation"	215
B1XBX4	fabR ECDH10B_4152	fabR		ECDH10B_4152	FABR_ECODH	Cytoplasm. 	Inferred from homology		HTH-type transcriptional repressor fabR	"GO:0003677; GO:0005737; GO:0006633; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; Cytoplasm; DNA-binding; Fatty acid biosynthesis; Lipid synthesis; Repressor; Transcription; Transcription regulation"	215
P0ACU5	fabR yijC b3963 JW3935	fabR	yijC	b3963 JW3935	FABR_ECOLI	Cytoplasm. 	Evidence at protein level		HTH-type transcriptional repressor fabR	"GO:0003677; GO:0005737; GO:0006633; GO:0032582; GO:0003700; GO:0016566; GO:0006350; GO:0016563"	"Complete proteome; Cytoplasm; DNA-binding; Fatty acid biosynthesis; Lipid synthesis; Repressor; Transcription; Transcription regulation"	215
C4ZRS2	fabZ BWG_0172	fabZ		BWG_0172	FABZ_ECOBW	Cytoplasm. 	Inferred from homology	Thioester dehydratase family, FabZ subfamily	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-)	"GO:0005737; GO:0006633; GO:0016836; GO:0009245"	"Complete proteome; Cytoplasm; Lipid A biosynthesis; Lipid synthesis; Lyase"	151
B1XD49	fabZ ECDH10B_0160	fabZ		ECDH10B_0160	FABZ_ECODH	Cytoplasm. 	Inferred from homology	Thioester dehydratase family, FabZ subfamily	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-)	"GO:0005737; GO:0006633; GO:0016836; GO:0009245"	"Complete proteome; Cytoplasm; Lipid A biosynthesis; Lipid synthesis; Lyase"	151
P0A6Q6	fabZ sefA yaeA b0180 JW0175	fabZ	sefA yaeA	b0180 JW0175	FABZ_ECOLI	Cytoplasm. 	Evidence at protein level	Thioester dehydratase family, FabZ subfamily	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-) (17 kDa actomyosin component)	"GO:0005737; GO:0006633; GO:0016836; GO:0009245"	"Complete proteome; Cytoplasm; Direct protein sequencing; Lipid A biosynthesis; Lipid synthesis; Lyase"	151
P21151	fadA oldA b3845 JW5578	fadA	oldA	b3845 JW5578	FADA_ECOLI	Cytoplasm. 	Evidence at protein level	Thiolase family	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	"GO:0003988; GO:0005737; GO:0006631; GO:0016042"	"Acyltransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Fatty acid metabolism; Lipid degradation; Lipid metabolism; Transferase"	387
C5A020	fadB BWG_3522	fadB		BWG_3522	FADB_ECOBW		Inferred from homology	"Enoyl-CoA hydratase/isomerase family; 3-hydroxyacyl-CoA dehydrogenase family"	"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"	"GO:0003857; GO:0008692; GO:0050662; GO:0004165; GO:0004300; GO:0016507; GO:0009062; GO:0055114"	"Complete proteome; Fatty acid metabolism; Isomerase; Lipid degradation; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase"	729
B1XAK8	fadB ECDH10B_4035	fadB		ECDH10B_4035	FADB_ECODH		Inferred from homology	"Enoyl-CoA hydratase/isomerase family; 3-hydroxyacyl-CoA dehydrogenase family"	"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"	"GO:0003857; GO:0008692; GO:0050662; GO:0004165; GO:0004300; GO:0016507; GO:0009062; GO:0055114"	"Complete proteome; Fatty acid metabolism; Isomerase; Lipid degradation; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase"	729
P21177	fadB oldB b3846 JW3822	fadB	oldB	b3846 JW3822	FADB_ECOLI		Evidence at protein level	"Enoyl-CoA hydratase/isomerase family; 3-hydroxyacyl-CoA dehydrogenase family"	"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"	"GO:0003857; GO:0008692; GO:0050662; GO:0004165; GO:0004300; GO:0016507; GO:0009062; GO:0055114"	"Complete proteome; Direct protein sequencing; Fatty acid metabolism; Isomerase; Lipid degradation; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase"	729
Q47146	fadE yafH b0221 JW5020	fadE	yafH	b0221 JW5020	FADE_ECOLI		Evidence at transcript level	Acyl-CoA dehydrogenase family	Acyl-coenzyme A dehydrogenase (ACDH) (EC 1.3.99.-)	"GO:0050660; GO:0003995; GO:0033539; GO:0055114"	"Complete proteome; FAD; Fatty acid metabolism; Flavoprotein; Lipid metabolism; Oxidoreductase"	814
P42593	fadH ygjL b3081 JW3052	fadH	ygjL	b3081 JW3052	FADH_ECOLI		Evidence at protein level		2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34) (2,4-dienoyl coenzyme A reductase)	"GO:0008670; GO:0051539; GO:0010181; GO:0046872; GO:0055114"	"3D-structure; 4Fe-4S; Complete proteome; Direct protein sequencing; FAD; Flavoprotein; Iron; Iron-sulfur; Metal-binding; NADP; Oxidoreductase"	672
C4ZVN3	fadI BWG_2114	fadI		BWG_2114	FADI_ECOBW	Cytoplasm. 	Inferred from homology	Thiolase family	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	"GO:0003988; GO:0005737; GO:0006631; GO:0016042"	"Acyltransferase; Complete proteome; Cytoplasm; Fatty acid metabolism; Lipid degradation; Lipid metabolism; Transferase"	436
B1X9L5	fadI ECDH10B_2505	fadI		ECDH10B_2505	FADI_ECODH	Cytoplasm. 	Inferred from homology	Thiolase family	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	"GO:0003988; GO:0005737; GO:0006631; GO:0016042"	"Acyltransferase; Complete proteome; Cytoplasm; Fatty acid metabolism; Lipid degradation; Lipid metabolism; Transferase"	436
P76503	fadI yfcY b2342 JW2339	fadI	yfcY	b2342 JW2339	FADI_ECOLI	Cytoplasm. 	Evidence at protein level	Thiolase family	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	"GO:0003988; GO:0005737; GO:0006631; GO:0016042"	"Acyltransferase; Complete proteome; Cytoplasm; Fatty acid metabolism; Lipid degradation; Lipid metabolism; Transferase"	436
C4ZVN2	fadJ BWG_2113	fadJ		BWG_2113	FADJ_ECOBW	Cytoplasm. 	Inferred from homology	"Enoyl-CoA hydratase/isomerase family; 3-hydroxyacyl-CoA dehydrogenase family"	"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"	"GO:0003857; GO:0008692; GO:0051287; GO:0004300; GO:0006635; GO:0016507; GO:0055114"	"Complete proteome; Cytoplasm; Fatty acid metabolism; Isomerase; Lipid degradation; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase"	714
B1X9L4	fadJ ECDH10B_2504	fadJ		ECDH10B_2504	FADJ_ECODH	Cytoplasm. 	Inferred from homology	"Enoyl-CoA hydratase/isomerase family; 3-hydroxyacyl-CoA dehydrogenase family"	"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"	"GO:0003857; GO:0008692; GO:0051287; GO:0004300; GO:0006635; GO:0016507; GO:0055114"	"Complete proteome; Cytoplasm; Fatty acid metabolism; Isomerase; Lipid degradation; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase"	714
P77399	fadJ yfcX b2341 JW2338	fadJ	yfcX	b2341 JW2338	FADJ_ECOLI	Cytoplasm. 	Evidence at protein level	"Enoyl-CoA hydratase/isomerase family; 3-hydroxyacyl-CoA dehydrogenase family"	"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"	"GO:0003857; GO:0008692; GO:0051287; GO:0004300; GO:0006635; GO:0016507; GO:0055114; GO:0005515"	"Complete proteome; Cytoplasm; Fatty acid metabolism; Isomerase; Lipid degradation; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase"	714
P38135	fadK ydiD b1701 JW5910	fadK	ydiD	b1701 JW5910	FADK_ECOLI	"Membrane; Peripheral membrane protein. "	Evidence at protein level	ATP-dependent AMP-binding enzyme family	Short-chain-fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase)	"GO:0005524; GO:0006631; GO:0016874; GO:0016020"	"ATP-binding; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Membrane; Nucleotide-binding"	548
P10384	fadL ttr b2344 JW2341	fadL	ttr	b2344 JW2341	FADL_ECOLI	"Cell outer membrane; Multi-pass membrane protein. "	Evidence at protein level	OmpP1/fadL family	Long-chain fatty acid transport protein (Outer membrane fadL protein) (Outer membrane flp protein)	"GO:0009279; GO:0009597; GO:0046718; GO:0016021; GO:0006869; GO:0005886; GO:0005215"	"3D-structure; Cell membrane; Cell outer membrane; Complete proteome; Direct protein sequencing; Lipid transport; Membrane; Phage recognition; Signal; Transmembrane; Transmembrane beta strand; Transport"	446
C4ZTM8	fadR BWG_1012	fadR		BWG_1012	FADR_ECOBW	Cytoplasm. 	Inferred from homology		Fatty acid metabolism regulator protein	"GO:0003677; GO:0000062; GO:0005737; GO:0006631; GO:0019217; GO:0006355; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Fatty acid metabolism; Lipid metabolism; Repressor; Transcription; Transcription regulation"	239
B1XA74	fadR ECDH10B_1240	fadR		ECDH10B_1240	FADR_ECODH	Cytoplasm. 	Inferred from homology		Fatty acid metabolism regulator protein	"GO:0003677; GO:0000062; GO:0005737; GO:0006631; GO:0019217; GO:0006355; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Fatty acid metabolism; Lipid metabolism; Repressor; Transcription; Transcription regulation"	239
P0A8V6	fadR oleR thdB b1187 JW1176	fadR	oleR thdB	b1187 JW1176	FADR_ECOLI	Cytoplasm. 	Evidence at protein level		Fatty acid metabolism regulator protein	"GO:0003677; GO:0000062; GO:0005737; GO:0006631; GO:0019217; GO:0006355; GO:0003700; GO:0006350"	"3D-structure; Activator; Complete proteome; Cytoplasm; DNA-binding; Direct protein sequencing; Fatty acid metabolism; Lipid metabolism; Repressor; Transcription; Transcription regulation"	239
