EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW
EG10652	nhaA	ECK0020	P13738	b0019	CG15893	g1786201	JW0018	68	EB0646	aa	"OK; Verified[0]"	388	Clockwise	17489	18655	0.38	"ant;antA"	Na+/H+ antiporter	"Na+/H+ antiporter 1, strongly pH-dependent; helps regulate intracellular pH and extrude lithium; nhaA_P1 activated by NhaR, repressed by H-NS and stimulated by Na(+)"	nhaA P2 promoter is RpoS-regulated, but H-NS, Na(+)- and NhaR-independent.	41355.70
EG10653	nirB	ECK3353	P08201	b3365	CG451	g1789765	JW3328	11003	EB0647	aa	OK	847	Clockwise	3492033	3494576	75.26	Null	Nitrite reductase	Nitrite reductase [NAD(P)H] subunit	Null	93121.32
EG10655	nirD	ECK3354	P0A9I8	b3366	CG35425	g1789766	JW3329	11005	EB0649	aa	OK	108	Clockwise	3494573	3494899	75.32	Null	Nitrite reductase	Nitrite reductase [NAD(P)H] subunit	Null	12284.00
EG10657	nlpA	ECK3651	P04846	b3661	CG35704	g1790093	JW3635	11964	EB0651	aa	OK	272	Counterclockwise	3837198	3838016	82.70	Null	New lipoprotein	Lipoprotein-28, inner membrane protein, function unknown	Pathogenicity island eip (EAEC strain 042) has inserted in the adjacent yicS-nepI intergenic region. First 23 aa are a type II signal peptide. Mutants have reduced OM vesiculation (McBroom, 2006).	29423.59
EG10660	nrdA	ECK2226	P00452	b2234	CG445	g2367133	JW2228	7383	EB0654	aa	"OK; Verified[0]"	761	Clockwise	2342887	2345172	50.50	dnaF	Nucleotide reductase	"Ribonucleoside-diphosphate reductase 1, alpha subunit; class Ia aerobic ribonucleotide reductase; B1 protein, R1 subunit"	Reducing equivalents provided by glutaredoxin or thioredoxin. Binds TrxA (Kumar, 2004). About half of the overproduced protein has the first one or two amino acids removed. E. coli B native protein is reported to start with Gln. a second native E. coli B protein start may correspond to a cleavage after Leu26. Leu26 CTG codon is unlikely to be an alternative start codon in K-12 or B and no evidence of this cleavage or an alternative start codon was seen with the overproduced K-12 protein.  An M-N or MN-Q cleavage by MAP would be unusual. The variable N-termini may be created by an unknown protease.	85775.28
EG10661	nrdB	ECK2227	P69924	b2235	CG444	g1788567	JW2229	7386	EB0655	aa	"OK; Verified[1]"	376	Clockwise	2345406	2346536	50.55	ftsB	Nucleotide reductase	"Ribonucleoside-diphosphate reductase 1, beta subunit; class Ia aerobic ribonucleotide reductase; B2 protein, R2 subunit"	Reducing equivalents provided by glutaredoxin or thioredoxin. Tyr122 is an essential tyrosal radical.	43517.27
EG10662	nth	ECK1629	P0AB83	b1633	CG13070	g1787920	JW1625	5463	EB0656	aa	"OK; Verified[0]"	211	Clockwise	1709547	1710182	36.85	Null	eNdonuclease THree	Endonuclease III, DNA glycosylase/apyrimidinic (AP) lyase	Nth is specific for damaged pyrimidine sites, particularly Thy.	23562.39
EG10665	nusA	ECK3158	P0AFF6	b3169	CG441	g1789560	JW3138	10413	EB0659	aa	"OK; Verified[0]"	495	Counterclockwise	3314061	3315548	71.43	Null	N (phage lambda protein) utilization substance	"Transcription termination/antitermination L factor; mutant survives lambda induction"	Null	54870.92
EG10666	nusB	ECK0410	P0A780	b0416	CG440	g1786618	JW0406	1447	EB0660	aa	OK	139	Clockwise	434361	434780	9.36	"groNB;ssaD;ssyB"	N (phage lambda protein) utilization substance	"Transcription termination/antitermination factor; mutant survives lambda induction"	Null	15689.06
EG10667	nusG	ECK3973	P0AFG0	b3982	CG31308	g1790414	JW3945	13026	EB0661	aa	"OK; Verified[1]"	181	Clockwise	4175766	4176311	90.00	Null	N (phage lambda protein) utilization substance	Stabilizes phage lambda protein N-NusA-RNAP antitermination complex	Binds TrxA (Kumar, 2004).	20531.51
EG10668	ogt	ECK1331	P0AFH0	b1335	CG31984	g1787596	JW1329	4486	EB0662	aa	"OK; Verified[0]"	171	Counterclockwise	1397745	1398260	30.13	Null	O-methylguanine transferase	O6-methylguanine-DNA methyltransferase, constitutive	Null	19179.08
EG10669	ompA	ECK0948	P0A910	b0957	CG437	g1787191	JW0940	3240	EB0663	aa	"OK; Verified[21]"	346	Counterclockwise	1018236	1019276	21.95	"con;tolG;tut"	Outer membrane protein	"Outer membrane protein A; Outer membrane porin A; T-even phage receptor; weak porin; homodimer, abundant cell surface protein"	OmpA is required for colicins K and L and the stabilization of mating aggregates. OmpA is elevated 5X during growth at 4C (enabled by Oleispira antarctica Cpn10/60 transgene). OmpA expression is elevated during biofilm formation (Orme, 2006). OmpA is required for biofilm formation under some condtions. Translation of OmpF is inhibited by the rseX sRNA. Alkali-inducible Binds TrxA (Kumar, 2004). Perhaps because it is so abundant, OmpA is found in some inner membrane preparations.	37200.76
EG10672	ompR	ECK3392	P0AA16	b3405	CG434	g1789809	JW3368	11110	EB0666	aa	OK	239	Counterclockwise	3533887	3534606	76.17	"kmt;ompB"	Outer membrane protein	"Response regulator for osmoregulation; regulates production of outer membrane proteins"	The cognate sensor kinase for OmpR is EnvZ. Binds TrxA (Kumar, 2004). Mutants have elevated OM vesiculation (McBroom, 2006). Mutations in ompR have increased motility in the presence of high [NaCl], which normally suppresses motility (Girgis, 2007). 	27353.62
EG10674	oppA	ECK1237	P23843	b1243	CG18094	g1787495	JW1235	4172	EB0668	aa	"OK; Verified[26]"	543	Clockwise	1299206	1300837	28.00	Null	Oligopeptide permease	Oligopeptide-binding protein, periplasmic	Polyamine modulon. After four hours of Zn(II) stress, OppA protein levels decreased (Easton, 2006).	60898.93
EG10675	oppB	ECK1238	P0AFH2	b1244	CG18091	g1787497	JW1236	4174	EB0669	aa	OK	306	Clockwise	1300923	1301843	28.04	stkB	Oligopeptide permease	Oligopeptide transport, permease	Null	33443.20
EG10676	oppC	ECK1239	P0AFH6	b1245	CG18088	g1787498	JW1237	4176	EB0670	aa	OK	302	Clockwise	1301858	1302766	28.06	stkB	Oligopeptide permease	Oligopeptide transport, permease	Null	33021.92
EG10677	oppD	ECK1240	P76027	b1246	CG18085	g48994883	JW1238	4178	EB0671	aa	OK	337	Clockwise	1302778	1303791	28.08	Null	Oligopeptide permease	Oligopeptide transport, ATP-binding protein	Null	37188.43
EG10678	oppF	ECK1241	P77737	b1247	CG35799	g1787500	JW1239	4182	EB0672	aa	OK	334	Clockwise	1303788	1304792	28.10	Null	Oligopeptide permease	Oligopeptide transport, ATP-binding protein	Null	37197.55
EG10680	osmC	ECK1476	P0C0L2	b1482	CG32184	g1787757	JW1477	4944	EB0674	aa	"OK; Verified[1]"	143	Clockwise	1554649	1555080	33.51	Null	Osmotically inducible	"Lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; stress-induced peroxiredoxin; salt-shock inducible membrane protein; required for long-term survival in stationary phase"	OsmC metabolizes and protects against organic hydroperoxides (Lesniak, 2003). OsmC is directly reduced by lipoylated enzymes (Cussiol, 2010). OsmC contains a conserved CxxS redox motif. Regulated by NhaR, RcsBDC, Lrp, Hns and RpoS. Nonessential gene.	15088.14
EG10681	oxyR	ECK3953	P0ACQ4	b3961	CG28841	g1790399	JW3933	12973	EB0675	aa	"OK; Verified[0]"	305	Clockwise	4156513	4157430	89.59	"momR;mor"	Oxygen	Bifunctional regulatory protein sensor for oxidative stress	Null	34275.93
EG10682	pabA	ECK3348	P00903	b3360	CG429	g1789760	JW3323	10983	EB0676	aa	OK	187	Counterclockwise	3488288	3488851	75.18	Null	Para-Aminobenzoate	"Sulfonamide resistance; p-aminobenzoate biosynthesis"	Null	20771.86
EG10683	pabB	ECK1810	P05041	b1812	CG428	g1788114	JW1801	6031	EB0677	aa	OK	453	Clockwise	1892829	1894190	40.80	Null	Para-Aminobenzoate	"Sulfonamide resistance; p-aminobenzoate biosynthesis"	Null	50969.55
EG10684	pal	ECK0730	P0A912	b0741	CG35129	g1786962	JW0731	2521	EB0678	aa	OK	173	Clockwise	778290	778811	16.77	excC	Peptidoglycan-associated lipoprotein	"Lipoprotein associated with peptidoglycan; involved in maintaining cell membrane integrity"	Cell envelope integrity is stabilized by the Tol-Pal system linking inner and outer membranes. First 21 aa are a type II signal peptide. Pal restores the outer membrane integrity of an lpp mutant, but overproduced Lpp has no effect on a pal mutant phenotype. Mutants have elevated OM vesiculation (McBroom, 2006).	18824.19
EG10686	parC	ECK3010	P0AFI2	b3019	CG33440	g1789396	JW2987	9916	EB0680	aa	OK	752	Counterclockwise	3161737	3163995	68.15	Null	Partition	"Topoisomerase IV, subunit A, ATP-dependent, type II; chromosome decatenase; relaxes both positive and negative supercoils; DNA unknotting activity; heterotetrameric"	ParC physically interacts with SeqA. Topo IV is stimulated by SeqA.	83831.27
EG10687	parE	ECK3021	P20083	b3030	CG33451	g1789408	JW2998	9950	EB0681	aa	OK	630	Counterclockwise	3171526	3173418	68.36	nfxD	Partition	"Topoisomerase IV, subunit B, ATP-dependent, type II; chromosome decatenase; relaxes positive supercoils much faster than negative supercoils; DNA unknotting activity; heterotetrameric"	Topo IV is stimulated by SeqA.	70243.91
EG10689	pcm	ECK2738	P0A7A5	b2743	CG33221	g1789100	JW2713	9006	EB0683	aa	"OK; Verified[1]"	208	Counterclockwise	2866915	2867541	61.79	Null	Protein carboxyl methyltransferase	"Protein-L-isoaspartate O-methyltransferase, SAM-dependent; repair of isoaspartyl residues; mutant is suseptible to secondary stresses and has a competitive disadvantage in stationary phase; monomeric; overexpression confers tolerance to thermal str"	Pcm may work with SurE: they are co-transcribed and have addictive effects on isoaspartyl accumulation during stationary phase.  Pcm was originally thought to be required for stationary phase and heat-stress survival, but this was due to a secondary rpoS mutation.  otherPDB (P. furiosus): 1JG1.	23257.77
EG10690	pcnB	ECK0142	P0ABF1	b0143	CG13584	g87081691	JW5808	493	EB0684	aa	"EXCEP; ALT_INIT[+11]; Verified[10]"	465	Counterclockwise	157729	159126	3.40	Null	Plasmid copy number	"Poly(A) polymerase; controls plasmid copy number; rare AUU start codon, growth-rate regulated; monomeric; degradosome component in stationary phase"	AUU start proven by mutagenesis analysis. PcnB can polyadenylate many mRNAs and it is proposed that Rho-independent transcription terminators serve as polyadenylation signals (Mohanty, 2006). RssB(SprE) is required to maintain the association of PcnB with the degradosome during stationary phase (Carabetta, 2010).	53870.91
EG10691	pdxA	ECK0053	P19624	b0052	CG420	g1786237	JW0051	178	EB0685	aa	OK	329	Counterclockwise	52427	53416	1.13	Null	Pyridoxine	"4-hydroxythreonine-4-phosphate dehydrogenase; fourth step in pyridoxal 5-phosphate biosynthesis; isoniazid resistance; requires divalent cations and NAD(P)+"	Converts 4-hydroxy-L-threonine phosphate (HTP) to 3-amino-2-oxopropyl phosphate.	35113.78
EG10693	pdxJ	ECK2562	P0A794	b2564	CG416	g1788917	JW2548	8435	EB0687	aa	"OK; Verified[1]"	243	Counterclockwise	2699020	2699751	58.17	Null	Pyridoxine	"Pyridoxine 5'-phosphate (PNP) synthase; homo-octamer"	Null	26384.29
EG10694	pepA	ECK4253	P68767	b4260	CG30215	g1790710	JW4217	13953	EB0688	aa	"OK; Verified[0]"	503	Counterclockwise	4482463	4483974	96.61	"carP;xerB"	Peptidase	"Multifunctional Aminopeptidase A; transcriptional regulator of carAB; DNA-binding role in site-specific recombination mediating ColE1 plasmid multimer resolution; homohexameric"	PepA has a broad specificity for successive removal of many N-terminal amino acids, although leucine is preferred as the residue N-terminal to the cleavage site.	54879.81
EG10695	pepD	ECK0238	P15288	b0237	CG415	g1786432	JW0227	809	EB0689	aa	"OK; Verified[1]"	485	Counterclockwise	254259	255716	5.48	pepH	Peptidase	Peptidase D, Xaa-His dipeptidase	CsgD regulon, repressed. HT_Cmplx19_Cyt: PepD+Pgm+Zwf. HT_Cmplx41_Mem: Gnd+PepD.	52915.41
EG10696	pepN	ECK0923	P04825	b0932	CG414	g1787163	JW0915	3171	EB0690	aa	"OK; Verified[0]"	870	Clockwise	989845	992457	21.33	Null	Peptidase	Aminopeptidase N	Null	98918.94
EG10697	pepP	ECK2903	P15034	b2908	CG28682	g1789275	JW2876	9549	EB0691	aa	"OK; Verified[1]"	441	Counterclockwise	3051537	3052862	65.77	Null	Peptidase	"Proline aminopeptidase, homotetrameric; Aminopeptidase P"	Overexpression causes abnormal biofilm architecture. Mutants have reduced OM vesiculation (McBroom, 2006).	49815.44
EG10698	pepQ	ECK3839	P21165	b3847	CG34071	g1790282	JW3823	12569	EB0692	aa	OK	443	Clockwise	4029184	4030515	86.84	Null	Peptidase	"Proline dipeptidase; prolidase; Xaa-Pro dipeptidase"	3/1146 PepQ peptide masses from MS analysis are consistent with this start codon and indicate that the initial Met is removed, but the second residue is Asp which usually precludes cleavage by methionine aminopeptidase (Maillet, 2007).	50176.17
EG10700	pfkB	ECK1721	P06999	b1723	CG412	g1788017	JW5280	5748	EB0694	aa	"OK; Verified[1]"	309	Clockwise	1804394	1805323	38.89	Null	Phosphofructokinase	"6-phosphofructokinase-2; homotetrameric; allosteric: inhibited by MgATP"	A promoter activation mutation increases expression and suppresses pfkA mutations.	32455.99
EG10702	pgi	ECK4017	P0A6T1	b4025	CG409	g1790457	JW3985	13163	EB0696	aa	OK	549	Clockwise	4231781	4233430	91.21	Null	Phosphoglucose isomerase	Glucose-6-phosphate isomerase	Also called  phosphoglucose isomerase.	61529.77
EG10703	pgk	ECK2922	P0A799	b2926	CG408	g1789294	JW2893	9605	EB0697	aa	"OK; Verified[1]"	387	Counterclockwise	3069481	3070644	66.16	Null	Phosphoglycerate kinase	Phosphoglycerate kinase	HT_Cmplx50_Mem: Pgk+Usg.	41118.22
EG10704	pgpA	ECK0412	P18200	b0418	CG17644	g1786620	JW0408	1454	EB0698	aa	OK	172	Clockwise	435813	436331	9.39	yajN	Phosphatidylglycerophosphate phosphatase	Phosphatidylglycerophosphate phosphatase, membrane bound	The pgpA gene is nonessential.	19418.11
EG10706	pgsA	ECK1911	P0ABF8	b1912	CG405	g1788220	JW1897	6367	EB0700	aa	OK	182	Counterclockwise	1990293	1990841	42.90	Null	Phosphotidylglycerophosphate synthase	Phosphatidylglycerophosphate synthase	"pgsA mutants are non-motile due to elevated RpoS levels that repress flhDC transcription; pgsA3 multicopy suppressers gadW, metE and nudL(yeaB) act by increasing RpoS levels (Uchiyama, 2010). PgsA overexpression causes filamentous biofilm formation."	20700.64
EG10707	pheA	ECK2596	P0A9J8	b2599	CG403	g1788951	JW2580	8545	EB0701	aa	OK	386	Clockwise	2735767	2736927	58.96	Null	Phenylalanine	"Phenylalanine synthesis, bifunctional: chorismate mutase (N) and prephenate dehydratase (central); also contains Phe-binding regulatory domain (C); FPA resistance"	Null	43111.36
EG10708	pheP	ECK0568	P24207	b0576	CG402	g1786789	JW0565	1976	EB0702	aa	OK	458	Clockwise	601182	602558	12.96	Null	Phenylalanine	Phenylalanine-specific permease	The pheP GTG start was verified by start codon mutagenesis (Pi, 1991).	50677.30
EG10709	pheS	ECK1712	P08312	b1714	CG400	g1788007	JW5277	5722	EB0703	aa	OK	327	Counterclockwise	1795983	1796966	38.71	phe-act	Phenylalanine	Phenylalanine--tRNA ligase, alpha-subunit	HT_Cmplx7_Cyt: PheS+PheT. 5/522 PheS peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	36831.81
EG10710	pheT	ECK1711	P07395	b1713	CG399	g1788006	JW1703	5717	EB0704	aa	OK	795	Counterclockwise	1793581	1795968	38.66	Null	Phenylalanine	Phenylalanine--tRNA ligase, beta-subunit	HT_Cmplx7_Cyt: PheS+PheT.	87378.11
EG10711	yjdM	ECK4101	P0AFJ1	b4108	Null	g1790547	JW4069	13451	EB0705	aa	OK	111	Counterclockwise	4324422	4324757	93.21	phnA	Systematic nomenclature	Function unknown	AFMB Structural Genomics target No. 17 (http://afmb.cnrs-mrs.fr/article171.html).	12345.05
EG10712	yjdN	ECK4100	P16681	b4107	Null	g1790546	JW4068	13447	EB0706	aa	OK	147	Counterclockwise	4323321	4323764	93.18	phnB	Systematic nomenclature	Function unknown	Null	16171.32
EG10715	phnF	ECK4095	P16684	b4102	CG34547	g1790540	JW4063	13435	EB0709	aa	OK	241	Counterclockwise	4319720	4320445	93.10	Null	Phosphonate	Phosphonate utilization, probable regulatory gene	GntR family. Pho regulon. Phosphonate utilization is cryptic in K-12.	27621.42
EG10720	phnK	ECK4090	P16678	b4097	CG34532	g48994997	JW5727	13424	EB0714	aa	OK	252	Counterclockwise	4316029	4316787	93.02	Null	Phosphonate	Carbon-phosphorus lyase complex subunit	Phosphonate utilization is cryptic in K-12.	27830.85
EG10721	phnL	ECK4089	P16679	b4096	CG34529	g1790534	JW4057	13421	EB0715	aa	OK	226	Counterclockwise	4315238	4315918	93.01	Null	Phosphonate	Carbon-phosphorus lyase complex subunit	Phosphonate utilization is cryptic in K-12.	24705.47
EG10723	phnN	ECK4087	P16690	b4094	CG34523	g1790532	JW4055	13417	EB0717	aa	OK	185	Counterclockwise	4313548	4314105	92.97	Null	Phosphonate	"Carbon-phosphorus lyase complex, ribose 1,5-bisphosphokinase subunit; also functions in an alternative pathway for PRPP formation"	Phosphonate utilization is cryptic in K-12.  ATP is the phosphoryl donor.	20729.59
EG10724	phnO	ECK4086	P16691	b4093	CG34520	g1790531	JW4054	13415	EB0718	aa	OK	144	Counterclockwise	4313127	4313561	92.96	Null	Phosphonate	"Unknown role in C-P lyase complex; in phn operon for phosphonate utilization, predicted acetyltransferase"	Phosphonate utilization is cryptic in K-12. GNAT acetyltransferase family.	16569.85
EG10728	phoB	ECK0393	P0AFJ5	b0399	CG397	g1786599	JW0389	1389	EB0721	aa	OK	229	Clockwise	416366	417055	8.97	phoRc	Phosphate	Positive response regulator for pho regulon, two-component system	Null	26433.37
EG10730	creC	ECK4391	P08401	b4399	CG395	g1790861	JW4362	14430	EB0723	aa	OK	474	Clockwise	4634719	4636143	99.89	phoM	Catabolite regulation	"Sensor kinase for CreBC regulon; induced by growth in minimal medium"	Null	52176.18
EG10731	phoP	ECK1116	P23836	b1130	CG31919	g1787375	JW1116	3807	EB0724	aa	OK	223	Counterclockwise	1188999	1189670	25.63	Null	Phosphate	"Response regulator, two-component system; cognate to phoQ; response to extracellular divalent cations, pH, and acetate; DNA-binding protein"	PhoPQ has been primarily characterized in Salmonella, with significant differences from E. coli.  Mg(2+) stimulon-PhoPQ regulon, EvgAS-PhoPQ cascade enhanced-expression subset.	25535.22
EG10732	phoQ	ECK1115	P23837	b1129	CG31922	g1787374	JW1115	3805	EB0725	aa	OK	486	Counterclockwise	1187539	1188999	25.60	Null	Phosphate	"Histidine protein kinase sensor protein, two-component system; cognate to phoP; response to extracellular divalent cations, pH, and acetate"	PhoPQ has been primarily characterized in Salmonella, with significant differences from E. coli.  Mg(2+) stimulon-PhoPQ regulon, EvgAS-PhoPQ cascade enhanced-expression subset.	55299.63
