Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra
C6EJ54_ECOBD	1	1	0	0	2	YGDL_ECOLI	C6EJ54_ECOBD	B	Putative uncharacterized protein ygdL (UBA/THIF-type NAD/FAD binding protein)	268	8.213.822	1	1	2	1	1	1						
C6EFU2_ECOBD	1	0	1	1	3	SAPF_ECOLI	C6EFU2_ECOBD	F1	ABC transporter related (Predicted antimicrobial peptide transporter subunit)	268	1,766.87	8	8	21				7	7	8	5	5	6
C6EK83_ECOBD	1	1	1	1	4	RNI_ECOLI	C6EK83_ECOBD	G	Enterobacter ribonuclease (EC 3.1.27.6) (Ribonuclease I) (EC 3.1.27.6)	268	8.844.149	6	6	18	5	5	5	2	2	2	4	4	4
C6EH32_ECOBD	1	1	1	1	4	MLAF_ECOLI	C6EH32_ECOBD	F1	ABC transporter related (Predicted toluene transporter subunit: ATP-binding component of ABC superfamily)	269	1,051.53	14	19	73	10	10	10	13	18	29	10	12	21
C6ED73_ECOBD	1	1	1	0	3	YIDA_ECOLI	C6ED73_ECOBD	A	Cof-like hydrolase (Predicted hydrolase)	270	1,817.91	2	2	3	2	3	4	1	1	1			
C6EGB7_ECOBD	1	1	1	1	4	FKBA_ECOLI	C6EGB7_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	270	1,036.51	27	34	77	25	31	52	23	28	46	9	10	12
C6EGU1_ECOBD	1	1	1	1	4	MIND_ECOLI	C6EGU1_ECOBD	F1	Membrane ATPase of the MinC-MinD-MinE system (Septum site-determining protein MinD)	270	1,116.62	31	38	160	8	8	9	4	4	5	6	6	6
C6EKA7_ECOBD	1	0	0	0	1	FEPC_ECOLI	C6EKA7_ECOBD	F1	ABC transporter related (Iron-enterobactin transporter subunit)	271	1,048.52	1	1	1									
C6EKV9_ECOBD	1	1	0	0	2	ALLR_ECOLI	C6EKV9_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, IclR family)	271	1,237.66	3	3	7	1	1	1						
C6EG65_ECOBD	1	1	1	1	4	ATP6_ECOLI	C6EG65_ECOBD	B	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	271	8.444.888	2	2	8	1	3	6	6	8	13	1	2	4
C6EAZ8_ECOBD	1	1	1	1	4	DJLA_ECOLI	C6EAZ8_ECOBD	B	Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	271	8.784.478	16	25	56	14	20	32	16	20	53	15	19	37
C6EA87_ECOBD	1	1	1	1	4	METQ_ECOLI	C6EA87_ECOBD	E	DL-methionine transporter subunit (Lipoprotein, YaeC family)	271	8.145.398	48	70	389	49	81	347	46	84	324	36	60	266
C6EDB0_ECOBD	1	1	1	1	4	NLPA_ECOLI	C6EDB0_ECOBD	E	Cytoplasmic membrane lipoprotein-28 (Lipoprotein, YaeC family)	272	1,389.68	6	7	8	7	8	9	5	5	7	8	9	10
C6EDI2_ECOBD	1	1	0	0	2	CYSE_ECOLI	C6EDI2_ECOBD	A	Serine O-acetyltransferase (EC 2.3.1.30) (Serine acetyltransferase) (EC 2.3.1.30)	273	9.705.681	2	2	2	2	2	2						
C6EGE9_ECOBD	1	1	1	1	4	RL2_ECOLI	C6EGE9_ECOBD	A	50S ribosomal protein L2	273	1,249.67	39	58	555	32	47	267	21	27	130	14	21	62
C6EHT8_ECOBD	1	1	1	1	4	UPPP_ECOLI	C6EHT8_ECOBD	B	Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273	1,154.51	2	2	17	2	3	14	2	4	42	2	4	10
C6EB49_ECOBD	1	1	1	1	4	Null	C6EB49_ECOBD	A	Putative glycosyltransferase WbbB (Putative uncharacterized protein)	273	9.914.879	7	7	17	6	6	7	6	6	6	9	9	10
C6EE06_ECOBD	1	0	0	0	1	ICLR_ECOLI	C6EE06_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, IclR family)	274	1,258.80	3	3	5									
C6EB67_ECOBD	1	1	1	0	3	YEEZ_ECOLI	C6EB67_ECOBD	G	NAD-dependent epimerase/dehydratase (Predicted epimerase, with NAD(P)-binding Rossmann-fold domain)	274	1,169.67	2	2	2	2	2	2	1	1	1			
C6EAB9_ECOBD	1	1	1	1	4	DAPD_ECOLI	C6EAB9_ECOBD	A	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	274	9.864.214	7	10	22	7	10	19	6	7	15	3	4	6
C6ECL8_ECOBD	1	1	0	0	2	NADE_ECOLI	C6ECL8_ECOBD	A	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	275	9.115.057	5	5	5	5	5	5						
C6EIB4_ECOBD	1	1	1	0	3	AMID_ECOLI	C6EIB4_ECOBD	I	N-acetylmuramyl-L-alanine amidase, negative regulator of AmpC, AmpD (EC 3.5.1.28) (Predicted amidase and lipoprotein)	276	2,017.12	2	2	2	2	2	2	1	1	1			
C6EAW2_ECOBD	1	1	1	1	4	FTSQ_ECOLI	C6EAW2_ECOBD	B	Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	276	1,192.56	6	7	7	8	9	10	10	11	19	10	11	12
C6EFF0_ECOBD	1	1	1	1	4	GLPG_ECOLI	C6EFF0_ECOBD	B	Predicted intramembrane serine protease (Rhomboid protease) (EC 3.4.21.105)	276	1,058.53	3	3	14	3	3	8	3	3	8	3	4	6
C6EHJ0_ECOBD	1	1	1	1	4	EFEU_ECOLI	C6EHJ0_ECOBD	B	FTR1 family protein	276	1,456.78	1	1	2	1	2	5	2	2	4	1	1	1
C6ELM5_ECOBD	1	1	0	0	2	SFGH1_ECOLI	C6ELM5_ECOBD	A	Predicted esterase (S-formylglutathione hydrolase) (EC 3.1.2.12)	277	1,962.96	2	2	2	2	2	2						
C6EG46_ECOBD	1	1	1	1	4	HDFR_ECOLI	C6EG46_ECOBD	A	HTH-type transcriptional regulator hdfR (H-NS-dependent flhDC regulator)	279	1,866.94	7	8	11	5	5	5	2	2	2	2	2	2
C6EEI6_ECOBD	1	0	0	0	1	YHIR_ECOLI	C6EEI6_ECOBD	A	Predicted DNA (Exogenous) processing protein (Putative uncharacterized protein)	280	1,489.81	2	2	4									
C6EGN5_ECOBD	1	1	0	0	2	PURU_ECOLI	C6EGN5_ECOBD	A	Formyltetrahydrofolate deformylase	280	1,059.58	2	2	2	2	2	2						
C6ELN4_ECOBD	1	0	1	1	3	MHPR_ECOLI	C6ELN4_ECOBD	A	Transcriptional regulator, IclR family	281	2,147.07	2	2	2				1	1	1	1	1	1
C6EFC3_ECOBD	1	1	1	0	3	UGPE_ECOLI	C6EFC3_ECOBD	B	Binding-protein-dependent transport systems inner membrane component	281	1,782.87	1	1	4	1	1	2	1	1	1			
C6EEX1_ECOBD	1	1	1	1	4	GLPF_ECOLI	C6EEX1_ECOBD	B	Glycerol facilitator (MIP family channel protein)	281	1,291.64	3	4	4	3	4	4	2	3	4	2	2	2
C6EBL8_ECOBD	1	0	0	0	1	Null	C6EBL8_ECOBD	A	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15) (Homoprotocatechuate dyoxygenase)	283	1,282.68	1	1	1									
C6EAB5_ECOBD	1	1	1	1	4	EFTS_ECOLI	C6EAB5_ECOBD	A	Elongation factor Ts (EF-Ts)	283	9.315.459	17	21	32	15	17	21	11	13	20	6	7	9
C6EAS4_ECOBD	1	1	1	1	4	PANC_ECOLI	C6EAS4_ECOBD	A	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	283	1,327.80	5	5	7	6	6	7	6	6	8	2	2	3
C6EC11_ECOBD	1	1	1	1	4	PTND_ECOLI	C6EC11_ECOBD	B	PTS system, mannose/fructose/sorbose family, IID subunit	283	1,593.83	20	26	76	21	33	95	20	34	128	18	32	85
C6EGQ1_ECOBD	1	1	1	0	3	KDSA_ECOLI	C6EGQ1_ECOBD	A	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	284	1,013.59	3	3	4	3	3	3	1	1	1			
C6EAU6_ECOBD	1	1	1	1	4	AMPE_ECOLI	C6EAU6_ECOBD	B	Predicted inner membrane protein (Signaling modulator of AmpD, AmpE)	284	1,278.67	4	4	10	3	3	5	3	3	5	2	2	2
C6EH22_ECOBD	1	1	1	1	4	YHBJ_ECOLI	C6EH22_ECOBD	A	UPF0042 nucleotide-binding protein yhbJ	284	2,142.13	3	3	8	3	3	5	3	3	5	1	1	1
C6EE43_ECOBD	1	0	0	0	1	MURI_ECOLI	C6EE43_ECOBD	A	Glutamate racemase (EC 5.1.1.3)	285	1,298.78	1	1	1									
C6EL50_ECOBD	1	0	0	0	1	MURR_ECOLI	C6EL50_ECOBD	B	HTH-type transcriptional regulator murR (MurPQ operon repressor)	285	8.204.159	1	1	2									
C6EGW6_ECOBD	1	1	0	0	2	POTB_ECOLI	C6EGW6_ECOBD	B	Binding-protein-dependent transport systems inner membrane component	285	1,348.76	3	3	5	3	3	3						
C6EI78_ECOBD	1	1	1	1	4	FOCA_ECOLI	C6EI78_ECOBD	B	Formate transporter (Formate/nitrite transporter)	285	1,877.95	4	6	18	4	6	14	3	5	14	2	3	4
C6EDK1_ECOBD	1	1	1	1	4	YDHJ_ECOLI	C6EDK1_ECOBD	B	Secretion protein HlyD family protein (Undecaprenyl pyrophosphate phosphatase)	285	8.124.373	11	12	26	10	11	15	12	13	23	13	15	18
C6EH79_ECOBD	1	0	0	0	1	RSMI_ECOLI	C6EH79_ECOBD	A	Predicted methyltransferase (Uroporphyrin-III C/tetrapyrrole (Corrin/Porphyrin) methyltransferase)	286	1,728.94	1	1	4									
C6EIE1_ECOBD	1	1	1	0	3	YGHE_ECOLI	C6EIE1_ECOBD	B	General secretion pathway protein L	286	1,329.80	1	1	3	1	1	2	2	2	5			
C6EII5_ECOBD	1	1	1	1	4	MSCS_ECOLI	C6EII5_ECOBD	B	Mechanosensitive channel (MscS Mechanosensitive ion channel)	286	9.165.211	21	26	108	15	22	81	20	33	87	15	21	38
C6EG70_ECOBD	1	1	1	1	4	ATPG_ECOLI	C6EG70_ECOBD	F1	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	287	8.484.912	48	72	507	20	30	66	15	21	52	11	14	29
C6EKN6_ECOBD	1	1	1	1	4	YPFJ_ECOLI	C6EKN6_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein ypfJ)	287	1,499.76	5	5	12	5	5	11	8	10	17	6	6	9
C6EJY1_ECOBD	1	1	1	1	4	YPJD_ECOLI	C6EJY1_ECOBD	B	Cytochrome c assembly protein (Predicted inner membrane protein)	288	1,807.87	1	1	2	1	2	4	1	1	3	1	1	1
C6EKR9_ECOBD	1	1	1	1	4	AMIA_ECOLI	C6EKR9_ECOBD	G	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (N-acetylmuramoyl-l-alanine amidase I) (EC 3.5.1.28)	289	1,251.69	5	5	13	1	1	1	1	1	1	1	1	1
C6EF90_ECOBD	1	1	1	1	4	PA1_ECOLI	C6EF90_ECOBD	H	Outer membrane phospholipase A (EC 3.1.1.32) (Phospholipase A(2)) (EC 3.1.1.4)	289	9.935.112	3	3	4	3	3	4	2	3	5	2	2	3
C6EJK9_ECOBD	1	1	1	1	4	SUCD_ECOLI	C6EJK9_ECOBD	A	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5)	289	1,031.61	14	15	27	12	13	17	8	8	8	3	3	3
C6EE02_ECOBD	1	1	0	0	2	RLUF_ECOLI	C6EE02_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)	290	1,436.72	3	3	4	1	1	1						
C6EDY0_ECOBD	1	1	0	0	2	UBIA_ECOLI	C6EDY0_ECOBD	B	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	290	1,310.58	1	1	1	1	1	1						
C6EF15_ECOBD	1	1	1	1	4	YIHY_ECOLI	C6EF15_ECOBD	B	Ribonuclease BN	290	1,260.49	4	4	6	4	4	6	4	4	6	3	3	3
C6EFW8_ECOBD	1	1	0	0	2	RLUB_ECOLI	C6EFW8_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)	291	1,231.63	16	18	36	3	3	3						
C6EJ41_ECOBD	1	1	1	1	4	LGT_ECOLI	C6EJ41_ECOBD	B	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	291	9.384.802	3	3	7	2	2	5	5	5	10	4	5	7
C6EFH4_ECOBD	1	1	0	0	2	HSLO_ECOLI	C6EFH4_ECOBD	A	33 kDa chaperonin (Heat shock protein 33 homolog)	292	1,149.53	1	1	1	1	1	1						
C6EKN3_ECOBD	1	1	1	0	3	DAPA_ECOLI	C6EKN3_ECOBD	A	Dihydrodipicolinate synthase	292	2,372.25	2	2	2	2	2	2	1	1	1			
C6EFX1_ECOBD	1	0	0	0	1	TRPH_ECOLI	C6EFX1_ECOBD	A	PHP domain protein (Putative uncharacterized protein yciV)	293	8.724.949	1	1	1									
C6EC00_ECOBD	1	1	1	1	4	HTPX_ECOLI	C6EC00_ECOBD	B	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	293	8.184.554	5	5	27	5	5	17	9	11	33	3	3	13
C6EC49_ECOBD	1	1	1	0	3	YEAD_ECOLI	C6EC49_ECOBD	A	Aldose 1-epimerase (Putative uncharacterized protein yeaD)	294	1,782.05	2	2	2	2	2	2	1	1	1			
C6EH62_ECOBD	1	1	1	1	4	NLPI_ECOLI	C6EH62_ECOBD	I	Putative uncharacterized protein nlpI (Tetratricopeptide TPR_2 repeat protein)	294	9.634.929	4	4	13	4	4	8	2	2	2	1	1	1
C6ELH3_ECOBD	1	1	1	1	4	TSX_ECOLI	C6ELH3_ECOBD	H	Nucleoside channel, receptor of phage T6 and colicin K (Nucleoside-specific channel-forming protein Tsx)	294	1,898.92	6	7	10	6	7	9	3	3	7	5	5	7
C6EFC2_ECOBD	1	1	0	1	3	UGPA_ECOLI	C6EFC2_ECOBD	B	Binding-protein-dependent transport systems inner membrane component	295	9.355.056	1	1	3	1	1	1				1	1	1
C6EIW9_ECOBD	1	1	1	1	4	RHTA_ECOLI	C6EIW9_ECOBD	B	Putative uncharacterized protein (Threonine and homoserine efflux system)	295	8.444.776	1	1	1	1	1	1	1	1	2	1	1	1
C6EE67_ECOBD	1	1	0	1	3	METF_ECOLI	C6EE67_ECOBD	A	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	296	1,735.87	2	3	7	1	1	1				1	1	1
C6ED34_ECOBD	1	1	1	0	3	RPIR_ECOLI	C6ED34_ECOBD	B	DNA-binding transcriptional repressor (Transcriptional regulator, RpiR family)	296	1,422.76	1	1	1	1	1	1	1	1	1			
C6E9U4_ECOBD	1	1	1	1	4	ARND_ECOLI	C6E9U4_ECOBD	A	Polysaccharide deacetylase (Putative uncharacterized protein yfbH)	296	8.155.238	19	22	46	13	17	23	13	15	25	7	8	11
C6EAD2_ECOBD	1	1	1	1	4	FHUD_ECOLI	C6EAD2_ECOBD	G	Iron-hydroxamate transporter subunit (Periplasmic binding protein)	296	1,992.08	2	2	3	2	2	3	3	3	4	1	1	1
C6EG77_ECOBD	1	1	1	1	4	PSTA_ECOLI	C6EG77_ECOBD	B	Phosphate ABC transporter, inner membrane subunit PstA (Phosphate transporter subunit)	296	1,020.54	3	3	4	3	4	10	2	4	10	1	2	2
C6EG51_ECOBD	1	1	1	1	4	RBSB_ECOLI	C6EG51_ECOBD	G	D-ribose transporter subunit (Periplasmic binding protein/LacI transcriptional regulator)	296	1,739.95	3	3	7	3	3	3	3	3	3	1	1	1
C6EFU0_ECOBD	1	1	1	1	4	SAPC_ECOLI	C6EFU0_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted antimicrobial peptide transporter subunit)	296	2,246.11	2	2	3	1	1	1	4	4	5	2	2	2
C6EAR5_ECOBD	1	1	0	0	2	GALF_ECOLI	C6EAR5_ECOBD	B	Predicted subunit with GalU (EC 2.7.7.9) (Regulatory protein GalF)	297	1,285.74	1	1	1	1	1	1						
C6EIJ3_ECOBD	1	0	1	0	2	ICIA_ECOLI	C6EIJ3_ECOBD	A	Chromosome replication initiation inhibitor protein (Transcriptional regulator, ArgP, LysR family)	297	1,384.79	5	5	5				1	1	1			
C6ELE9_ECOBD	1	1	1	1	4	YFCH_ECOLI	C6ELE9_ECOBD	A	Conserved protein with NAD(P)-binding Rossmann-fold domain (Putative uncharacterized protein)	297	1,478.87	10	10	23	7	7	7	8	8	9	4	4	5
C6EL48_ECOBD	1	0	0	0	1	ISPA_ECOLI	C6EL48_ECOBD	A	Geranyltranstransferase (EC 2.5.1.1) (EC 2.5.1.10) (Polyprenyl synthetase)	299	9.444.798	4	4	5									
C6EFQ3_ECOBD	1	0	0	0	1	YCJZ_ECOLI	C6EFQ3_ECOBD	B	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	299	9.695.364	1	1	1									
C6EAR7_ECOBD	1	1	0	0	2	RMLD_ECOLI	C6EAR7_ECOBD	A	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase) (EC 1.1.1.133)	299	1,269.64	1	1	1	1	1	1						
C6EB66_ECOBD	1	1	1	1	4	HIS1_ECOLI	C6EB66_ECOBD	A	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	299	8.814.952	6	6	11	4	5	11	5	5	5	1	1	1
C6EIA7_ECOBD	1	1	1	1	4	YBJE_ECOLI	C6EIA7_ECOBD	B	Predicted transporter (Putative uncharacterized protein)	299	2,254.12	1	1	3	1	1	3	2	2	4	1	1	2
C6EIQ3_ECOBD	1	0	0	0	1	RIMK_ECOLI	C6EIQ3_ECOBD	A	Alpha-L-glutamate ligase, RimK family (Ribosomal protein S6 modification protein)	300	8.344.503	1	1	1									
C6EF06_ECOBD	1	1	1	1	4	FDOH_ECOLI	C6EF06_ECOBD	B	Formate dehydrogenase, beta subunit (Formate dehydrogenase-O, Fe-S subunit) (EC 1.2.1.2)	300	8.164.938	2	2	2	1	1	1	4	5	10	1	1	1
C6EC66_ECOBD	1	1	1	1	4	FECB_ECOLI	C6EC66_ECOBD	G	Iron-dicitrate transporter subunit (Periplasmic binding protein)	300	1,461.71	4	6	16	3	4	4	2	2	4	1	1	1
C6EEY3_ECOBD	1	1	1	1	4	FIEF_ECOLI	C6EEY3_ECOBD	B	Cation diffusion facilitator family transporter (Ferrous iron efflux protein F)	300	9.455.224	10	14	28	10	15	23	5	6	10	4	7	22
C6EG00_ECOBD	1	1	1	1	4	Null	C6EG00_ECOBD	G	Putative uncharacterized protein	300	1,813.97	1	1	1	1	1	1	1	1	1	1	1	1
C6EK21_ECOBD	1	0	0	0	1	ERA_ECOLI	C6EK21_ECOBD	F1	GTP-binding protein era homolog	301	2,051.15	4	4	4									
C6EGN1_ECOBD	1	1	0	0	2	GALU_ECOLI	C6EGN1_ECOBD	B	Glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UTP-glucose-1-phosphate uridylyltransferase)	302	1,053.64	2	2	2	1	1	1						
C6ED06_ECOBD	1	1	0	0	2	MELR_ECOLI	C6ED06_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, AraC family)	302	1,475.79	1	1	1	1	1	1						
C6EK40_ECOBD	1	1	1	1	4	GLTI_ECOLI	C6EK40_ECOBD	G	Extracellular solute-binding protein family 3 (Glutamate and aspartate transporter subunit)	302	1,041.61	19	22	33	20	24	34	19	22	33	11	12	16
C6EFZ1_ECOBD	1	1	1	1	4	OPPC_ECOLI	C6EFZ1_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Oligopeptide transporter subunit)	302	9.294.689	2	2	3	2	2	3	4	4	4	2	2	4
C6EEB9_ECOBD	1	0	0	0	1	SYGA_ECOLI	C6EEB9_ECOBD	A	Glycyl-tRNA synthetase alpha subunit (EC 6.1.1.14) (Glycine--tRNA ligase alpha subunit)	303	8.493.849	3	3	5									
C6EHT4_ECOBD	1	1	1	0	3	TTDA_ECOLI	C6EHT4_ECOBD	A	Hydro-lyase, Fe-S type, tartrate/fumarate subfamily, alpha subunit (EC 4.2.1.32) (Tartrate dehydratase) (EC 4.2.1.32)	303	8.014.465	1	1	6	1	2	6	1	1	2			
C6EA82_ECOBD	1	0	0	0	1	YAFC_ECOLI	C6EA82_ECOBD	B	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	304	1,123.60	7	7	7									
C6ELD7_ECOBD	1	1	1	1	4	ACCD_ECOLI	C6ELD7_ECOBD	A	Acetyl-CoA carboxylase subunit beta (EC 6.4.1.2) (Acetyl-CoA carboxylase, carboxyl transferase, beta subunit)	304	8.444.887	36	44	146	17	20	47	17	18	34	7	8	14
C6EE48_ECOBD	1	0	0	0	1	OXYR_ECOLI	C6EE48_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LysR family)	305	8.904.942	5	5	7									
C6EAI0_ECOBD	1	1	0	0	2	OSMF_ECOLI	C6EAI0_ECOBD	G	Predicted transporter subunit: periplasmic-binding component of ABC superfamily (Substrate-binding region of ABC-type glycine betaine transport system)	305	961.499	3	3	3	2	2	2						
C6EJ58_ECOBD	1	1	0	1	3	GCVA_ECOLI	C6EJ58_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LysR family)	305	1,390.74	4	4	4	4	4	4				1	1	1
C6EKX5_ECOBD	1	1	1	1	4	QMCA_ECOLI	C6EKX5_ECOBD	B	Band 7 protein (Predicted protease, membrane anchored)	305	2,394.23	3	3	5	3	3	5	17	25	35	6	6	6
C6EIV1_ECOBD	1	1	1	1	4	GSIC_ECOLI	C6EIV1_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	306	1,077.56	3	3	6	3	3	6	4	4	4	4	4	4
C6EHF9_ECOBD	1	1	1	1	4	HTRB_ECOLI	C6EHF9_ECOBD	B	Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis lauroyl acyltransferase) (EC 2.3.1.-)	306	2,583.33	6	9	19	5	8	16	10	15	39	6	8	17
C6EGM3_ECOBD	1	1	1	1	4	OPPB_ECOLI	C6EGM3_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Oligopeptide permease ABC transporter membrane protein)	306	1,518.77	2	2	3	2	2	3	1	2	4	1	1	2
C6EIW3_ECOBD	1	1	1	1	4	YBIS_ECOLI	C6EIW3_ECOBD	G	ErfK/YbiS/YcfS/YnhG family protein (Putative uncharacterized protein ybiS)	306	9.334.273	8	10	14	1	1	1	3	3	3	1	1	1
C6EEU0_ECOBD	1	0	1	0	2	YDCI_ECOLI	C6EEU0_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	307	2,768.48	3	3	3				2	2	3			
C6EDB1_ECOBD	1	1	0	0	2	YICL_ECOLI	C6EDB1_ECOBD	B	Carboxylate/amino acid/amine transporter (Predicted inner membrane protein)	307	840.494	1	1	1	1	1	1						
C6EE79_ECOBD	1	1	1	1	4	MENA_ECOLI	C6EE79_ECOBD	B	1,4-dihydroxy-2-naphthoate octaprenyltransferase	308	8.614.425	3	3	6	3	4	4	5	6	9	6	6	8
C6EAT0_ECOBD	1	1	1	1	4	YADG_ECOLI	C6EAT0_ECOBD	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	308	8.414.238	30	39	96	18	20	20	19	21	30	8	8	8
C6EF08_ECOBD	1	1	0	0	2	FDHE_ECOLI	C6EF08_ECOBD	A	Protein fdhE	309	1,393.66	1	1	1	1	1	1						
C6EHC2_ECOBD	1	1	1	1	4	FABD_ECOLI	C6EHC2_ECOBD	A	Acyl carrier protein S-malonyltransferase (EC 2.3.1.39) (Malonyl CoA-acyl carrier protein transacylase)	309	2,373.23	3	3	5	3	4	6	2	2	4	1	1	2
C6EG41_ECOBD	1	1	1	1	4	ILVE_ECOLI	C6EG41_ECOBD	A	Branched-chain amino acid aminotransferase	309	1,054.59	5	5	8	4	4	5	4	4	4	3	3	3
C6EDH1_ECOBD	1	1	0	0	2	HLDD_ECOLI	C6EDH1_ECOBD	A	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase)	310	2,525.22	15	17	33	3	3	4						
C6ELA5_ECOBD	1	1	0	0	2	YFDC_ECOLI	C6ELA5_ECOBD	B	Formate/nitrite transporter (Predicted inner membrane protein)	310	1,470.79	1	1	1	1	1	1						
C6EGL9_ECOBD	1	1	1	1	4	AAEA_ECOLI	C6EGL9_ECOBD	B	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	310	1,072.60	7	7	7	7	7	7	10	10	16	3	3	3
C6EB82_ECOBD	1	0	0	0	1	ERFK_ECOLI	C6EB82_ECOBD	G	ErfK/YbiS/YcfS/YnhG family protein	311	8.194.142	1	1	1									
C6EHH9_ECOBD	1	1	1	0	3	GHRA_ECOLI	C6EHH9_ECOBD	A	2-ketoacid reductase (D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding)	312	1,447.82	1	1	1	1	1	1	1	1	1			
C6EGZ6_ECOBD	1	1	1	1	4	MDH_ECOLI	C6EGZ6_ECOBD	F1	Malate dehydrogenase (EC 1.1.1.37)	312	1,193.65	22	26	45	18	22	31	13	17	36	9	10	14
C6EDP4_ECOBD	1	1	1	1	4	YDGH_ECOLI	C6EDP4_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein ydgH)	314	9.485.149	14	15	20	5	5	5	7	7	12	4	4	4
C6ECA7_ECOBD	1	1	0	0	2	TRER_ECOLI	C6ECA7_ECOBD	A	Transcriptional regulator, LacI family (Trehalose repressor)	315	1,202.61	1	1	3	1	1	1						
C6EBX0_ECOBD	1	1	0	0	2	ZNUA_ECOLI	C6EBX0_ECOBD	G	Periplasmic solute binding protein	315	1,088.58	1	1	1	1	1	1						
C6EL34_ECOBD	1	1	1	1	4	CYOA_ECOLI	C6EL34_ECOBD	B	Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	315	1,018.57	13	22	171	14	29	187	13	43	341	11	20	81
C6EB24_ECOBD	1	0	0	0	1	ISPH_ECOLI	C6EB24_ECOBD	A	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	316	8.454.364	3	3	3									
C6EFP9_ECOBD	1	0	0	0	1	USPE_ECOLI	C6EFP9_ECOBD	A	Stress-induced protein (UspA domain protein)	316	8.864.893	8	9	11									
C6ECV7_ECOBD	1	1	0	0	2	MIAA_ECOLI	C6ECV7_ECOBD	A	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase)	316	1,763.95	7	7	10	3	3	3						
