Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
C6EJB7_ECOBD	0	1	0	0	1	CYSC_ECOLI	C6EJB7_ECOBD	B	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)						8.164.323	201	1	1	2										
C6EJB5_ECOBD	0	0	0	0	0	CYSD_ECOLI	C6EJB5_ECOBD	A	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase)																				
C6EDI2_ECOBD	1	1	0	0	2	CYSE_ECOLI	C6EDI2_ECOBD	A	Serine O-acetyltransferase (EC 2.3.1.30) (Serine acetyltransferase) (EC 2.3.1.30)	273	9.705.681	2	2	2	9.705.681	273	2	2	2										
C6EFK8_ECOBD	1	0	0	0	1	CYSG_ECOLI	C6EFK8_ECOBD	A	Fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase (EC 1.-.-.-) (EC 2.1.1.107) (EC 4.99.1.-) (Uroporphyrin-III C-methyltransferase)	457	8.324.158	1	1	2															
C6EJB0_ECOBD	0	0	0	0	0	CYSH_ECOLI	C6EJB0_ECOBD	A	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)																				
C6EJA9_ECOBD	0	0	0	0	0	CYSI_ECOLI	C6EJA9_ECOBD	A	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)																				
C6EJA8_ECOBD	1	0	1	0	2	CYSJ_ECOLI	C6EJA8_ECOBD	A	Sulfite reductase (NADPH) flavoprotein, alpha chain (Sulfite reductase, alpha subunit, flavoprotein) (EC 1.8.1.2)	599	8.144.893	1	1	1						8.144.893	599	1	1	1					
C6EL63_ECOBD	1	1	1	1	4	CYSK_ECOLI	C6EL63_ECOBD	A	Cysteine synthase (EC 2.5.1.47)	323	1,626.92	10	12	20	1,626.92	323	10	12	16	1,627.91	323	6	8	9	2,753.52	323	4	4	4
C6EL56_ECOBD	0	0	0	0	0	CYSM_ECOLI	C6EL56_ECOBD	A	Cysteine synthase (EC 2.5.1.47)																				
C6EJB6_ECOBD	0	0	0	0	0	CYSN_ECOLI	C6EJB6_ECOBD	A	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase)																				
C6EL52_ECOBD	1	1	1	1	4	CYSP_ECOLI	C6EL52_ECOBD	G	Sulfate ABC transporter, periplasmic sulfate-binding protein (Thiosulfate transporter subunit)	338	1,602.85	8	8	11	1,602.85	338	7	9	12	1,054.66	338	5	5	6	1,257.72	338	1	1	1
C6ECD0_ECOBD	0	0	0	0	0	CYSQ_ECOLI	C6ECD0_ECOBD	F1	3'(2'),5'-bisphosphate nucleotidase (PAPS (Adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase)																				
C6EL53_ECOBD	0	0	0	1	1	CYST_ECOLI	C6EL53_ECOBD	B	Sulfate ABC transporter, inner membrane subunit (Sulfate/thiosulfate transporter subunit)																2,039.19	277	1	1	1
C6EL54_ECOBD	0	0	1	1	2	CYSW_ECOLI	C6EL54_ECOBD	B	Sulfate ABC transporter, inner membrane subunit											986.563	291	1	1	2	9.445.524	291	1	1	1
C6EL65_ECOBD	1	1	1	1	4	CYSZ_ECOLI	C6EL65_ECOBD	B	Protein CysZ	253	2,102.10	3	5	12	2,102.10	253	3	5	8	8.695.204	253	4	4	7	1,618.85	253	3	4	4
C6EE75_ECOBD	1	0	0	0	1	CYTR_ECOLI	C6EE75_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LacI family)	341	8.204.522	1	1	1															
C6EK61_ECOBD	1	1	1	1	4	DACA_ECOLI	C6EK61_ECOBD	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 5)) (EC 3.4.16.4)	403	9.195.031	47	67	198	1,646.91	403	32	43	93	9.195.031	403	31	58	107	6.343.594	403	31	38	72
C6EH45_ECOBD	1	1	1	1	4	DACB_ECOLI	C6EH45_ECOBD	F2	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase) (EC 3.4.16.4)	477	9.404.987	23	25	29	9.404.987	477	23	25	25	7.535.094	477	22	32	40	1,004.55	477	20	22	26
C6EIU4_ECOBD	1	1	1	1	4	DACC_ECOLI	C6EIU4_ECOBD	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6a)) (EC 3.4.16.4)	400	800.499	30	47	98	1,171.59	400	16	19	26	1,760.98	400	37	59	106	1,492.75	400	30	41	66
C6EB73_ECOBD	0	0	0	0	0	DACD_ECOLI	C6EB73_ECOBD	F2	D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6b) (EC 3.4.16.4) (Serine-type D-Ala-D-Ala carboxypeptidase) (EC 3.4.16.4)																				
C6EGS8_ECOBD	1	1	1	1	4	DADA_ECOLI	C6EGS8_ECOBD	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	432	4,119.08	23	31	98	8.203.871	432	21	27	55	1,520.78	432	21	24	66	1,431.75	432	17	19	33
C6EFI8_ECOBD	1	1	1	1	4	DAMX_ECOLI	C6EFI8_ECOBD	B	Putative uncharacterized protein damX (Sporulation domain protein)	428	9.815.364	37	43	189	1,195.67	428	40	52	146	1,195.67	428	44	69	258	9.815.364	428	22	27	60
C6EKN3_ECOBD	1	1	1	0	3	DAPA_ECOLI	C6EKN3_ECOBD	A	Dihydrodipicolinate synthase	292	2,372.25	2	2	2	2,372.25	292	2	2	2	1,171.59	292	1	1	1					
C6EB22_ECOBD	0	0	0	1	1	DAPB_ECOLI	C6EB22_ECOBD	A	Dihydrodipicolinate reductase (DHPR) (EC 1.3.1.26)																7.714.472	273	1	1	1
C6EAB9_ECOBD	1	1	1	1	4	DAPD_ECOLI	C6EAB9_ECOBD	A	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	274	9.864.214	7	10	22	9.864.214	274	7	10	19	1,668.93	274	6	7	15	9.135.466	274	3	4	6
C6EKP0_ECOBD	0	0	0	0	0	DAPE_ECOLI	C6EKP0_ECOBD	A	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)																				
C6EG05_ECOBD	0	0	0	0	0	DAPF_ECOLI	C6EG05_ECOBD	A	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)																				
C6EE18_ECOBD	1	1	1	1	4	DBHA_ECOLI	C6EE18_ECOBD	A	HU, DNA-binding transcriptional regulator, alpha subunit (Histone family protein DNA-binding protein)	90	1,244.70	1	1	2	1,244.70	90	1	1	1	1,245.68	90	1	2	3	1,244.70	90	1	1	1
C6EL23_ECOBD	0	0	1	0	1	DBHA_ECOLI	C6EL23_ECOBD	A	HU, DNA-binding transcriptional regulator, beta subunit (Histone family protein DNA-binding protein)											7.304.094	90	1	1	1					
C6EFN9_ECOBD	0	0	0	0	0	DBPA_ECOLI	C6EFN9_ECOBD	A	ATP-dependent RNA helicase, specific for 23S rRNA (DEAD/DEAH box helicase domain protein)																				
C6EAP2_ECOBD	1	1	0	0	2	DCD_ECOLI	C6EAP2_ECOBD	A	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	193	9.304.751	2	2	2	9.304.751	193	3	3	3										
C6EJ30_ECOBD	0	0	0	0	0	DCDA_ECOLI	C6EJ30_ECOBD	A	Diaminopimelate decarboxylase (EC 4.1.1.20)																				
C6EEG6_ECOBD	0	0	0	0	0	DCEA_ECOLI	C6EEG6_ECOBD	A	Glutamate decarboxylase (Glutamate decarboxylase A, PLP-dependent) (EC 4.1.1.15)																				
C6EEM4_ECOBD	0	0	0	0	0	DCEB_ECOLI	C6EEM4_ECOBD	A	Glutamate decarboxylase (Glutamate decarboxylase B, PLP-dependent) (EC 4.1.1.15)																				
C6EA99_ECOBD	0	0	0	0	0	DCLZ_ECOLI	C6EA99_ECOBD	A	Lysine decarboxylase (EC 4.1.1.18) (Lysine decarboxylase 2, constitutive) (EC 4.1.1.18)																				
C6EBA5_ECOBD	0	0	1	0	1	DCM_ECOLI	C6EBA5_ECOBD	A	Cytosine-specific methyltransferase (EC 2.1.1.37)											5.873.512	472	1	1	1					
C6EIE4_ECOBD	0	0	0	0	0	DCOR_ECOLI	C6EIE4_ECOBD	A	Ornithine decarboxylase (EC 4.1.1.17)																				
C6EJP2_ECOBD	0	0	0	0	0	DCOS_ECOLI	C6EJP2_ECOBD	A	Ornithine decarboxylase (EC 4.1.1.17) (Ornithine decarboxylase isozyme, inducible) (EC 4.1.1.17)																				
C6EDU8_ECOBD	1	1	1	0	3	DCP_ECOLI	C6EDU8_ECOBD	A	Peptidyl-dipeptidase Dcp (EC 3.4.15.5)	703	1,180.60	1	1	1	1,180.60	703	2	2	3	1,180.60	703	1	1	1					
C6EFA2_ECOBD	1	1	1	1	4	DCRB_ECOLI	C6EFA2_ECOBD	E	Periplasmic protein (Putative uncharacterized protein)	185	8.955.361	21	34	188	9.444.909	185	20	32	118	1,628.89	185	14	23	79	8.955.361	185	14	22	50
C6EEF5_ECOBD	1	1	1	1	4	DCTA_ECOLI	C6EEF5_ECOBD	B	C4-dicarboxylate transport protein (Sodium:dicarboxylate symporter)	428	1,412.67	2	2	3	1,412.67	428	2	3	4	1,640.96	428	6	10	36	1,086.59	428	3	3	4
C6EEH8_ECOBD	0	0	0	0	0	DCTR_ECOLI	C6EEH8_ECOBD	A	Predicted DNA-binding ranscriptional regulator (Transcriptional regulator, LuxR family)																				
C6ECY7_ECOBD	1	1	1	1	4	DCUA_ECOLI	C6ECY7_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	433	1,106.58	7	8	21	1,106.58	433	7	8	20	6.303.822	433	10	13	49	1,371.75	433	7	7	11
C6ED01_ECOBD	0	0	0	0	0	DCUB_ECOLI	C6ED01_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)																				
C6EK71_ECOBD	0	0	0	0	0	DCUC_ECOLI	C6EK71_ECOBD	B	Anaerobic C4-dicarboxylate transport (Anaerobic c4-dicarboxylate antiporter, DcuC family)																				
C6EH05_ECOBD	0	0	0	0	0	DCUD_ECOLI	C6EH05_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, DcuC family (Predicted transporter)																				
C6EE21_ECOBD	0	0	0	0	0	DCUP_ECOLI	C6EE21_ECOBD	A	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)																				
C6ED00_ECOBD	0	0	0	0	0	DCUR_ECOLI	C6ED00_ECOBD	A	DNA-binding response regulator in two-component regulatory system with DcuS (Response regulator receiver)																				
C6EBE2_ECOBD	0	0	1	0	1	DCYD_ECOLI	C6EBE2_ECOBD	A	Pyridoxal phosphate-dependent enzyme, D-cysteine desulfhydrase family (EC 4.4.1.15)											7.594.359	328	1	1	1					
C6EL90_ECOBD	0	0	0	0	0	DDG_ECOLI	C6EL90_ECOBD	B	Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis palmitoleoyl acyltransferase)																				
C6ELK6_ECOBD	1	1	1	0	3	DDLA_ECOLI	C6ELK6_ECOBD	A	D-alanine/D-alanine ligase (EC 6.3.2.4) (D-alanylalanine synthetase) (EC 6.3.2.4)	364	1,501.84	1	1	1	1,501.84	364	1	1	1	1,501.84	364	1	1	1					
C6EAW3_ECOBD	0	0	1	0	1	DDLB_ECOLI	C6EAW3_ECOBD	A	D-alanine/D-alanine ligase (EC 6.3.2.4) (D-alanylalanine synthetase) (EC 6.3.2.4)											1,298.71	306	1	1	1					
C6EEN0_ECOBD	0	0	0	0	0	DDPA_ECOLI	C6EEN0_ECOBD	G	D-ala-D-a la transporter subunit (Extracellular solute-binding protein family 5)																				
C6EEN1_ECOBD	0	0	0	0	0	DDPB_ECOLI	C6EEN1_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (D-ala-D-ala transporter subunit)																				
C6EEN2_ECOBD	0	0	0	0	0	DDPC_ECOLI	C6EEN2_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (D-ala-D-ala transporter subunit)																				
C6EEN3_ECOBD	0	0	0	0	0	DDPD_ECOLI	C6EEN3_ECOBD	F1	D-ala-D-ala transporter subunit (Oligopeptide/dipeptide ABC transporter, ATPase subunit)																				
C6EEN4_ECOBD	0	0	0	0	0	DDPF_ECOLI	C6EEN4_ECOBD	F1	D-ala-D-ala transporter subunit (Oligopeptide/dipeptide ABC transporter, ATPase subunit)																				
C6EEM9_ECOBD	0	0	0	0	0	DDPX_ECOLI	C6EEM9_ECOBD	A	D-Ala-D-Ala dipeptidase (EC 3.4.13.22) (D-ala-D-ala dipeptidase, Zn-dependent) (EC 3.4.13.-)																				
C6EH63_ECOBD	1	1	1	1	4	DEAD_ECOLI	C6EH63_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	629	1,343.69	20	21	30	3,029.74	629	2	2	2	1,576.79	629	11	12	29	1,708.81	629	3	3	4
C6ELD6_ECOBD	1	1	1	0	3	DEDA_ECOLI	C6ELD6_ECOBD	B	Conserved inner membrane protein	219	9.064.679	2	2	6	9.064.679	219	2	3	7	907.452	219	2	3	4					
C6ELD9_ECOBD	1	1	1	1	4	DEDD_ECOLI	C6ELD9_ECOBD	B	Putative uncharacterized protein dedD (Sporulation domain protein)	220	1,263.66	8	9	16	1,263.66	220	7	10	17	1,522.76	220	10	13	25	1,383.82	220	6	6	9
C6EGI0_ECOBD	1	1	1	0	3	DEF_ECOLI	C6EGI0_ECOBD	A	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	169	1,280.78	5	5	7	1,280.78	169	4	4	4	1,280.78	169	2	2	2					
C6EAC3_ECOBD	1	1	1	1	4	DEGP_ECOLI	C6EAC3_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease (Protease Do), membrane-associated) (EC 3.4.21.-)	474	1,184.70	50	80	481	1,090.56	474	47	91	382	1,057.59	474	46	89	469	7.744.105	474	40	62	188
C6EGZ8_ECOBD	1	1	1	1	4	DEGQ_ECOLI	C6EGZ8_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	455	1,144.66	44	57	118	917.494	455	43	64	127	1,015.55	455	42	66	159	1,144.66	455	31	40	72
C6EGZ7_ECOBD	1	1	1	1	4	DEGS_ECOLI	C6EGZ7_ECOBD	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355	1,507.86	14	17	42	8.274.735	355	13	16	22	8.274.735	355	15	20	43	8.274.735	355	12	16	25
C6EBI8_ECOBD	1	1	1	1	4	DEOB_ECOLI	C6EBI8_ECOBD	A	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	407	1,115.66	14	16	44	1,115.66	407	11	13	27	1,115.66	407	18	19	44	9.105.105	407	5	5	8
C6EBJ0_ECOBD	1	1	1	1	4	DEOC_ECOLI	C6EBJ0_ECOBD	A	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	259	1,137.59	24	30	95	1,582.76	259	24	31	51	1,088.62	259	20	20	37	1,698.96	259	19	20	27
C6EBI7_ECOBD	1	1	1	1	4	DEOD_ECOLI	C6EBI7_ECOBD	A	Purine nucleoside phosphorylase deoD-type (PNP) (EC 2.4.2.1)	239	1,021.56	17	23	50	1,021.56	239	17	23	41	1,090.52	239	13	18	36	1,143.54	239	6	6	6
C6EIU3_ECOBD	1	0	0	0	1	DEOR_ECOLI	C6EIU3_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, DeoR family)	252	2,276.24	1	1	1															
C6ED77_ECOBD	0	0	0	0	0	DGOA_ECOLI	C6ED77_ECOBD	A	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (KDPG and KHG aldolase)																				
C6ED78_ECOBD	0	0	0	0	0	DGOD_ECOLI	C6ED78_ECOBD	A	Galactonate dehydratase (Mandelate racemase/muconate lactonizing protein)																				
C6ED76_ECOBD	0	0	0	0	0	DGOK_ECOLI	C6ED76_ECOBD	B	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58) (2-oxo-3-deoxygalactonate kinase) (EC 2.7.1.58)																				
C6ED75_ECOBD	0	0	0	0	0	DGOR_ECOLI	C6ED75_ECOBD	A	GntR domain protein (Predicted DNA-binding transcriptional regulator)																				
C6ED79_ECOBD	0	0	0	0	0	DGOT_ECOLI	C6ED79_ECOBD	B	D-galactonate transporter																				
C6EAC4_ECOBD	0	0	1	0	1	DGTP_ECOLI	C6EAC4_ECOBD	A	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)											6.304.186	505	1	1	1					
C6EGR7_ECOBD	0	0	0	0	0	DHAK_ECOLI	C6EGR7_ECOBD	A	Dihydroxyacetone kinase, DhaK subunit (EC 2.7.1.29) (Dihydroxyacetone kinase, N-terminal domain protein)																				
C6EGR8_ECOBD	1	0	0	0	1	DHAL_ECOLI	C6EGR8_ECOBD	A	Dihydroxyacetone kinase, C-terminal domain protein (Dihydroxyacetone kinase, L subunit)	210	2,544.24	1	1	1															
C6EGR9_ECOBD	1	1	0	0	2	DHAM_ECOLI	C6EGR9_ECOBD	F1	Dihydroxyacetone kinase, phosphotransfer subunit (Fused predicted dihydroxyacetone-specific PTS enzymes: HPr component/EI component)	472	1,873.96	5	5	5	1,873.96	472	5	5	5										
C6EGR6_ECOBD	0	0	0	0	0	DHAR_ECOLI	C6EGR6_ECOBD	A	GAF modulated sigma54 specific transcriptional regulator, Fis family (Predicted DNA-binding transcriptional regulator, dihydroxyacetone)																				
C6EFE1_ECOBD	1	1	1	1	4	DHAS_ECOLI	C6EFE1_ECOBD	B	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	367	1,683.93	1	1	2	1,683.93	367	1	1	1	1,683.93	367	1	1	2	1,742.95	367	2	2	2
C6ECJ6_ECOBD	0	0	0	0	0	DHE4_ECOLI	C6ECJ6_ECOBD	A	Glutamate dehydrogenase (EC 1.4.1.4) (Glutamate dehydrogenase (NADP(+))) (EC 1.4.1.4)																				
C6EAT3_ECOBD	1	1	1	1	4	DHG_ECOLI	C6EAT3_ECOBD	B	Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	796	1,384.65	18	19	32	1,384.65	796	19	21	33	1,384.65	796	28	31	42	1,303.68	796	9	10	13
C6EGY3_ECOBD	1	1	1	1	4	DHNA_ECOLI	C6EGY3_ECOBD	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	434	1,611.91	40	52	153	9.744.903	434	38	51	89	6.903.822	434	32	50	192	6.404.253	434	25	32	64
C6EH50_ECOBD	0	0	0	0	0	DHPS_ECOLI	C6EH50_ECOBD	A	7,8-dihydropteroate synthase (EC 2.5.1.15) (Dihydropteroate synthase) (EC 2.5.1.15)																				
C6EJL4_ECOBD	1	1	1	1	4	DHSA_ECOLI	C6EJL4_ECOBD	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	588	9.764.881	48	66	385	8.774.813	588	23	26	59	6.874.037	588	39	54	266	7.594.547	588	29	40	104
C6EJL3_ECOBD	1	1	1	1	4	DHSB_ECOLI	C6EJL3_ECOBD	F1	Succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC 1.3.99.1) (Succinate dehydrogenase, FeS subunit) (EC 1.3.99.1)	238	1,437.61	23	38	188	1,694.93	238	17	21	34	1,183.55	238	21	29	65	1,230.63	238	18	28	55
C6EJL6_ECOBD	0	0	1	1	2	DHSC_ECOLI	C6EJL6_ECOBD	B	Succinate dehydrogenase, cytochrome b556 subunit											1,452.83	134	2	2	4	1,452.83	134	1	1	1
C6EJL5_ECOBD	1	1	1	1	4	DHSD_ECOLI	C6EJL5_ECOBD	B	Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	115	1,021.51	2	3	50	1,021.51	115	2	3	33	874.474	115	2	2	35	1,021.51	115	2	4	12
C6EH76_ECOBD	1	0	0	0	1	DIAA_ECOLI	C6EH76_ECOBD	A	DnaA initiator-associating factor for replication initiation (DnaA initiator-associating protein DiaA)	196	8.164.573	1	1	2															
C6EDE5_ECOBD	0	0	0	0	0	DIND_ECOLI	C6EDE5_ECOBD	A	DNA-damage-inducible protein D																				
C6EDX6_ECOBD	0	0	0	0	0	DINF_ECOLI	C6EDX6_ECOBD	B	MATE efflux family protein																				
C6EIY3_ECOBD	0	0	0	0	0	DING_ECOLI	C6EIY3_ECOBD	A	Helicase c2																				
C6EHF2_ECOBD	0	0	0	0	0	DINI_ECOLI	C6EHF2_ECOBD	A	DNA damage-inducible protein I (DinI family protein)																				
C6EA62_ECOBD	0	0	0	0	0	DINJ_ECOLI	C6EA62_ECOBD	A	Addiction module antitoxin, RelB/DinJ family (Predicted antitoxin of YafQ-DinJ toxin-antitoxin system)																				
C6EAZ8_ECOBD	1	1	1	1	4	DJLA_ECOLI	C6EAZ8_ECOBD	B	Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	271	8.784.478	16	25	56	1,648.88	271	14	20	32	1,039.48	271	16	20	53	8.784.478	271	15	19	37
C6EHY2_ECOBD	0	0	0	0	0	DKGA_ECOLI	C6EHY2_ECOBD	A	2,5-didehydrogluconate reductase (EC 1.1.1.274) (2,5-diketo-D-gluconate reductase A) (EC 1.1.1.274)																				
C6EA83_ECOBD	0	1	0	0	1	DKGB_ECOLI	C6EA83_ECOBD	A	2,5-diketo-D-gluconate reductase B (EC 1.1.1.274) (Aldo/keto reductase)						1,607.84	267	1	1	1										
C6EAD9_ECOBD	1	1	1	0	3	DKSA_ECOLI	C6EAD9_ECOBD	A	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (Transcriptional regulator, TraR/DksA family)	151	2,058.92	2	2	4	2,058.92	151	2	2	4	1,421.69	151	1	1	1					
C6EAH8_ECOBD	1	1	1	1	4	DLD_ECOLI	C6EAH8_ECOBD	F1	D-lactate dehydrogenase (EC 1.1.1.28) (D-lactate dehydrogenase, FAD-binding, NADH independent) (EC 1.1.1.28)	571	9.324.472	32	39	65	1,868.96	571	10	10	10	6.433.674	571	13	13	13	9.874.743	571	2	2	3
C6EAU1_ECOBD	1	1	1	1	4	DLDH_ECOLI	C6EAU1_ECOBD	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	474	8.604.838	31	42	94	8.344.833	474	26	31	39	6.503.984	474	28	33	50	1,565.74	474	15	17	22
C6EEA4_ECOBD	0	0	0	0	0	DLGD_ECOLI	C6EEA4_ECOBD	A	2,3-diketo-L-gulonate dehydrogenase, NADH-dependent (EC 1.1.1.-) (Malate/L-lactate dehydrogenase)																				
C6EF72_ECOBD	0	0	0	0	0	DLHH_ECOLI	C6EF72_ECOBD	A	Carboxymethylenebutenolidase (EC 3.1.1.45) (Predicted hydrolase)																				
C6EFI9_ECOBD	0	0	0	0	0	DMA_ECOLI	C6EFI9_ECOBD	A	DNA adenine methylase (EC 2.1.1.72)																				
C6EC30_ECOBD	0	0	0	0	0	DMLA_ECOLI	C6EC30_ECOBD	A	Predicted dehydrogenase (EC 1.1.1.93) (Tartrate dehydrogenase) (EC 4.1.1.73)																				
C6EC31_ECOBD	0	0	0	0	0	DMLR_ECOLI	C6EC31_ECOBD	B	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)																				
C6EI88_ECOBD	0	0	0	0	0	DMSA_ECOLI	C6EI88_ECOBD	F2	Anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family (Dimethyl sulfoxide reductase, anaerobic, subunit A) (EC 1.8.99.-)																				
C6EI87_ECOBD	0	0	0	0	0	DMSB_ECOLI	C6EI87_ECOBD	F2	Dimethyl sulfoxide reductase, anaerobic, subunit B (EC 1.8.99.-) (Dimethylsulfoxide reductase, chain B)																				
C6EI86_ECOBD	0	0	0	0	0	DMSC_ECOLI	C6EI86_ECOBD	B	DMSO reductase anchor subunit (DmsC) (Dimethyl sulfoxide reductase, anaerobic, subunit C) (EC 1.8.99.-)																				
C6EDQ7_ECOBD	0	0	0	0	0	DMSD_ECOLI	C6EDQ7_ECOBD	F1	Cytoplasmic chaperone TorD family protein (Twin-argninine leader-binding protein for DmsA and TorA)																				
C6ECH7_ECOBD	1	1	1	1	4	DNAA_ECOLI	C6ECH7_ECOBD	F1	Chromosomal replication initiator protein dnaA	467	1,659.78	20	23	42	818.517	467	13	14	18	7.454.455	467	7	8	20	2,094.09	467	5	5	7
C6EDW8_ECOBD	1	1	1	1	4	DNAB_ECOLI	C6EDW8_ECOBD	A	Replicative DNA helicase	471	8.754.734	14	14	15	8.714.632	471	6	6	6	1,551.89	471	4	4	4	2,071.09	471	1	1	1
C6EBK9_ECOBD	1	0	0	0	1	DNAC_ECOLI	C6EBK9_ECOBD	A	AAA ATPase (DNA biosynthesis protein)	245	1,045.54	1	1	2															
C6EB39_ECOBD	1	1	1	1	4	DNAJ_ECOLI	C6EB39_ECOBD	A	Chaperone protein dnaJ	376	1,539.87	50	71	178	1,483.71	376	1	1	1	9.134.415	376	1	1	1	1,798.02	376	2	2	2
C6EB40_ECOBD	1	1	1	1	4	DNAK_ECOLI	C6EB40_ECOBD	F1	Chaperone protein DnaK (Molecular chaperone DnaK)	638	1,290.62	48	58	142	8.164.212	638	46	54	79	6.144.097	638	46	62	97	3,329.70	638	16	18	26
C6EBK8_ECOBD	0	0	0	0	0	DNAT_ECOLI	C6EBK8_ECOBD	A	Primosomal protein 1 (Primosomal protein I)																				
C6EL67_ECOBD	0	0	0	0	0	DNLJ_ECOLI	C6EL67_ECOBD	A	DNA ligase (EC 6.5.1.2)																				
C6EEM7_ECOBD	0	0	0	0	0	DOSC_ECOLI	C6EEM7_ECOBD	A	Diguanylate cyclase																				
C6EEM8_ECOBD	0	0	0	0	0	DOSP_ECOLI	C6EEM8_ECOBD	A	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (cAMP phosphodiesterase, heme-regulated)																				
C6EIN7_ECOBD	0	0	0	0	0	DPAL_ECOLI	C6EIN7_ECOBD	A	Diaminopropionate ammonia-lyase																				
