K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	Common Core 	Gene Ontology ID (Uniprot)	Category	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score	Uniprot Description	Pseudogenes / Mobile Elements Notes
RL16_ECOLI	C6EGF3_ECOBD		Common Core 	"GO:0019843; GO:0005840; GO:0003735; GO:0000049; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.03	0.03		0	48	0.482	50S ribosomal protein L16	 
RS17_ECOLI	C6EGF5_ECOBD		Common Core 	"GO:0019843; GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	24	0.081	30S ribosomal protein S17	 
RL14_ECOLI	C6EGF6_ECOBD		Common Core 	"GO:0015934; GO:0019843; GO:0003735; GO:0006412"	A_trl			0	0	34	0		CYT 		0	0.00	0.00		0	33	0.277	50S ribosomal protein L14	 
RL24_ECOLI	C6EGF7_ECOBD		Common Core 	"GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	36	0.153	50S ribosomal protein L24	 
RS14_ECOLI	C6EGF9_ECOBD		Common Core 	"GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	17	0.171	30S ribosomal protein S14 (Ribosomal protein S14)	 
RS8_ECOLI	C6EGG0_ECOBD		Common Core 	"GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.11	0.00		0	37	0.328	30S ribosomal protein S8	 
RL6_ECOLI	C6EGG1_ECOBD		Common Core 	"GO:0019843; GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0.463		CYT 		0	0.05	0.02		0	46	0.046	50S ribosomal protein L6	 
RS5_ECOLI	C6EGG3_ECOBD		Common Core 	"GO:0003723; GO:0015935; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.23	0.13		0	58	0.208	30S ribosomal protein S5	 
RL15_ECOLI	C6EGG5_ECOBD		Common Core 	"GO:0015934; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.04	0.00		0	44	0.394	50S ribosomal protein L15	 
SECY_ECOLI	C6EGG6_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0015450; GO:0016021"	B	SEC		0	0	0	0		CYT 		10	219.50	21.74		10	29	0.324	Preprotein translocase subunit secY	 
RS13_ECOLI	C6EGG8_ECOBD		Common Core 	"GO:0019843; GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.03	0.03		0	36	0.146	30S ribosomal protein S13	 
RS11_ECOLI	C6EGG9_ECOBD		Common Core 	"GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	4	0		CYT 		0	0.00	0.00		0	62	0.336	30S ribosomal protein S11	 
RS4_ECOLI	C6EGH0_ECOBD		Common Core 	"GO:0019843; GO:0015935; GO:0003735; GO:0006412"	A_trl			0	0	28	0		CYT 		0	0.00	0.00		0	27	0.133	30S ribosomal protein S4	 
RPOA_ECOLI	C6EGH1_ECOBD		Common Core 	"GO:0003677; GO:0003899; GO:0046983; GO:0006351"	A			0	0	0	0		CYT 		0	0.00	0.00		0	55	0.059	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6) (DNA-directed RNA polymerase, alpha subunit)	 
RL17_ECOLI	C6EGH2_ECOBD		Common Core 	"GO:0005840; GO:0003735; GO:0006412"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	19	0.416	50S ribosomal protein L17	 
ZNTR_ECOLI	C6EGH4_ECOBD		Common Core 	"GO:0003677; GO:0000166; GO:0006355; GO:0003700"	A			0	0	0	0		CYT 		0	0.00	0.00		0	56	0.031	Transcriptional regulator, MerR family (Zinc-responsive transcriptional regulator)	 
RSMB_ECOLI	C6EGH8_ECOBD	Cytoplasm. 	Common Core 	"GO:0003723; GO:0005737; GO:0008649; GO:0006355; GO:0004808"	B	SEC		0	0	15	0		CYT 		0	6.28	0.02		1	14	0.171	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent (EC 2.1.1.61) (Sun protein)	 
FMT_ECOLI	C6EGH9_ECOBD		Common Core 	GO:0004479	A			0	0	0	0		CYT 		0	0.04	0.00		0	41	0.110	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	 
DEF_ECOLI	C6EGI0_ECOBD		Common Core 	"GO:0005506; GO:0042586; GO:0006412"	A			0	0	0	0		CYT 		0	0.00	0.00		0	48	0.017	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	 
SMG_ECOLI	C6EGI2_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	6	0.022	Protein smg	 
YRDD_ECOLI	C6EGI3_ECOBD		Common Core 	"GO:0003916; GO:0006265; GO:0005694"	A			0	0	0	0		CYT 		0	0.00	0.00		0	40	0.187	DNA topoisomerase type IA zn finger domain protein (Predicted DNA topoisomerase)	 
RIMN_ECOLI	C6EGI4_ECOBD		Common Core 	"GO:0003723; GO:0005737; GO:0006364"	A_trl			0	0	0	0		CYT 		0	0.23	0.00		0	11	0.076	Predicted ribosome maturation factor (SUA5/yciO/yrdC domain protein)	 
AROE_ECOLI	C6EGI5_ECOBD		Common Core 	"GO:0050661; GO:0009073; GO:0005737; GO:0055114; GO:0004764"	A			0	0	25	0		CYT 		0	1.36	0.01		0	5	0.093	Shikimate dehydrogenase (EC 1.1.1.25)	 
YRDA_ECOLI	C6EGI7_ECOBD		Common Core 	GO:0016740	A			0	0	0	0		CYT 		0	0.15	0.00		0	6	0.086	Putative transferase (Putative uncharacterized protein yrdA)	 
YHDZ_ECOLI	C6EGI8_ECOBD		Common Core 	"GO:0005524; GO:0016887"	F1			0	0	0	0		CYT 		0	0.11	0.00		0	56	0.068	ABC transporter related (Predicted amino-acid transporter subunit)	 
YHDY_ECOLI	C6EGI9_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0016021; GO:0005886; GO:0005215"	B	SEC		0	0	0	0		TMH 	1.083	8	173.25	21.50		8	35	0.135	Polar amino acid ABC transporter, inner membrane subunit (Predicted amino-acid transporter subunit)	 
YHDX_ECOLI	C6EGJ0_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0016021; GO:0005886; GO:0005215"	B	SEC		0	0	22	0		TMH 	9.399	8	175.16	21.18		8	21	0.317	Polar amino acid ABC transporter, inner membrane subunit (Predicted amino-acid transporter subunit)	 
ENVR_ECOLI	C6EGJ6_ECOBD		Common Core 	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	A			0	0	0	0		CYT 		0	1.48	0.00		0	40	0.094	DNA-binding transcriptional regulator (Transcriptional regulator, TetR family)	 
YHDJ_ECOLI	C6EGJ8_ECOBD		Common Core 	"GO:0003677; GO:0006306; GO:0008170"	A			0	0	0	0		CYT 		0	0.07	0.00		0	24	0.169	DNA methylase N-4/N-6 domain protein (Predicted methyltransferase)	 
FIS_ECOLI	C6EGJ9_ECOBD		Common Core 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.00	0.00		0	1	0.200	DNA-binding protein Fis (Transcriptional regulator, Fis family)	 
DUSB_ECOLI	C6EGK0_ECOBD		Common Core 	"GO:0050660; GO:0055114; GO:0017150; GO:0008033"	A_trl			0	0	0	0		CYT 		0	0.01	0.01		0	20	0.272	TIM-barrel protein, nifR3 family (tRNA-dihydrouridine synthase B)	 
ACCC_ECOLI	C6EGK4_ECOBD		Common Core 	"GO:0005524; GO:0009374; GO:0004075"	A			0	0	0	0		CYT 		0	0.51	0.02		0	32	0.051	Acetyl-CoA carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase, biotin carboxylase)	 
CSRD_ECOLI	C6EGK8_ECOBD		Common Core 	"GO:0009190; GO:0016849"	B	SEC		26	0.974	0	0.459		TMH 	5.848	2	45.64	22.72		2	9	0.233	Conserved inner membrane protein (Diguanylate cyclase/phosphodiesterase)	 
MREB_ECOLI	C6EGL0_ECOBD		Common Core 	"GO:0005524; GO:0000902"	F1			0	0	1	0		CYT 		0	0.02	0.00		0	53	0.121	Cell shape determining protein, MreB/Mrl family (Cell wall structural complex MreBCD, actin-like component MreB)	 
MRED_ECOLI	C6EGL2_ECOBD		Common Core 	"GO:0016021; GO:0008360"	B	SEC		0	0	17	0		TMH 	15.556	5	101.20	37.32		5	19	0.150	Cell wall structural complex MreBCD transmembrane component MreD (Rod shape-determining protein MreD)	 
YHDE_ECOLI	C6EGL3_ECOBD		Common Core 	GO:0005737	A			0	0	0	0		CYT 		0	0.12	0.00		0	18	0.077	Maf protein (Maf-like protein)	 
RNG_ECOLI	C6EGL4_ECOBD		Common Core 	"GO:0003723; GO:0006396; GO:0005737; GO:0004540"	A			0	0	0	0		CYT 		0	0.00	0.00		0	55	0.040	Ribonuclease G (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	 
TLDD_ECOLI	C6EGL6_ECOBD		Common Core 	GO:0008233	A			0	0	0	0		CYT 		0	0.47	0.00		0	12	0.070	Predicted peptidase (Protease TldD)	 
AAER_ECOLI	C6EGL7_ECOBD		Common Core 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	B	SEC		0	0	24	0		CYT 		0	7.31	0.01		1	23	0.193	Predicted DNA-binding transcriptional regulator, efflux system (Putative DNA-binding transcriptional regulator)	 
AAEX_ECOLI	C6EGL8_ECOBD	"Cell membrane; Multi-pass membrane protein. "	Common Core 	"GO:0016021; GO:0005886"	B	SEC		0	0	0	0		TMH 	10.746	2	44.89	40.27		2	42	0.032	Membrane protein of efflux system (Putative uncharacterized protein)	 
AAEA_ECOLI	C6EGL9_ECOBD	"Cell inner membrane; Single-pass membrane protein. "	Common Core 	"GO:0016020; GO:0009306; GO:0008565"	B	SEC		31	0.993	21	0.495	28	SpI 	8.879	1	21.16	21.13		1	12	0.085	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	 
YHCO_ECOLI	C6EGM1_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.02	0.02		0	28	0.026	Predicted barnase inhibitor (Putative uncharacterized protein)	 
OPPA_ECOLI	C6EGM4_ECOBD		Common Core 	GO:0005215	G	SEC		27	1.000	27	0.849	26	SpI 	18.316	1	19.48	19.48	26	0	26	0.233	Extracellular solute-binding protein family 5	 
YCHE_ECOLI	C6EGM7_ECOBD		Common Core 		B	SEC		0	0	0	0		TMH 	10.957	6	132.33	32.02		6	55	0.092	Multiple antibiotic resistance (MarC)-related protein (Predicted inner membrane protein)	 
ADHE_ECOLI	C6EGM8_ECOBD		Common Core 	"GO:0008774; GO:0004022; GO:0006066; GO:0015976; GO:0016829; GO:0046872; GO:0055114"	A			0	0	0	0		CYT 		0	0.66	0.00		0	55	0.175	Fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase (EC 1.1.1.1) (EC 1.2.1.10) (Iron-containing alcohol dehydrogenase)	 
KITH_ECOLI	C6EGM9_ECOBD	Cytoplasm. 	Common Core 	"GO:0005524; GO:0006260; GO:0005737; GO:0004797"	A			0	0	0	0		CYT 		0	0.07	0.07		0	18	0.111	Thymidine kinase (EC 2.7.1.21)	 
HNS_ECOLI	C6EGN0_ECOBD		Common Core 	"GO:0003677; GO:0005622; GO:0006355"	A			0	0	19	0		CYT 		0	0.00	0.00		0	18	0.066	Global DNA-binding transcriptional dual regulator H-NS (Histone family protein nucleoid-structuring protein H-NS)	 
GALU_ECOLI	C6EGN1_ECOBD		Common Core 	"GO:0006011; GO:0003983; GO:0009058"	B	SEC		0	0	0	0		CYT 		0	0.16	0.14		0	30	0.124	Glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UTP-glucose-1-phosphate uridylyltransferase)	 
HNR_ECOLI	C6EGN2_ECOBD		Common Core 	"GO:0006355; GO:0000156; GO:0000160"	A			0	0	38	0		CYT 		0	0.08	0.04		0	37	0.107	Response regulator of RpoS (Response regulator receiver protein)	 
RSSA_ECOLI	C6EGN3_ECOBD		Common Core 	"GO:0005789; GO:0004622; GO:0046470"	A			0	0.647	18	0	17	SpI 	1.501	0	0.23	0.20	19	0	26	0.216	Patatin (Putative uncharacterized protein ychK)	 
YECA_ECOLI	C6EGN4_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	47	0.018	UPF0225 protein ychJ	 
PURU_ECOLI	C6EGN5_ECOBD		Common Core 	"GO:0006189; GO:0016597; GO:0008864; GO:0016742"	A			0	0	0	0		CYT 		0	0.02	0.00		0	10	0.042	Formyltetrahydrofolate deformylase	 
NARI_ECOLI	C6EGN6_ECOBD		Common Core 	"GO:0008940; GO:0009325; GO:0055114"	B	SEC		0	0	0	0		TMH 	11.881	5	108.59	33.06		5	18	0.121	Nitrate reductase 1, gamma (Cytochrome b(NR)) subunit (EC 1.7.99.4) (Respiratory nitrate reductase, gamma subunit) (EC 1.7.99.4)	 
NARJ_ECOLI	C6EGN7_ECOBD		Common Core 	"GO:0008940; GO:0009325; GO:0055114"	A			0	0	0	0		CYT 		0	0.00	0.00		0	42	0.043	Molybdenum-cofactor-assembly chaperone subunit (Delta subunit) of nitrate reductase 1 (EC 1.7.99.4) (Nitrate reductase molybdenum cofactor assembly chaperone) (EC 1.7.99.4)	 
NARH_ECOLI	C6EGN8_ECOBD		Common Core 	"GO:0042126; GO:0008940; GO:0009325; GO:0055114"	F1			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.089	Nitrate reductase 1, beta (Fe-S) subunit (EC 1.7.99.4) (Nitrate reductase, beta subunit)	 
NARG_ECOLI	C6EGN9_ECOBD		Common Core 	"GO:0009055; GO:0030151; GO:0042126; GO:0008940; GO:0009325; GO:0055114"	F1			0	0	0	0		CYT 		0	0.34	0.00		0	19	0.302	Nitrate reductase 1, alpha subunit (EC 1.7.99.4) (Nitrate reductase, alpha subunit)	 
NARX_ECOLI	C6EGP2_ECOBD		Common Core 	"GO:0005524; GO:0016021; GO:0018106; GO:0046983; GO:0000155; GO:0000160"	B	SEC		34	0.988	47	0	33	SpI 	4.685	2	45.49	22.97		2	46	0.181	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	 
NARL_ECOLI	C6EGP3_ECOBD		Common Core 	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0000156; GO:0000160"	A			0	0	0	0		CYT 		0	0.02	0.00		0	48	0.035	DNA-binding response regulator in two-component regulatory system with NarX (Or NarQ) (Two component transcriptional regulator, LuxR family)	 
YCHO_ECOLI	C6EGP4_ECOBD		Common Core 		G	SEC		25	0.999	25	0.850	24	SpI 	8.366	0	2.93	2.93	24	0	33	0.086	Uncharacterized protein YchO	 
YCHN_ECOLI	C6EGP5_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.18	0.08		0	48	0.057	DsrE family protein (Putative uncharacterized protein ychN)	 
CHAC_ECOLI	C6EGP6_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.12	0.00		0	35	0.250	ChaC family protein	 
KDSA_ECOLI	C6EGQ1_ECOBD	Cytoplasm. 	Common Core 	"GO:0008676; GO:0005737; GO:0019294"	A	SEC		0	0	0	0		CYT 		0	0.75	0.72		0	34	0.040	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	 
SIRB1_ECOLI	C6EGQ2_ECOBD		Common Core 	GO:0005488	B	SEC		0	0	0	0		CYT 		0	0.07	0.00		0	21	0.126	Predicted transcriptional regulator (SirB1 protein)	 
SIRB2_ECOLI	C6EGQ3_ECOBD		Common Core 		B	SEC		0	0	0	0		TMH 	6.488	4	81.73	38.99		4	38	0.082	Invasion gene expression up-regulator SirB (Predicted transcriptional regulator)	 
HEMK_ECOLI	C6EGQ4_ECOBD		Common Core 	"GO:0003676; GO:0055114; GO:0016491; GO:0008276"	A			0	0	0	0		CYT 		0	0.00	0.00		0	24	0.052	Modification methylase, HemK family (N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase) (EC 1.3.3.-)	 
RF1_ECOLI	C6EGQ5_ECOBD	Cytoplasm. 	Common Core 	"GO:0005737; GO:0016149"	A			0	0	0	0		CYT 		0	0.00	0.00		0	43	0.026	Peptide chain release factor 1 (RF-1)	 
HEM1_ECOLI	C6EGQ6_ECOBD		Common Core 	"GO:0050661; GO:0005737; GO:0008883; GO:0055114; GO:0006779; GO:0004764"	A_trl			0	0	0	0		CYT 		0	0.08	0.00		0	37	0.036	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	 
LOLB_ECOLI	C6EGQ7_ECOBD	"Cell outer membrane; Lipid-anchor. "	Common Core 	"GO:0009279; GO:0005886; GO:0015031"	I	SEC	LOL	0	0.615	15	0.586	21	SpII 	13.486	0	0.09	0.08	27	0	35	0.112	Outer-membrane lipoprotein lolB	 
ISPE_ECOLI	C6EGQ8_ECOBD		Common Core 	"GO:0050515; GO:0005524; GO:0016114"	A			0	0	23	0		CYT 		0	0.26	0.01		0	9	0.092	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	 
KPRS_ECOLI	C6EGQ9_ECOBD		Common Core 	"GO:0005737; GO:0016301; GO:0000287; GO:0009116; GO:0009156; GO:0004749"	A			0	0	0	0		CYT 		0	0.03	0.00		0	30	0.077	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	 
ENGD_ECOLI	C6EGR3_ECOBD		Common Core 	"GO:0005525; GO:0005622"	A			0	0	0	0		CYT 		0	0.00	0.00		0	29	0.221	GTP-binding protein YchF (Translation-associated GTPase)	 
YCGR_ECOLI	C6EGS3_ECOBD		Common Core 		F1			0	0	0	0		CYT 		0	0.16	0.00		0	45	0.062	YcgR (YcgR family protein)	 
EMTA_ECOLI	C6EGS4_ECOBD		Common Core 	GO:0016757	I	SEC	LOL	20	0.851	22	0.577	15	SpII 	18.858	0	1.43	0.05	18	0	48	0.149	Lytic murein endotransglycosylase E (EC 2.4.99.-) (Lytic transglycosylase catalytic)	 
LDCA_ECOLI	C6EGS5_ECOBD		Common Core 	GO:0004180	A			0	0	19	0		CYT 		0	0.06	0.00		0	61	0.029	L,D-carboxypeptidase A (EC 3.4.17.13) (Muramoyltetrapeptide carboxypeptidase) (EC 3.4.17.13)	 
ALR2_ECOLI	C6EGS7_ECOBD		Common Core 	"GO:0006522; GO:0008784; GO:0009252; GO:0030170"	A			0	0	0	0		CYT 		0	0.91	0.00		0	38	0.151	Alanine racemase (EC 5.1.1.1)	 
DADA_ECOLI	C6EGS8_ECOBD		Common Core 	"GO:0008718; GO:0055114"	F1			0	0	17	0.491		TMH 	0.264	0	0.62	0.60	16	0	52	0.150	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	 
YCGB_ECOLI	C6EGS9_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.04	0.00		0	21	0.065	Putative uncharacterized protein ycgB (SpoVR family protein)	 
FADR_ECOLI	C6EGT0_ECOBD	Cytoplasm. 	Common Core 	"GO:0003677; GO:0000062; GO:0005737; GO:0006631; GO:0019217; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	1.50	0.00		0	11	0.029	Fatty acid metabolism regulator (Fatty acid metabolism transcriptional regulator FadR)	 
UMUC_ECOLI	C6EGT3_ECOBD		Common Core 	"GO:0006281; GO:0003887; GO:0003684"	A			0	0	0	0		CYT 		0	0.00	0.00		0	44	0.071	DNA polymerase V subunit UmuC (DNA-directed DNA polymerase) (EC 2.7.7.7)	 
YCGN_ECOLI	C6EGT5_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	2	0.161	UPF0260 protein ycgN	 
YCGM_ECOLI	C6EGT6_ECOBD		Common Core 	"GO:0008704; GO:0016787"	A			0	0	0	0		CYT 		0	0.12	0.02		0	94	0.025	5-carboxymethyl-2-hydroxymuconate Delta-isomerase (EC 5.3.3.10) (Predicted isomerase/hydrolase)	 
YCGL_ECOLI	C6EGT7_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.00	0.00		0	52	0.030	Putative uncharacterized protein	 
YCGJ_ECOLI	C6EGT9_ECOBD		Common Core 		G	SEC		25	0.999	25	0.867	22	SpI 	8.582	0	4.20	4.20	24	0	27	0.396	Fels-1 Propage domain protein (Putative uncharacterized protein ycgJ)	 
MINC_ECOLI	C6EGU0_ECOBD		Common Core 	"GO:0000917; GO:0051726; GO:0051302"	A			0	0	0	0		CYT 		0	0.01	0.00		0	20	0.055	Probable septum site-determining protein minC	 
MIND_ECOLI	C6EGU1_ECOBD		Common Core 	"GO:0016887; GO:0000918"	F1			0	0	0	0		CYT 		0	0.06	0.05		0	24	0.438	Membrane ATPase of the MinC-MinD-MinE system (Septum site-determining protein MinD)	 
MINE_ECOLI	C6EGU2_ECOBD		Common Core 	"GO:0051301; GO:0032955"	F1			0	0	0	0		CYT 		0	0.00	0.00		0	17	0.102	Cell division topological specificity factor	 
IDH_ECOLI	C6EGV5_ECOBD		Common Core 	"GO:0051287; GO:0006097; GO:0004450; GO:0000287; GO:0055114; GO:0006099"	B	SEC		0	0	0	0		CYT 		0	0.00	0.00		0	9	0.053	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	 
RLUE_ECOLI	C6EGV6_ECOBD		Common Core 	"GO:0003723; GO:0009982; GO:0001522"	A_trl			0	0	0	0		CYT 		0	0.02	0.00		0	33	0.222	Pseudouridine synthase (EC 5.4.99.-)	 
NUDJ_ECOLI	C6EGV7_ECOBD		Common Core 	GO:0016787	A			0	0	0	0		CYT 		0	0.00	0.00		0	47	0.036	Bifunctional thiamin pyrimidine pyrophosphate hydrolase/ thiamin pyrophosphate hydrolase (NUDIX hydrolase)	 
MNMA_ECOLI	C6EGV8_ECOBD	Cytoplasm. 	Common Core 	"GO:0005737; GO:0008168; GO:0006400"	A			0	0	0	0		CYT 		0	0.08	0.08		0	22	0.076	tRNA-specific 2-thiouridylase mnmA (EC 2.8.1.-)	 
HFLD_ECOLI	C6EGV9_ECOBD	"Cytoplasm. Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. "	Common Core 	"GO:0005737; GO:0005886"	F1			0	0	0	0		CYT 		0	0.12	0.01		0	2	0.071	High frequency lysogenization protein hflD	 
PUR8_ECOLI	C6EGW0_ECOBD		Common Core 	"GO:0006188; GO:0004018"	A			0	0	0	0		CYT 		0	0.05	0.00		0	51	0.050	Adenylosuccinate lyase	 
PHOP_ECOLI	C6EGW1_ECOBD		Common Core 	"GO:0003677; GO:0006355; GO:0006350; GO:0000156; GO:0000160"	A			0	0	0	0		CYT 		0	0.00	0.00		0	10	0.023	DNA-binding response regulator in two-component regulatory system with PhoQ (Two component transcriptional regulator, winged helix family)	 
PHOQ_ECOLI	C6EGW2_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0005524; GO:0016021; GO:0046872; GO:0018106; GO:0000155; GO:0000160"	B	SEC		0	1.000	13	0.567		TMH 	6.142	2	46.32	23.48	33	1	36	0.085	Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	 
YCFD_ECOLI	C6EGW3_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.31	0.00		0	19	0.039	Cupin 4 family protein (Putative uncharacterized protein ycfD)	 
PEPT_ECOLI	C6EGW4_ECOBD	Cytoplasm. 	Common Core 	"GO:0005737; GO:0008237; GO:0006518; GO:0005515; GO:0006508; GO:0045148; GO:0008270"	A			0	0	0	0		CYT 		0	0.02	0.00		0	31	0.072	Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptide aminopeptidase)	 
POTA_ECOLI	C6EGW5_ECOBD		Common Core 	"GO:0005524; GO:0043190; GO:0005886; GO:0015417"	F1			0	0	0	0		CYT 		0	0.19	0.01		0	21	0.152	Putrescine/spermidine ABC transporter ATPase protein (Spermidine/putrescine ABC transporter ATPase subunit)	 
POTB_ECOLI	C6EGW6_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0016021; GO:0005886; GO:0005215"	B	SEC		0	0	0	0		TMH 	5.717	6	135.32	24.92		7	39	0.023	Binding-protein-dependent transport systems inner membrane component	 
POTC_ECOLI	C6EGW7_ECOBD	"Membrane; Multi-pass membrane protein. "	Common Core 	"GO:0016021; GO:0005886; GO:0005215"	B	SEC		0	0	0	0		TMH 	10.840	6	134.02	22.44		6	16	0.100	Binding-protein-dependent transport systems inner membrane component (Spermidine/putrescine ABC transporter membrane protein)	 
POTD_ECOLI	C6EGW8_ECOBD		Common Core 	"GO:0030288; GO:0005215"	G	SEC		24	1.000	24	0.929	23	SpI 	25.034	0	0.58	0.58	23	0	23	0.165	Extracellular solute-binding protein family 1 (Spermidine/putrescine ABC transporter periplasmic substrate-binding protein)	 
NPD_ECOLI	C6EGX1_ECOBD	Cytoplasm. 	Common Core 	"GO:0070403; GO:0006342; GO:0005737; GO:0016811; GO:0006476; GO:0008270"	A			0	0	0	0		CYT 		0	2.43	0.00	62	0	19	0.261	NAD-dependent deacetylase (Silent information regulator protein Sir2)	 
LOLD_ECOLI	C6EGX5_ECOBD		Common Core 	"GO:0005524; GO:0016887; GO:0042954; GO:0005886"	F1			0	0	0	0		CYT 		0	0.03	0.00		0	51	0.108	Lipoprotein releasing system, ATP-binding protein (Outer membrane-specific lipoprotein transporter subunit)	 
MFD_ECOLI	C6EGX8_ECOBD		Common Core 	"GO:0005524; GO:0008026; GO:0006281; GO:0003684; GO:0006355; GO:0003700"	A			0	0	14	0		CYT 		0	0.01	0.00		0	39	0.134	Transcription-repair coupling factor	 
YCFS_ECOLI	C6EGX9_ECOBD		Common Core 	GO:0016998	G	SEC		29	1.000	29	0.835	28	SpI 	14.249	1	18.72	18.52	28	0	28	0.535	ErfK/YbiS/YcfS/YnhG family protein	 
BHSA_ECOLI	C6EGY0_ECOBD		Common Core 		G	SEC		23	1.000	23	0.917	22	SpI 	21.629	0	11.55	11.48	22	0	43	0.087	Putative uncharacterized protein (Putative uncharacterized protein ycfR)	 
YCFQ_ECOLI	C6EGY1_ECOBD		Common Core 	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	A			0	0	0	0		CYT 		0	0.00	0.00		0	20	0.107	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, TetR family)	 
DHNA_ECOLI	C6EGY3_ECOBD		Common Core 	"GO:0050660; GO:0003954; GO:0055114"	F1	SEC		0	0	0	0		CYT 		0	9.65	0.26		0	36	0.134	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	 
YCFP_ECOLI	C6EGY4_ECOBD		Common Core 		A			0	0	0	0		CYT 		0	0.01	0.00		0	17	0.037	UPF0227 protein ycfP	 
NAGZ_ECOLI	C6EGY5_ECOBD		Common Core 	"GO:0004563; GO:0005975"	A			0	0	0	0		CYT 		0	0.03	0.02		0	97	0.056	Beta-hexosaminidase (EC 3.2.1.52) (Glycoside hydrolase family 3 domain protein)	 
