Merge ID	Biological Process (Uniprot)	Biological Process (EcoCyc)	Biological Process (EcoliWiki)	Molecular Function (Uniprot)	Molecular Function(EcoCyc)	Molecular Function (EcoliWiki)	Entry Name K12		Entry Name BL21(DE3)	Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED		Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
P0A7M9					RNA binding|rRNA binding|metal ion binding		RL31_ECOLI	P0A7M9	C6EE73	A	F1	This study	50S ribosomal protein L31	70	Y			ribosome	translation	RNA binding|rRNA binding|metal ion binding	GO:0046872|GO:0003723|GO:0019843			182455	2,15E+05	3,63E+05	45,42	1909,42		
P60723	response to antibiotic|regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcription termination, DNA-dependent|regulation of translation			translation repressor activity	RNA binding|rRNA binding		RL4_ECOLI	P60723	C6EGE7	A	F1	This study	50S ribosomal protein L4	201	Y			ribosome	translation	response to antibiotic|regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcription termination, DNA-dependent|regulation of translation	GO:0046677|GO:0006353|GO:0006355|GO:0006351|GO:0006417			14547	2,37E+03	2,64E+04	64,79	2694,37		
P0AG55	response to antibiotic				RNA binding|rRNA binding		RL6_ECOLI	P0AG55	C6EGG1	A	F1	This study	50S ribosomal protein L6	177	Y			ribosome	translation	response to antibiotic	GO:0046677			10191	1,29E+03	1,86E+04	42,29	1781,71		
P0A7R1					RNA binding|rRNA binding		RL9_ECOLI	P0A7R1	C6ECE6	A	F1	This study	50S ribosomal protein L9	149	Y			ribosome	translation	RNA binding|rRNA binding	GO:0003723|GO:0019843			8384	9,99E+02	1,60E+04	17,74	767,47		
P0AG67					RNA binding		RS1_ECOLI	P0AG67	C6EI71	A	F1	This study	30S ribosomal protein S1 (Ribosomal protein S1)	557	Y			cytoplasm::ribosome	translation	RNA binding	GO:0003723			135732	1,25E+05	2,64E+05	185,32	7463,64		
P0ADZ4			translation	structural constituent of ribosome|rRNA binding	RNA binding|rRNA binding		RS15_ECOLI	P0ADZ4	C6EH60	A	F1	This study	30S ribosomal protein S15	89	Y				translation	translation	GO:0006412			226896	3,16E+05	4,53E+05	18,31	791,36		
P0AG63	response to antibiotic		response to antibiotic|translation	structural constituent of ribosome|SSU rRNA binding	RNA binding|rRNA binding		RS17_ECOLI	P0AG63	C6EGF5	A	F1	This study	30S ribosomal protein S17	84	Y					response to antibiotic|translation	GO:0046677|GO:0006412			49632	2,15E+04	9,52E+04	99	4064,14		
P0A7U3					RNA binding|rRNA binding|tRNA binding		RS19_ECOLI	P0A7U3	C6EGF0	A	F1	This study	30S ribosomal protein S19	92	Y				translation	RNA binding|rRNA binding|tRNA binding	GO:0003723|GO:0000049|GO:0019843			50413	1,78E+04	8,52E+04	397,11	15625,86		
P02358			translation	structural constituent of ribosome	RNA binding|rRNA binding		RS6_ECOLI	P02358	C6ECE9	A	F1	This study	30S ribosomal protein S6	131	Y				translation	translation	GO:0006412			14204	2,68E+03	2,84E+04	176,83	7,132		
P02359		negative regulation of translation|ribosomal small subunit assembly	translation		RNA binding|rRNA binding|tRNA binding	mRNA binding|rRNA binding	RS7_ECOLI	P02359	C6EGC3	A	F1	This study	30S ribosomal protein S7	156	Y			ribosome	translation	negative regulation of translation|ribosomal small subunit assembly|translation	GO:0000028|GO:0017148|GO:0006412			67291	3,59E+04	1,28E+05	162,79	6582,23		
P0A7W7	regulation of translation		translation|regulation of mRNA stability	translation repressor activity|rRNA binding	RNA binding|rRNA binding		RS8_ECOLI	P0A7W7	C6EGG0	A	F1	This study	30S ribosomal protein S8	130	Y				translation	translation|regulation of translation|regulation of mRNA stability	GO:0006412|GO:0043488|GO:0006417			5204	4,21E+02	9,68E+03	16,78	727,17		
P39406	methylation|rRNA processing|rRNA methylation		rRNA base methylation|rRNA methylation	rRNA (guanine-N2-)-methyltransferase activity	methyltransferase activity|transferase activity|rRNA (guanine-N2-)-methyltransferase activity		RSMC_ECOLI	P39406	C6EBK1	A	F1	This study	16S ribosomal RNA m2G1207 methyltransferase (EC 2.1.1.52) (rRNA (Guanine-N(2)-)-methyltransferase) (EC 2.1.1.52)	343	Y			cytoplasm		rRNA base methylation|methylation|rRNA processing|rRNA methylation	GO:0031167|GO:0032259|GO:0006364|GO:0070475			318	2,73E+00	5,18E+02	2,55	117,04		
P03819	transport|potassium ion transport|ion transport	response to methylglyoxal|potassium ion transport|response to toxin	potassium ion transport		antiporter activity	glutathione-regulated potassium exporter activity|protein homodimerization activity|toxin binding|enzyme binding	KEFC_ECOLI	P03819	C6EB06	B			Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	620		Y		plasma membrane	transmembrane transport	transport|response to methylglyoxal|potassium ion transport|response to toxin|ion transport	GO:0006810|GO:0006813|GO:0051595|GO:0006811|GO:0009636			134					0,0013379	133,79
P07117	amino acid transport|transport|sodium ion transport|ion transport	proline transport			symporter activity	uniporter activity	PUTP_ECOLI	P07117	C6EHJ1	B			Proline:sodium symporter (Sodium/proline symporter)	502		Y		plasma membrane	transmembrane transport	proline transport|amino acid transport|transport|sodium ion transport|ion transport	GO:0006810|GO:0006865|GO:0015824|GO:0006811|GO:0006814			723			1,78	83	0,013638	1363,8
P0AAT4	transport|ion transport		cellular response to osmotic stress	mechanically-gated ion channel activity	ion channel activity		YBDG_ECOLI	P0AAT4	C6EKC4	B			MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	415		Y		plasma membrane	transmembrane transport	transport|ion transport|cellular response to osmotic stress	GO:0006810|GO:0071470|GO:0006811			199			0,41	20	0,0037704	377,04
P0ABI4	transport|ion transport						CORA_ECOLI	P0ABI4	C6EFZ7	B			Magnesium and cobalt transport protein CorA (Magnesium/nickel/cobalt transporter)	316	Y	Y		plasma membrane	transmembrane transport::transport	transport|ion transport	GO:0006810|GO:0006811			536	5,85E-01	2,12E+02	3,92	177,58	0,012192	1219,2
P0AAE0	amino acid transport|transport						CYCA_ECOLI	P0AAE0	C6ECD6	B			Amino acid permease-associated region (D-alanine/D-serine/glycine transporter)	470	Y	Y		plasma membrane	transmembrane transport::transport	amino acid transport|transport	GO:0006810|GO:0006865									
P23886	transport				nucleotide binding|ATP binding		CYDC_ECOLI	P23886	C6EI96	B			ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	573	Y	Y		plasma membrane	transmembrane transport::transport	transport	GO:0006810			346			0,32	15,65	0,0067555	675,55
P0C0S1	transport|ion transport		cellular water homeostasis	mechanically-gated ion channel activity	ion channel activity		MSCS_ECOLI	P0C0S1	C6EII5	B			Mechanosensitive channel (MscS Mechanosensitive ion channel)	286	Y	Y		plasma membrane	transmembrane transport::transport	cellular water homeostasis|transport|ion transport	GO:0006810|GO:0009992|GO:0006811			213	1,31E+00	3,39E+02	1,89	87,54		
P39830	transport|ion transport				antiporter activity		YBAL_ECOLI	P39830	C6EKY6	B			Potassium efflux system protein (Predicted transporter with NAD(P)-binding Rossmann-fold domain)	558	Y	Y		plasma membrane	transmembrane transport::transport	transport|ion transport	GO:0006810|GO:0006811									
P32705	transport|sodium ion transport|ion transport				symporter activity		ACTP_ECOLI	P32705	C6ED58	B			Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	549		Y		plasma membrane	transmembrane transport::transport	transport|sodium ion transport|ion transport	GO:0006810|GO:0006814|GO:0006811									
P25527	amino acid transport|transport						GABP_ECOLI	P25527	C6EJW2	B			GABA permease (Gamma-aminobutyrate transporter)	466		Y		plasma membrane	transmembrane transport::transport	amino acid transport|transport	GO:0006810|GO:0006865									
P77338	transport|potassium ion transport|ion transport		cellular water homeostasis	mechanically-gated ion channel activity			KEFA_ECOLI	P77338	C6EKZ9	B			Fused conserved protein (MscS Mechanosensitive ion channel)	1120		Y		plasma membrane	transmembrane transport::transport	cellular water homeostasis|transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0009992|GO:0006811			72	2,84E-01	1,39E+02	0,08	4,08		
P24207	amino acid transport|transport						PHEP_ECOLI	P24207	C6EKC5	B			Amino acid permease-associated region	470		Y		plasma membrane	transmembrane transport::transport	amino acid transport|transport	GO:0006810|GO:0006865									
P0AAE2	amino acid transport|transport						PROY_ECOLI	P0AAE2	C6ELI2	B			Amino acid permease-associated region (Predicted cryptic proline transporter)	457		Y		plasma membrane	transmembrane transport::transport	amino acid transport|transport	GO:0006810|GO:0006865									
P0AA47	amino acid transport|transport						YEEF_ECOLI	P0AA47	C6EB69	B			Amino acid permease-associated region (Predicted amino-acid transporter)	452		Y		plasma membrane	transmembrane transport::transport	amino acid transport|transport	GO:0006810|GO:0006865			235	1,68E+00	3,92E+02	1,68	78		
P0AF52	transport				nucleotide binding|ATP binding		YJCD_ECOLI	P0AF52	C6ED60	B			Predicted permease (Xanthine/uracil/vitamin C permease)	449		Y		plasma membrane	transmembrane transport::transport	transport	GO:0006810									
P31224	transport						ACRB_ECOLI	P31224	C6EL02	B			Multidrug efflux system protein (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1049	Y	Y		chromosome::cytoplasm::plasma membrane	transport	transport	GO:0006810			395	1,71E+00	3,95E+02				
P0AE34	amino acid transport|transport						ARTQ_ECOLI	P0AE34	C6EIB9	B			Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y		plasma membrane	transport	amino acid transport|transport	GO:0006810|GO:0006865									
P0AEB0	sulfate transport|transport						CYSW_ECOLI	P0AEB0	C6EL54	B			Sulfate ABC transporter, inner membrane subunit	291		Y		plasma membrane	transport	sulfate transport|transport	GO:0006810|GO:0008272									
P0AC44	transport|electron transport chain|tricarboxylic acid cycle		cytochrome complex assembly|aerobic respiration	electron carrier activity|heme binding	metal ion binding		DHSD_ECOLI	P0AC44	C6EJL5	B			Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	115		Y		plasma membrane	transport	cytochrome complex assembly|transport|electron transport chain|tricarboxylic acid cycle|aerobic respiration	GO:0006099|GO:0006810|GO:0022900|GO:0017004|GO:0009060			12492			315,23	12491,64		
P27303	response to antibiotic|transport		response to drug				EMRA_ECOLI	P27303	C6EJU1	B			Efflux pump membrane protein (Multidrug efflux system)	390		Y			transport	response to antibiotic|transport|response to drug	GO:0046677|GO:0006810|GO:0042493			110	4,38E-01	1,79E+02	0,86	41		
P0AER3	amino acid transport|transport						GLTJ_ECOLI	P0AER3	C6EK41	B			Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	246		Y		plasma membrane	transport	amino acid transport|transport	GO:0006810|GO:0006865									
P75798	transport						GSIC_ECOLI	P75798	C6EIV1	B			Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	306		Y		plasma membrane	transport	transport	GO:0006810									
P75831	response to antibiotic|transport				hydrolase activity|nucleotide binding|ATP binding		MACB_ECOLI	P75831	C6EIA2	B			ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	648		Y		plasma membrane	transport	response to antibiotic|transport	GO:0046677|GO:0006810									
P76399	transport						MDTC_ECOLI	P76399	C6EAM9	B			Acriflavin resistance protein (Multidrug efflux system, subunit C)	1025		Y		plasma membrane	transport	transport	GO:0006810									
P20966	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation				transferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|kinase activity		PTFBC_ECOLI	P20966	C6EA31	B			Fused fructose-specific PTS enzymes: IIBcomponent/IIC components (PTS system, fructose subfamily, IIC subunit)	563		Y		plasma membrane	transport	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401									
P0A843	transport|protein transport|transmembrane transport			protein transporter activity			TATE_ECOLI	P0A843	C6EK66	B			Twin arginine translocase protein E (Twin-arginine translocation protein, TatA/E family subunit)	67		Y			transport	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			2114			2,98	136,13	0,040915	4091,5
P77504	transport						YBBP_ECOLI	P77504	C6EKW8	B			Predicted inner membrane protein (Putative uncharacterized protein)	804		Y		plasma membrane	transport	transport	GO:0006810									
P0AFQ2	transport						YBHS_ECOLI	P0AFQ2	C6EIY9	B			ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	377		Y		plasma membrane	transport	transport	GO:0006810									
P37642			transport	transporter activity			YHJD_ECOLI	P37642	C6EEG1	B			Conserved inner membrane protein (Ribonuclease)	337		Y		plasma membrane	transport	transport	GO:0006810									
P60872	transport						YIDE_ECOLI	P60872	C6ED85	B			Putative uncharacterized protein yidE (YidE/YbjL duplication)	553		Y		plasma membrane	transport	transport	GO:0006810									
P10408	transport|protein transport|transmembrane transport		protein transport		nucleotide binding|metal ion binding|ATP binding		SECA_ECOLI	P10408	C6EAV7	F1		curated	Protein translocase subunit secA	901	Y	Y		cytoplasm::plasma membrane	protein targeting	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			1215	2,73E+00	5,18E+02	5,17	232,24	0,028944	2894,4
P0AG86	transport|protein transport|transmembrane transport		protein targeting|protein transport by the Sec complex				SECB_ECOLI	P0AG86	C6EDI0	F1		curated	Protein-export protein secB	155	Y			cytoplasm	protein targeting	transport|protein targeting|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0006605|GO:0055085|GO:0043952|GO:0015031			15665	6,21E+01	3,19E+03	62	2585,84	0,4122	41220
P76208			SOS response|response to DNA damage stimulus				YNIB_ECOLI	P76208	C6ECN2	B			Predicted inner membrane protein (Putative uncharacterized protein)	178		Y		plasma membrane		SOS response|response to DNA damage stimulus	GO:0006974|GO:0009432									
P41036	carbohydrate transport|transport						NANT_ECOLI	P41036	C6EH08	B			Putative sialic acid transporter (Sialic acid permease)	496		Y				carbohydrate transport|transport	GO:0006810|GO:0008643			54			1,15	54,08		
P60869	transport						YBJL_ECOLI	P60869	C6EIQ8	B			Putative transport protein ybjL	561		Y				transport	GO:0006810			21			0,44	21,31		
P37908			carbohydrate catabolic process|non-phosphorylated glucose catabolic process	quinoprotein glucose dehydrogenase activity|pyrroloquinoline quinone binding|ubiquinone binding|magnesium ion binding			YFJD_ECOLI	P37908	C6EJY0	B			Putative uncharacterized protein	420		Y		plasma membrane		carbohydrate catabolic process|non-phosphorylated glucose catabolic process	GO:0019595|GO:0016052									
P0ADW3	oxidation-reduction process				oxidoreductase activity		YHCB_ECOLI	P0ADW3	C6EGZ9	B			Putative uncharacterized protein (Putative uncharacterized protein yhcB)	132	Y	Y		plasma membrane		oxidation-reduction process	GO:0055114			540			12,34	540		
P0ADV9			lipopolysaccharide transport	glycolipid transporter activity			LPTC_ECOLI	P0ADV9	C6EH28	B			Putative uncharacterized protein (Putative uncharacterized protein yrbK)	191		Y				lipopolysaccharide transport	GO:0015920									
P11557	cell cycle|cell division		cytokinesis				DAMX_ECOLI	P11557	C6EFI8	B			Putative uncharacterized protein damX (Sporulation domain protein)	428	Y	Y		plasma membrane	cell cycle	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049			336	3,44E+00	5,93E+02	1,68	78		
P27434	regulation of cell shape		regulation of cell shape|peptidoglycan biosynthetic process		DNA binding		RODZ_ECOLI	P27434	C6EKJ3	B			Putative uncharacterized protein yfgA (Transcriptional regulator, XRE family)	337	Y	Y		plasma membrane		regulation of cell shape|peptidoglycan biosynthetic process	GO:0009252|GO:0008360			487	4,99E+00	7,37E+02	4,01	181,53	0,0054145	541,45
P00509		L-phenylalanine biosynthetic process from chorismate via phenylpyruvate	aspartate biosynthetic process	L-aspartate:2-oxoglutarate aminotransferase activity|pyridoxal phosphate binding|L-tyrosine:2-oxoglutarate aminotransferase activity|kynurenine-oxoglutarate transaminase activity	L-aspartate:2-oxoglutarate aminotransferase activity|transaminase activity|transferase activity	protein homodimerization activity	AAT_ECOLI	P00509	C6EI54	A	F1?	This study	Aspartate aminotransferase, PLP-dependent (EC 2.6.1.1) (Aspartate transaminase) (EC 2.6.1.1)	396	Y					L-phenylalanine biosynthetic process from chorismate via phenylpyruvate|aspartate biosynthetic process	GO:0006532|GO:0033585			4505	3,06E+01	2,11E+03	25,49	1090,63	0,10313	10313
P0ABD5	lipid biosynthetic process|fatty acid biosynthetic process		fatty acid biosynthetic process		acetyl-CoA carboxylase activity|nucleotide binding|ligase activity|ATP binding		ACCA_ECOLI	P0ABD5	C6EAA0	A	F1?	This study	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 6.4.1.2)	319	Y					lipid biosynthetic process|fatty acid biosynthetic process	GO:0006633|GO:0008610			843	9,00E+00	1,04E+03	14,85	645,93		
P24182	lipid biosynthetic process|fatty acid biosynthetic process		negative regulation of fatty acid biosynthetic process|fatty acid biosynthetic process		biotin carboxylase activity|acetyl-CoA carboxylase activity|nucleotide binding|ligase activity|ATP binding		ACCC_ECOLI	P24182	C6EGK4	A	F1?	This study	Acetyl-CoA carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase, biotin carboxylase)	449	Y					lipid biosynthetic process|negative regulation of fatty acid biosynthetic process|fatty acid biosynthetic process	GO:0045717|GO:0006633|GO:0008610			1033	1,45E+01	1,37E+03	16,01	695		
