Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	UNTREATED	TREATED		GO Annotation			
DNAB_ECOLI	C6EDW8	A	Replicative DNA helicase	471	Y			DNA replication, synthesis of RNA primer|DNA replication	C6EDW8	hydrolase activity|helicase activity|DNA binding|nucleotide binding|ATP binding	GO:0003677|GO:0016787|GO:0005524|GO:0000166|GO:0004386
HSLU_ECOLI	C6EE78	A	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	443	Y			response to heat|response to stress	C6EE78	nucleotide binding|ATP binding	GO:0005524|GO:0000166
RL27_ECOLI	C6EH42	A	50S ribosomal protein L27	85	Y			RNA binding|rRNA binding|tRNA binding	C6EH42	RNA binding|rRNA binding|tRNA binding	GO:0003723|GO:0000049|GO:0019843
MURG_ECOLI	C6EAW5	F1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	355	Y	Y		regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	C6EAW5	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity|transferase activity, transferring glycosyl groups|undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|transferase activity	GO:0051991|GO:0016757|GO:0050511|GO:0016740
WECG_ECOLI	C6EG17	A	Glycosyl transferase, WecB/TagA/CpsF family (EC 2.4.1.187) (Putative UDP-N-acetyl-D-mannosaminuronic acid transferase) (EC 2.4.1.-)	246		Y		transferase activity, transferring glycosyl groups|transferase activity	C6EG17	transferase activity, transferring glycosyl groups|transferase activity	GO:0016757|GO:0016740
RS17_ECOLI	C6EGF5	A	30S ribosomal protein S17	84	Y			response to antibiotic|translation	C6EGF5	structural constituent of ribosome|SSU rRNA binding|RNA binding|rRNA binding	GO:0003723|GO:0070181|GO:0003735|GO:0019843
ACRB_ECOLI	C6EGB3	B	Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	601		Y		transport|potassium ion transport|ion transport	C6EGB3	antiporter activity	GO:0015297
ATPD_ECOLI	C6EG68	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	177	Y	Y		transport|proton transport|ion transport|histidine biosynthetic process|ATP biosynthetic process	C6EG68	ATP phosphoribosyltransferase activity	GO:0003879
ODO1_ECOLI	C6EJL2	A	2-oxoglutarate dehydrogenase, E1 subunit (EC 1.2.4.2) (Alpha-ketoglutarate decarboxylase) (EC 1.2.4.2)	933	Y			oxidation-reduction process|glycolysis	C6EJL2	oxoglutarate dehydrogenase (succinyl-transferring) activity|oxidoreductase activity	GO:0004591|GO:0016491
LEPA_ECOLI	C6EK18	F1	GTP-binding protein lepA	599	Y			translational elongation|translation	C6EK18	hydrolase activity|GTP binding|translation elongation factor activity|GTPase activity|nucleotide binding	GO:0016787|GO:0000166|GO:0003746|GO:0005525|GO:0003924
GLNQ_ECOLI	C6EIX3	F1	ABC transporter related (Glutamine ABC transporter ATP-binding protein)	240	Y	Y		amino acid transport|transport	C6EIX3	nucleotide binding|ATP binding	GO:0005524|GO:0000166
PGK_ECOLI	C6EII3	A	Phosphoglycerate kinase (EC 2.7.2.3)	387	Y			glycolysis|phosphorylation	C6EII3	phosphoglycerate kinase activity|transferase activity|nucleotide binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004618
ACCC_ECOLI	C6EGK4	A	Acetyl-CoA carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase, biotin carboxylase)	449	Y			lipid biosynthetic process|negative regulation of fatty acid biosynthetic process|fatty acid biosynthetic process	C6EGK4	biotin carboxylase activity|acetyl-CoA carboxylase activity|nucleotide binding|ligase activity|ATP binding	GO:0003989|GO:0004075|GO:0005524|GO:0000166|GO:0016874
YEFI_ECOLI	C6EB51	F1	Glycosyl transferase group 1 (Putative glycosyltransferase WbbC)	370	Y	Y		lipopolysaccharide biosynthetic process	C6EB51	transferase activity	GO:0016740
ACRB_ECOLI	C6ED48	B	Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	437		Y		transport	C6ED48	symporter activity	GO:0015293
NDK_ECOLI	C6EKJ1	A	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	143	Y			phosphorylation|nucleotide metabolic process	C6EKJ1	nucleoside diphosphate kinase activity|transferase activity|kinase activity|identical protein binding|nucleotide binding|metal ion binding|ATP binding	GO:0046872|GO:0005524|GO:0016301|GO:0042802|GO:0000166|GO:0016740|GO:0004550
ACRB_ECOLI	C6EGZ9	B	Putative uncharacterized protein (Putative uncharacterized protein yhcB)	132	Y	Y		oxidation-reduction process	C6EGZ9	oxidoreductase activity	GO:0016491
ACRB_ECOLI	C6EI96	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	573	Y	Y		transport	C6EI96	nucleotide binding|ATP binding	GO:0005524|GO:0000166
EFG_ECOLI	C6EGC4	A	Elongation factor G (EF-G)	704	Y			translational elongation|translation	C6EGC4	GTP binding|translation elongation factor activity|nucleotide binding	GO:0000166|GO:0003746|GO:0005525
ACRB_ECOLI	C6EJZ9	B	Alpha-ketoglutarate transporter (Metabolite/H+ symporter, major facilitator superfamily (MFS))	432		Y		transport	C6EJZ9	symporter activity	GO:0015293
RS1_ECOLI	C6EI71	A	30S ribosomal protein S1 (Ribosomal protein S1)	557	Y			RNA binding	C6EI71	RNA binding	GO:0003723
ACRB_ECOLI	C6EC44	B	Diguanylate cyclase (Predicted diguanylate cyclase)	496		Y		diguanylate cyclase activity|transferase activity|metal ion binding	C6EC44	diguanylate cyclase activity|transferase activity|metal ion binding	GO:0046872|GO:0052621|GO:0016740
ISCS_ECOLI	C6EKH7	A	Cysteine desulfurase (EC 2.8.1.7)	404	Y			tRNA processing|oxazole or thiazole biosynthetic process|iron-sulfur cluster assembly|tRNA pseudouridine synthesis	C6EKH7	pyridoxal phosphate binding|transferase activity|selenocysteine lyase activity|cysteine desulfurase activity	GO:0009000|GO:0016740|GO:0030170|GO:0031071
ACKA_ECOLI	C6ELF7	A	Acetate kinase (EC 2.7.2.1) (Acetokinase)	400	Y			phosphorylation	C6ELF7	transferase activity|acetate kinase activity|nucleotide binding|zinc ion binding|kinase activity|ATP binding	GO:0005524|GO:0000166|GO:0016301|GO:0008270|GO:0016740|GO:0008776
RPOD_ECOLI	C6EHS8	A	RNA polymerase sigma factor	613	Y	Y		response to heat|transcription, DNA-dependent|regulation of transcription, DNA-dependent	C6EHS8	sigma factor activity|DNA binding	GO:0003677|GO:0016987
ACRB_ECOLI	C6EFG5	B	Ferrous iron transport protein B	773		Y		transport|ion transport|iron ion homeostasis	C6EFG5	GTP binding|nucleotide binding	GO:0000166|GO:0005525
RPOA_ECOLI	C6EGH1	A	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6) (DNA-directed RNA polymerase, alpha subunit)	329	Y			transcription, DNA-dependent	C6EGH1	DNA-directed RNA polymerase activity|transferase activity|zinc ion binding|nucleotidyltransferase activity	GO:0003899|GO:0016779|GO:0008270|GO:0016740
RHO_ECOLI	C6EG30	A	Transcription termination factor Rho	419	Y	Y		regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcriptional attenuation|transcription termination, DNA-dependent	C6EG30	hydrolase activity|RNA binding|helicase activity|nucleotide binding|ATP binding	GO:0003723|GO:0016787|GO:0005524|GO:0000166|GO:0004386
RL2_ECOLI	C6EGE9	A	50S ribosomal protein L2	273	Y	Y		RNA binding|rRNA binding|zinc ion binding	C6EGE9	RNA binding|rRNA binding|zinc ion binding	GO:0003723|GO:0008270|GO:0019843
DBHA_ECOLI	C6EE18	A	HU, DNA-binding transcriptional regulator, alpha subunit (Histone family protein DNA-binding protein)	90	Y			chromosome condensation	C6EE18	DNA binding	GO:0003677
NUOCD_ECOLI	C6E9R6	F1	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	600	Y	Y		oxidation-reduction process|transport|metabolic process|anaerobic respiration	C6E9R6	oxidoreductase activity|oxidoreduction-driven active transmembrane transporter activity|quinone binding|NADH dehydrogenase (quinone) activity|NADH dehydrogenase (ubiquinone) activity|catalytic activity	GO:0050136|GO:0015453|GO:0003824|GO:0048038|GO:0008137|GO:0016491
ACRB_ECOLI	C6EI95	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	588	Y	Y		transport	C6EI95	nucleotide binding|ATP binding	GO:0005524|GO:0000166
ACRB_ECOLI	C6EFF9	B	Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	438		Y		D-gluconate metabolic process|transport|carbohydrate transport|gluconate transport	C6EFF9	gluconate transmembrane transporter activity	GO:0015128
ACRB_ECOLI	C6EIA2	B	ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	648		Y		response to antibiotic|transport	C6EIA2	hydrolase activity|nucleotide binding|ATP binding	GO:0016787|GO:0005524|GO:0000166
RL9_ECOLI	C6ECE6	A	50S ribosomal protein L9	149	Y			RNA binding|rRNA binding	C6ECE6	RNA binding|rRNA binding	GO:0003723|GO:0019843
RNR_ECOLI	C6ECH0	A	Exoribonuclease R, RNase R (EC 3.1.-.-) (VacB and RNase II family 3'-5' exoribonuclease) (EC 3.1.13.1)	813	Y			pathogenesis|response to stress	C6ECH0	hydrolase activity|RNA binding|exoribonuclease II activity|exonuclease activity|nuclease activity	GO:0004527|GO:0003723|GO:0016787|GO:0008859|GO:0004518
ACRB_ECOLI	C6ED12	B	Histidine kinase	366		Y		response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	C6ED12	two-component sensor activity|transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0000155|GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
ACRB_ECOLI	C6E9R4	B	NADH-quinone oxidoreductase subunit (EC 1.6.99.5)	147	Y	Y		oxidation-reduction process|transport|anaerobic respiration	C6E9R4	oxidoreductase activity|oxidoreduction-driven active transmembrane transporter activity|quinone binding|NADH dehydrogenase (quinone) activity|NADH dehydrogenase (ubiquinone) activity	GO:0050136|GO:0015453|GO:0048038|GO:0008137|GO:0016491
ACRB_ECOLI	C6EBX2	B	Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	323		Y		lipopolysaccharide biosynthetic process	C6EBX2	transferase activity|acyltransferase activity	GO:0008415|GO:0016740
ISPG_ECOLI	C6EKJ4	A	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	372	Y			oxidation-reduction process|isoprenoid biosynthetic process	C6EKJ4	4 iron, 4 sulfur cluster binding|4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity|oxidoreductase activity|iron-sulfur cluster binding|metal ion binding	GO:0046872|GO:0051539|GO:0046429|GO:0051536|GO:0016491
PUTA_ECOLI	C6EHJ3	F1	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	Y	Y		oxidation-reduction process|transcription, DNA-dependent|proline catabolic process to glutamate|regulation of transcription, DNA-dependent|proline metabolic process|metabolic process	C6EHJ3	oxidoreductase activity|proline dehydrogenase activity|DNA binding|sequence-specific DNA binding transcription factor activity|flavin adenine dinucleotide binding|catalytic activity|1-pyrroline-5-carboxylate dehydrogenase activity	GO:0003677|GO:0004657|GO:0050660|GO:0003824|GO:0003700|GO:0016491|GO:0003842
PYRG_ECOLI	C6EJ92	A	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	545	Y			glutamine metabolic process|pyrimidine nucleotide biosynthetic process|CTP biosynthetic process	C6EJ92	CTP synthase activity|nucleotide binding|ligase activity|ATP binding	GO:0005524|GO:0000166|GO:0016874|GO:0003883
ACRB_ECOLI	C6ECJ1	B	Protease IV (Signal peptide peptidase) (EC 3.4.-.-) (Signal peptide peptidase SppA, 67K type)	618		Y		signal peptide processing	C6ECJ1	hydrolase activity|serine-type peptidase activity|peptidase activity	GO:0016787|GO:0008233|GO:0008236
ACRB_ECOLI	C6EGX6	B	Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	399		Y		transport|lipoprotein transport	C6EGX6	lipoprotein transporter activity	GO:0042954
ACRB_ECOLI	C6EFY6	B	TrkA-N domain protein (Voltage-gated potassium channel)	417		Y		transport|potassium ion transport|ion transport	C6EFY6	ion channel activity|voltage-gated potassium channel activity	GO:0005249|GO:0005216
GPMA_ECOLI	C6EJI9	A	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.1)	250	Y			glycolysis	C6EJI9	isomerase activity|phosphoglycerate mutase activity|2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity|protein homodimerization activity	GO:0004619|GO:0016853|GO:0046538|GO:0042803
IF2_ECOLI	C6EH57	A	Translation initiation factor IF-2	890	Y			translational initiation|translation	C6EH57	GTP binding|nucleotide binding|translation initiation factor activity	GO:0003743|GO:0000166|GO:0005525
RL19_ECOLI	C6EJY6	A	50S ribosomal protein L19	115	Y			RNA binding|rRNA binding	C6EJY6	RNA binding|rRNA binding	GO:0003723|GO:0019843
TPX_ECOLI	C6EFQ8	A	Redoxin domain protein (Thiol peroxidase) (EC 1.11.1.-)	168	Y			oxidation-reduction process|cellular response to oxidative stress	C6EFQ8	oxidoreductase activity|peroxidase activity|thioredoxin peroxidase activity|hydroperoxide reductase activity|antioxidant activity	GO:0016209|GO:0004601|GO:0008379|GO:0032843|GO:0016491
ACEA_ECOLI	C6EE08	A	Isocitrate lyase	434	Y			glyoxylate cycle|tricarboxylic acid cycle	C6EE08	lyase activity|isocitrate lyase activity	GO:0016829|GO:0004451
DHNA_ECOLI	C6EGY3	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	434	Y	Y		oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain|aerobic respiration	C6EGY3	NADH dehydrogenase activity|oxidoreductase activity|NADH dehydrogenase (ubiquinone) activity|flavin adenine dinucleotide binding	GO:0003954|GO:0050660|GO:0008137|GO:0016491
RS18_ECOLI	C6ECE7	A	30S ribosomal protein S18	75	Y	Y		translation	C6ECE7	RNA binding|rRNA binding	GO:0003723|GO:0019843
ACRB_ECOLI	C6EHT8	B	Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273		Y		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization	C6EHT8	hydrolase activity|undecaprenyl-diphosphatase activity	GO:0016787|GO:0050380
SUHB_ECOLI	C6EKH4	A	Inositol monophosphatase	267	Y			inositol phosphate dephosphorylation	C6EKH4	glycerol-2-phosphatase activity|hydrolase activity|magnesium ion binding|inositol-1(or 4)-monophosphatase activity|lithium ion binding|metal ion binding	GO:0000287|GO:0046872|GO:0016787|GO:0008934|GO:0047954|GO:0031403
ACRB_ECOLI	C6EKF1	B	Histidine kinase (Predicted sensory kinase in two-component system)	475		Y		protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	C6EKF1	two-component sensor activity|transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding	GO:0000155|GO:0005524|GO:0000166|GO:0016301|GO:0016740|GO:0004673
DNAA_ECOLI	C6ECH7	F1	Chromosomal replication initiator protein dnaA	467		Y		regulation of DNA replication|DNA replication|DNA-dependent DNA replication	C6ECH7	sequence-specific DNA binding|DNA binding|nucleotide binding|ATP binding	GO:0003677|GO:0005524|GO:0000166|GO:0043565
RL6_ECOLI	C6EGG1	A	50S ribosomal protein L6	177	Y			response to antibiotic	C6EGG1	RNA binding|rRNA binding	GO:0003723|GO:0019843
FTSE_ECOLI	C6EFB1	F1	Type II (General) Secretory Pathway (IISP) Family protein	222	Y	Y		response to antibiotic|cell cycle|cell division|cytokinesis	C6EFB1	nucleotide binding|ATP binding	GO:0005524|GO:0000166
ACRB_ECOLI	C6EGW7	B	Binding-protein-dependent transport systems inner membrane component (Spermidine/putrescine ABC transporter membrane protein)	264		Y		transport|polyamine transport	C6EGW7	polyamine-transporting ATPase activity	GO:0015417
SRMB_ECOLI	C6EK10	A	ATP-dependent RNA helicase (EC 2.7.7.-) (DEAD/DEAH box helicase domain protein)	444	Y			ribosomal large subunit assembly	C6EK10	hydrolase activity|RNA binding|helicase activity|nucleotide binding|ATP-dependent RNA helicase activity|ATP binding	GO:0003723|GO:0016787|GO:0004004|GO:0005524|GO:0000166|GO:0004386
IF3_ECOLI	C6ECN9	A	Translation initiation factor IF-3	180	Y			translational initiation|response to cold|ribosome disassembly|translation	C6ECN9	ribosome binding|RNA binding|translation initiation factor activity	GO:0043022|GO:0003743|GO:0003723
ACRB_ECOLI	C6EKC4	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	415		Y		transport|ion transport|cellular response to osmotic stress	C6EKC4	ion channel activity|mechanically-gated ion channel activity	GO:0008381|GO:0005216
DEOB_ECOLI	C6EBI8	A	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	407	Y			isomerase activity|phosphopentomutase activity|metal ion binding	C6EBI8	isomerase activity|phosphopentomutase activity|metal ion binding	GO:0046872|GO:0008973|GO:0016853
RS10_ECOLI	C6EGE5	A	30S ribosomal protein S10	103	Y	Y		translation|transcription antitermination	C6EGE5	structural constituent of ribosome|tRNA binding	GO:0003735|GO:0000049
RLME_ECOLI	C6EH48	A	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-) (23S rRNA Um2252 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	209	Y			enzyme-directed rRNA 2'-O-methylation|methylation|rRNA processing|response to stress	C6EH48	methyltransferase activity|rRNA (uridine-2'-O-)-methyltransferase activity|transferase activity	GO:0008650|GO:0008168|GO:0016740
RS15_ECOLI	C6EH60	A	30S ribosomal protein S15	89	Y			translation	C6EH60	structural constituent of ribosome|RNA binding|rRNA binding	GO:0003723|GO:0003735|GO:0019843
ASSY_ECOLI	C6EH54	A	Argininosuccinate synthase (EC 6.3.4.5)	447	Y			cellular amino acid biosynthetic process|arginine biosynthetic process	C6EH54	argininosuccinate synthase activity|nucleotide binding|ligase activity|ATP binding	GO:0005524|GO:0004055|GO:0000166|GO:0016874
